stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,3,26,435,116,0,169,0,2,0,20,14,2,8,4,11,0,2,1,3,142,0,0,130,1833,42,6,35,40,0,20,2,187,16,24,208,608,0,0,19,0,3
 24-34,0,2.46,7.39,146.93,22.16,0,378.41,0,13.13,4.93,48.43,6.57,0.82,8.21,13.13,25.45,3.28,10.67,4.93,11.49,258.57,4.93,0,117.38,2743.3,20.52,32.01,29.55,0,0,76.34,0,0.82,12.31,4.93,50.07,669.82,0,0,72.24,0,5.75
 36-46,0,2.42,1.61,39.48,4.83,0,602.64,3.22,12.89,20.14,112.79,3.22,0,10.47,15.31,4.83,5.64,6.45,0.81,9.67,286.82,1.61,1.61,95.07,2637.76,10.47,22.56,20.95,0,0.81,66.06,0.81,2.42,1.61,0.81,1.61,638.09,0,0.81,35.45,0,14.5
 48-58,0.57,1.15,0,44.18,1.72,0,851.53,1.72,9.75,17.21,175.58,2.3,2.87,8.61,17.79,4.02,6.31,7.46,2.87,8.03,383.3,4.59,13.77,63.12,1653.71,7.46,13.77,16.07,0,0.57,58.53,0,0.57,2.87,1.72,0,400.52,0,1.15,38.44,0,16.07
 60-70,0,4.91,0,50.06,5.89,0,1225.92,2.94,18.65,12.76,225.75,8.83,1.96,5.89,37.3,4.91,10.8,11.78,0.98,4.91,456.41,5.89,14.72,51.04,1636.2,8.83,16.69,13.74,0,2.94,47.11,0,0,1.96,0,0,261.08,0,12.76,43.19,0,11.78
 72-82,0,9.82,0.98,57.92,26.5,0,1054.3,1.96,18.65,27.49,257.2,16.69,2.94,9.82,71.66,15.71,11.78,10.8,2.94,3.93,618.45,7.85,17.67,64.79,1323.28,4.91,21.6,18.65,0,4.91,54.97,0,0.98,3.93,0,0,115.84,13.74,15.71,68.72,15.71,14.72
 84-94,0,9.56,0,112.58,16.99,1.06,692.45,2.12,23.36,29.74,191.17,39.3,3.19,5.31,81.78,19.12,15.93,12.74,6.37,4.25,419.5,9.56,26.55,52.04,703.07,13.81,24.43,29.74,0,4.25,174.17,0,0,11.68,1.06,0,89.21,9.56,15.93,76.47,14.87,6.37
 96-106,1.09,12.02,0,122.4,14.21,1.09,535.49,7.65,28.41,12.02,199.99,27.32,0,16.39,92.89,13.11,15.3,12.02,9.84,6.56,398.89,7.65,20.76,34.97,608.72,7.65,38.25,34.97,0,15.3,120.21,0,0,7.65,1.09,0,42.62,17.49,9.84,66.66,10.93,8.74
108-118,0,6.13,0.77,130.98,19.15,6.89,445.02,2.3,33.7,17.62,170.04,31.4,0,8.43,97.28,24.51,15.32,16.85,16.09,6.13,337.79,9.96,6.89,38.3,734.56,8.43,26.81,24.51,0,9.96,116.43,0,0,11.49,0,0,27.57,18.38,9.96,65.11,13.02,17.62
120,0,1.96,0,127.39,23.52,3.92,313.57,13.72,27.44,5.88,135.23,29.4,0,13.72,74.47,13.72,3.92,7.84,7.84,3.92,223.42,7.84,9.8,45.08,515.42,13.72,11.76,29.4,0,3.92,94.07,0,0,5.88,0,0,7.84,3.92,3.92,43.12,5.88,1.96
