stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,134.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,13.14,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,152.47,10.51,0,0,47.32,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,3.15,25.18,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,232.88,12.59,0,0,81.82,0,0,6.29,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,4,50,12,16,0,1,0,4,3,0,1,0,0,0,0,1,0,25,0,0,15,167,5,2,6,12,0,2,3,35,3,1,12,86,0,0,5,0,0
 24-34,0,0,0.82,1.64,14.78,1.64,36.12,0,1.64,0.82,15.6,0,0,1.64,0.82,3.28,0,3.28,0.82,0.82,63.21,1.64,0,26.27,430.13,4.93,12.31,9.85,0.82,0,4.1,0,0,0,1.64,5.75,115.74,0,0,14.78,0,0
 36-46,0,0,0.81,0.81,8.06,0.81,75.73,0,0.81,3.22,21.75,0.81,0,0.81,0.81,0,0,1.61,0,0.81,92.65,0,1.61,20.14,351.27,4.03,12.09,3.22,0,0,1.61,0.81,0,0,0,0,107.15,0,0,8.86,0,2.42
 48-58,0,0,0.57,0,3.44,0,103.86,0,1.72,5.74,38.44,0,0,1.72,1.15,1.15,0,0.57,0.57,1.72,88.94,0.57,0,14.92,250.18,1.15,2.87,1.72,0,0,1.72,0,0,0,0.57,0,70.58,0,1.15,3.44,0,1.15
 60-70,0,0,0,0,5.89,0,126.62,0,0.98,4.91,33.37,0,0,1.96,0.98,0.98,0,1.96,0.98,0.98,107.97,0.98,6.87,5.89,258.14,0.98,1.96,0.98,0,1.96,3.93,0,0,0,0,0,52.02,0,2.94,4.91,0.98,0.98
 72-82,0,0,1.96,0,9.82,1.96,131.54,0,2.94,6.87,40.25,2.94,0,0.98,1.96,0,0.98,2.94,0.98,0,174.74,0,3.93,18.65,249.34,0,4.91,7.85,0,0.98,2.94,0,0,0,0,0,19.63,0.98,4.91,12.76,2.94,1.96
 84-94,0,0,3.19,0,15.93,2.12,74.34,1.06,5.31,5.31,29.74,1.06,0,2.12,2.12,2.12,1.06,4.25,0,2.12,117.89,0,5.31,9.56,122.13,1.06,6.37,9.56,0,2.12,4.25,0,0,0,0,0,13.81,1.06,4.25,7.43,2.12,4.25
 96-106,0,0,3.28,0,19.67,0,57.92,0,1.09,5.46,36.06,5.46,0,1.09,6.56,2.19,2.19,3.28,0,0,124.58,1.09,3.28,10.93,103.82,3.28,8.74,19.67,0,3.28,6.56,0,0,0,0,0,9.84,2.19,3.28,20.76,5.46,0
108-118,0,0,3.06,0.77,20.68,2.3,49.79,0,3.06,5.36,26.81,3.83,0,2.3,7.66,2.3,8.43,2.3,3.06,0.77,103.41,0,3.06,11.49,131.75,3.83,7.66,13.02,0,2.3,3.06,0.77,0,0,0,0,9.96,0.77,2.3,12.26,5.36,2.3
120,0,0,0,0,23.52,0,45.08,0,7.84,7.84,25.48,1.96,0,3.92,7.84,3.92,1.96,1.96,1.96,0,70.55,1.96,1.96,3.92,121.51,1.96,3.92,7.84,0,1.96,7.84,0,0,0,0,0,5.88,1.96,3.92,13.72,1.96,0
