stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,184.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,128.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,21.03,0,0,0,10.51,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,123.55,7.89,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,18.88,0,3.15,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,239.17,25.18,0,0,81.82,0,0,0,9.44,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,14,5,0,7,0,1,0,1,0,0,1,0,0,0,0,0,0,15,0,0,9,69,6,0,2,2,0,0,7,0,1,16,34,0,0,1,0,0
 24-34,0,0,0,9.03,0,0,9.03,0,0,0.82,3.28,0,0,0.82,0,2.46,0,0,0,0,26.27,0.82,0,11.49,195.36,4.93,0.82,3.28,0,0,0.82,0,0,0.82,3.28,55.82,0,0,3.28,0,0
 36-46,0,0,0,2.42,0,0,16.11,0,0,1.61,8.06,0,0,0,0,0,0,0,0,0,41.09,0,2.42,8.06,227.2,1.61,1.61,0.81,0,0,0,0.81,0,0,0,59.62,0,0.81,1.61,0,0.81
 48-58,0,0,0,1.15,0,0,30.99,0,0,1.15,12.05,0,0,1.15,0,0,1.15,0,0,0,34.43,0,0.57,5.16,196.24,1.15,0,2.3,0,0,0.57,0,0,0.57,0,43.04,0,0,0.57,0,0.57
 60-70,0,0,0,2.94,0,0,72.63,0,0.98,0.98,28.46,0,0,0.98,0,0,0,0.98,0,0,53,0,1.96,5.89,302.31,0.98,0,3.93,0,0.98,0,0,0,0.98,0,54.97,0,3.93,3.93,0,1.96
 72-82,0,0,0,2.94,0.98,0,83.44,0,0,1.96,39.27,0,0,0,0,0,0,0.98,0,0,80.5,0,2.94,3.93,274.87,0.98,0,3.93,0,0.98,1.96,0,1.96,0,0,31.41,0,0.98,7.85,0,0
 84-94,0,0,0,5.31,3.19,0,67.97,0,0,1.06,31.86,0,0,0,2.12,0,1.06,1.06,2.12,0,54.16,0,3.19,9.56,143.38,0,0,6.37,0,2.12,1.06,0,2.12,1.06,0,22.3,0,4.25,4.25,0,0
 96-106,0,0,0,4.37,1.09,0,52.46,1.09,0,1.09,27.32,0,0,2.19,1.09,0,0,1.09,1.09,3.28,44.81,0,4.37,2.19,145.35,0,0,7.65,0,0,0,0,0,0,0,6.56,1.09,4.37,1.09,3.28,1.09
108-118,0,0,0,1.53,1.53,0,32.94,0.77,0,1.53,24.51,1.53,0,0,0.77,0,0,0,1.53,0.77,57.45,0,0.77,6.89,164.68,1.53,0,2.3,0,0.77,0,0,0.77,0,0,3.83,0,1.53,3.83,1.53,0
120,0,0,0,5.88,3.92,1.96,25.48,0,0,0,17.64,1.96,0,0,0,0,0,0,0,0,31.36,0,1.96,1.96,235.17,0,0,1.96,0,0,1.96,0,0,0,0,3.92,0,1.96,5.88,0,0
