stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,23.66,0,0,21.03,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,18.88,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,427.99,56.65,0,0,144.76,0,9.44,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,5,269,11,0,7,0,2,0,5,8,0,1,3,2,0,0,0,4,24,0,0,11,47,74,0,5,4,0,18,5,6,1,10,80,0,0,8,0,2
 24-34,0,0,0,3.28,123.13,0.82,0,22.98,0,11.49,0.82,24.63,0.82,0,4.93,12.31,2.46,0,4.1,1.64,15.6,49.25,2.46,0,38.58,109.17,36.12,0.82,12.31,0,0.82,59.92,0,9.03,0,1.64,83.73,0,0,48.43,0,12.31
 36-46,0,0,0,0,45.12,0,0,12.09,0.81,15.31,2.42,25.78,0.81,0,5.64,7.25,4.03,0.81,4.03,0.81,9.67,65.26,0.81,3.22,19.34,80.57,16.11,1.61,7.25,0,0,48.34,0,1.61,0,0,49.95,0,0,30.62,0,11.28
 48-58,0,0,0,0,37.3,0.57,0,24.1,1.72,17.21,1.72,49.35,1.72,0,3.44,16.07,2.87,2.87,3.44,0,10.9,90.09,4.02,1.72,10.33,68.86,12.62,1.72,12.05,0,1.15,38.44,0,1.15,0,0,41.89,0,0.57,34.43,0,13.2
 60-70,0,0,0,0,63.8,0,0,23.56,0.98,31.41,3.93,74.6,8.83,0,2.94,12.76,0,2.94,1.96,1.96,5.89,134.47,2.94,4.91,8.83,61.84,5.89,0.98,7.85,0,0.98,42.21,0,1.96,0,0,24.54,1.96,3.93,29.45,0.98,12.76
 72-82,0,0,0.98,0,65.77,1.96,0,25.52,0,16.69,0.98,111.91,14.72,0,3.93,22.58,5.89,3.93,5.89,1.96,1.96,187.5,4.91,7.85,4.91,67.73,5.89,0.98,16.69,0,1.96,29.45,0,2.94,0,0,15.71,0.98,1.96,51.05,5.89,9.82
 84-94,0,0,2.12,0,134.88,0,0,43.54,2.12,38.23,6.37,59.47,19.12,0,4.25,49.92,7.43,21.24,3.19,6.37,5.31,112.58,2.12,6.37,4.25,39.3,8.5,1.06,15.93,0,0,99.83,0,6.37,0,0,12.74,4.25,0,48.85,5.31,12.74
 96-106,0,0,1.09,0,132.23,0,3.28,37.16,1.09,31.69,6.56,61.2,27.32,0,5.46,59.01,4.37,10.93,5.46,4.37,9.84,107.1,6.56,8.74,6.56,48.09,7.65,8.74,22.95,0,1.09,79.78,0,4.37,0,0,9.84,6.56,1.09,72.13,6.56,7.65
108-118,0,0,0,0.77,105.7,1.53,3.06,32.17,0,45.19,1.53,41.36,26.04,0,2.3,32.94,6.13,25.28,4.6,8.43,12.26,66.64,2.3,2.3,5.36,49.02,6.13,1.53,18.38,0,1.53,52.85,0,3.83,0,0,2.3,9.19,1.53,47.49,0.77,13.02
120,0,0,0,0,78.39,0,0,15.68,0,27.44,3.92,50.95,39.2,0,3.92,50.95,7.84,9.8,5.88,1.96,3.92,45.08,5.88,0,5.88,58.79,17.64,1.96,17.64,0,0,39.2,0,13.72,0,0,7.84,11.76,0,39.2,0,0
