stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,421.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,858.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,5.26,0,34.17,0,0,0,60.46,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,565.17,26.29,0,0,173.5,0,0,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,34.62,0,3.15,0,88.12,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,550.72,3.15,0,0,88.12,0,0,6.29,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,0,7,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,24,0,1,2,2,0,2,0,5,1,6,7,0,0,0,0,0
 24-34,0,0,0,0,12.31,0,0,4.93,0,0.82,0,1.64,0,0,0,0,0,0,2.46,1.64,1.64,1.64,1.64,0,6.57,62.39,0.82,3.28,3.28,0,0,5.75,0,0,0,1.64,19.7,0,0,1.64,0,0
 36-46,0,0,0,0.81,5.64,1.61,0,4.83,0.81,0.81,0.81,0.81,0.81,0,0.81,0.81,0.81,0,1.61,0,0,10.47,0,0,2.42,87.01,0.81,3.22,0.81,0,0,15.31,0,0.81,1.61,0,24.98,0,0,3.22,0,0
 48-58,0,0,0,0,6.31,0,0,22.95,0,1.15,1.15,7.46,0,0.57,0,0,0.57,0,0,0,0.57,21.23,1.15,1.15,4.02,160.67,1.72,1.72,2.3,0,0.57,5.74,0,0.57,0,0,29.84,0,0.57,1.72,0,1.72
 60-70,0,0,0,0,9.82,0.98,0,48.09,0.98,4.91,0.98,6.87,3.93,0.98,0.98,0,1.96,0,2.94,0,0,18.65,0,0,2.94,237.53,0.98,2.94,2.94,0,0,7.85,0,0,0.98,0,36.32,0.98,0,0.98,0,0
 72-82,0,0,0.98,0.98,10.8,7.85,0,44.17,0,0.98,0.98,11.78,0.98,0,1.96,0.98,0,0,3.93,0,0,28.47,0.98,3.93,3.93,212.04,0,3.93,0.98,0,0,4.91,0,0,0.98,0,28.47,0.98,1.96,0.98,0,0.98
 84-94,0,0,0,0,12.74,4.25,0,42.48,0,2.12,0,4.25,7.43,0,1.06,1.06,2.12,0,2.12,0,0,25.49,2.12,1.06,1.06,104.08,3.19,0,3.19,0,1.06,15.93,0,0,0,0,7.43,3.19,2.12,2.12,2.12,1.06
 96-106,0,0,0,0,4.37,6.56,1.09,24.04,1.09,0,0,2.19,4.37,0,0,0,3.28,0,1.09,1.09,0,20.76,0,0,4.37,84.15,0,1.09,3.28,0,0,20.76,0,0,0,0,3.28,0,1.09,0,1.09,1.09
108-118,0,0,1.53,0,9.96,1.53,2.3,28.34,0,1.53,1.53,7.66,6.13,0,0,1.53,3.83,2.3,0.77,1.53,0,12.26,0.77,3.06,0.77,65.87,0.77,2.3,2.3,0,0.77,9.19,0,0,0,0,0.77,3.83,0,1.53,1.53,0
120,0,0,1.96,0,23.52,15.68,3.92,45.08,0,0,1.96,15.68,7.84,0,0,7.84,5.88,3.92,3.92,3.92,1.96,15.68,0,3.92,3.92,96.03,0,9.8,1.96,0,0,9.8,0,0,1.96,0,1.96,3.92,0,3.92,3.92,0
