stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,2.63,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.57,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,110.14,3.15,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,18,4,0,9,0,0,0,5,2,0,0,0,1,0,0,0,0,7,0,0,4,218,1,0,0,0,0,5,4,1,0,7,48,0,0,2,0,0
 24-34,0,0,0,0,8.21,1.64,0,36.12,0,0,0,26.27,0,0,0.82,0,1.64,0,0.82,0,0,18.06,0.82,0.82,6.57,1032.64,0,0.82,0.82,0,0,4.93,0,0,0.82,4.1,201.11,0,0,7.39,0,0
 36-46,0,0,0,0,4.03,0,0,51.56,0,0,0.81,154.69,0,0,0.81,0,0,0,0,0,0.81,23.36,0,0.81,2.42,1558.97,0,0.81,3.22,0,0,1.61,0,0,0,0,476.96,0,0,2.42,0,0
 48-58,0,0,0.57,0,8.61,0,0,111.89,0,1.15,1.15,242.72,0,0,2.3,0,0,0,1.15,0,0,32.13,0.57,4.02,5.74,1237.12,1.15,2.3,4.59,0,0.57,3.44,0,0,0,0,418.88,0,1.15,1.72,0,0.57
 60-70,0,0,0.98,0,5.89,0.98,0,290.53,0,0,2.94,243.42,0,0,0,0,0,0,0.98,0,0.98,58.89,0,1.96,4.91,1728.46,5.89,0.98,5.89,0,0.98,6.87,0,0,0,0,277.77,0,2.94,3.93,0.98,2.94
 72-82,0,0,0.98,0,12.76,1.96,0,605.69,0.98,0.98,3.93,284.68,4.91,0,0.98,0,0,0.98,2.94,0.98,0,76.57,0.98,2.94,5.89,1828.84,3.93,3.93,12.76,0,0,3.93,0,0.98,0,0,174.74,0,2.94,6.87,0,1.96
 84-94,0,0,0,0,25.49,0,0,413.13,0,2.12,1.06,201.79,2.12,1.06,1.06,1.06,1.06,2.12,0,1.06,0,64.78,0,3.19,5.31,925.03,7.43,3.19,11.68,0,1.06,10.62,0,1.06,0,0,104.08,1.06,2.12,4.25,4.25,1.06
 96-106,0,0,0,0,26.23,5.46,1.09,415.28,0,3.28,2.19,187.97,1.09,0,0,3.28,3.28,1.09,2.19,3.28,1.09,52.46,2.19,2.19,7.65,830.56,5.46,8.74,10.93,0,2.19,5.46,0,0,0,0,48.09,2.19,2.19,3.28,4.37,0
108-118,0,0,0.77,0,14.55,2.3,0,296.43,0,3.06,0.77,135.58,3.06,0,0,0.77,0.77,0,0.77,0,0,55.15,0,1.53,3.06,955.16,13.02,3.83,9.96,0,0,3.06,0,2.3,0,0,32.94,0.77,0,5.36,1.53,0.77
120,0,0,1.96,1.96,19.6,3.92,0,303.77,0,5.88,1.96,168.54,1.96,0,0,1.96,0,1.96,0,1.96,0,45.08,0,0,5.88,1316.98,13.72,1.96,19.6,0,1.96,7.84,0,0,0,0,68.59,3.92,1.96,9.8,1.96,0
