stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,672.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,245.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,13.14,0,2.63,0,0,0,10.51,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,160.35,7.89,0,0,55.2,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,6.29,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.5,3.15,0,0,72.38,0,3.15,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,18,2,0,5,0,0,0,1,2,1,0,0,0,0,0,0,0,6,0,0,6,56,2,0,1,2,0,2,0,8,2,0,10,22,0,0,0,0,0
 24-34,0,0,0,1.64,4.93,1.64,0,9.85,0,0.82,1.64,4.1,0.82,0,0,0,0.82,0,0,0,0,14.78,0,0,6.57,85.37,2.46,2.46,1.64,0,0.82,11.49,0,0,1.64,0,3.28,19.7,0,0,3.28,0,0
 36-46,0,0,0,0,4.03,0.81,0,24.17,1.61,0.81,0.81,6.45,0,0,1.61,0,0.81,0.81,0,0,2.42,11.28,0.81,0,3.22,122.46,0,3.22,0.81,0,0,9.67,0,0,0.81,0,0,34.64,0,0,4.83,0,0
 48-58,0,0,0,0,3.44,1.15,0,33.28,0,0.57,2.87,12.05,0,0,2.3,0,0,1.15,0,0.57,1.72,27.54,0.57,0.57,5.16,138.29,1.15,1.15,0,0,0,4.59,0,0,0,0.57,0,33.85,0,0,4.59,0,0.57
 60-70,0,0,0,0,5.89,0,0,46.13,0,0,0,27.48,0,0,0,0,0,0,0,2.94,0.98,34.35,0.98,1.96,1.96,134.47,0,3.93,0.98,0,0,10.8,0,0,0,1.96,0,13.74,0,0.98,0.98,0,0
 72-82,0,0,0,0,7.85,3.93,0,82.46,0,0,2.94,24.54,5.89,0,0.98,1.96,1.96,2.94,0,0,0.98,53.99,1.96,3.93,3.93,134.49,0.98,3.93,3.93,0,0,13.74,0,0,0,0,0,18.65,0.98,2.94,7.85,0.98,1.96
 84-94,0,0,1.06,0,7.43,3.19,0,47.79,0,1.06,1.06,15.93,3.19,0,0,3.19,4.25,2.12,0,0,0,26.55,1.06,0,3.19,83.9,1.06,2.12,2.12,0,0,25.49,0,0,1.06,0,0,4.25,0,0,4.25,2.12,1.06
 96-106,0,0,0,1.09,3.28,3.28,1.09,44.81,0,1.09,1.09,20.76,4.37,0,1.09,1.09,2.19,0,0,1.09,0,24.04,2.19,0,1.09,63.39,0,2.19,2.19,0,1.09,20.76,0,0,3.28,0,0,5.46,2.19,0,4.37,0,4.37
108-118,0,0,2.3,0,14.55,1.53,0,26.81,0.77,2.3,0.77,12.26,1.53,0,0.77,3.06,1.53,0,3.06,3.06,1.53,34.47,2.3,1.53,1.53,61.28,0.77,1.53,4.6,0,0,11.49,0,0,0,0.77,0,3.06,0.77,2.3,5.36,0,0
120,0,0,0,0,11.76,1.96,0,29.4,0,1.96,1.96,13.72,5.88,0,0,1.96,0,0,0,0,1.96,15.68,5.88,3.92,5.88,74.47,5.88,0,3.92,0,0,7.84,0,0,0,0,0,3.92,1.96,0,5.88,0,0
