stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,197.67,4045.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,226.8,3726.82,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,49.04,12.26,0,0,49.04,0,67.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,39.43,0,21.03,0,2.63,89.38,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,1119.83,21.03,0,0,320.7,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,25.18,0,3.15,75.53,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,472.05,9.44,0,0,97.56,0,3.15,3.15,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,2,6,24,3,11,0,1,0,3,1,0,1,0,2,1,0,0,0,8,0,0,9,128,0,3,3,1,0,9,0,6,3,1,14,33,0,0,1,0,0
 24-34,0,0,1.64,1.64,5.75,0,28.73,0,2.46,0,2.46,0,0,0,0,2.46,0.82,0,1.64,0,10.67,0,0.82,1.64,108.35,0,4.93,0.82,0,0,20.52,0,0,1.64,2.46,0,18.88,0,0,2.46,0,1.64
 36-46,0,0,0,0,2.42,0,15.31,0,0,0,3.22,0.81,0.81,0,0.81,0.81,0,0,0,0,12.09,0.81,0,3.22,52.37,0,3.22,0.81,0,0,16.11,0,0,0.81,0.81,0,11.28,0,0,2.42,0,0.81
 48-58,0,0,0.57,0,1.15,0.57,15.49,0,0,0,2.87,1.15,1.72,0,0,0,0.57,0,0,0,7.46,0,0,2.87,20.08,0.57,1.15,0,0,0,6.31,0,0,0,0.57,0,4.59,0,0,0,0,0.57
 60-70,0,0,0,0,2.94,0,7.85,0,1.96,0.98,6.87,0,0.98,0,0,0,0,2.94,0,0,8.83,0,0,0.98,15.7,0,4.91,0,0,0,11.78,0,0,0,0,0,0,0,0,3.93,0,0.98
 72-82,0,0,0,0,1.96,0,14.72,0,0,0,7.85,0.98,0,0,1.96,0.98,0.98,0.98,0,0,15.71,0.98,0,0.98,12.76,0,6.87,0.98,0,0,10.8,0,0,0,0,0,0,0.98,0,1.96,0,0
 84-94,0,0,0,0,2.12,0,9.56,0,3.19,0,3.19,1.06,1.06,0,3.19,0,2.12,1.06,0,0,10.62,2.12,3.19,2.12,6.37,2.12,3.19,0,0,1.06,30.8,0,0,1.06,0,0,2.12,0,0,2.12,1.06,0
 96-106,0,0,0,0,6.56,0,16.39,0,2.19,0,4.37,2.19,0,0,1.09,1.09,1.09,0,1.09,0,9.84,0,0,3.28,15.3,0,6.56,0,0,0,26.23,0,0,0,0,0,1.09,5.46,0,1.09,0,1.09
108-118,0,0,0.77,0,8.43,0,7.66,0.77,4.6,0,3.06,2.3,0,0,2.3,4.6,1.53,1.53,0,0.77,12.26,0.77,0.77,2.3,13.02,0,7.66,0.77,0,0,19.92,0,0,0.77,0,0,0,0.77,0.77,0.77,0.77,0.77
120,0,0,1.96,0,19.6,0,5.88,0,7.84,0,5.88,3.92,0,0,3.92,1.96,0,1.96,0,0,9.8,0,0,1.96,9.8,0,3.92,0,0,0,15.68,1.96,0,1.96,0,0,1.96,3.92,0,0,0,0
