stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,251.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,7.89,0,36.8,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,52.57,15.77,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,44.06,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,97.56,47.2,0,0,100.7,0,0,0,0,6.29,0,0,9.44,0,0,0,0,0
 14-21,0,0,1,2,11,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,3,0,6,244,210,1,2,8,0,0,0,8,0,59,23,146,0,0,2,0,0
 24-34,0,0,2.46,0.82,2.46,0,0,5.75,0,0,0,2.46,0,0,0,0,0,0,0,0,0.82,4.93,0,4.1,473.63,52.53,0.82,9.85,0,0,4.93,0,0,0,4.93,4.1,224.09,0,0,40.22,0,0.82
 36-46,0,0,0.81,0,0.81,0,0,12.09,0,0,2.42,2.42,0,0,0,0.81,0,0,0,0,0,3.22,0.81,0,530.13,11.28,0.81,4.83,0,0,2.42,0,0,1.61,0,0,199.81,0,0,20.95,0,0.81
 48-58,0,0,0,0,1.15,0,0,36.15,0.57,0,4.02,9.18,0,0,0,0.57,0,1.15,0.57,0.57,0.57,46.48,0,1.15,458.47,0.57,0.57,1.15,0,0,2.3,0,0,0.57,0,0,196.82,0,0,17.21,0,1.72
 60-70,0,0,0,0,3.93,0,0,36.32,0,0.98,10.8,16.69,0,0,0,0,0,8.83,0,0,2.94,201.21,1.96,1.96,334.7,0.98,0,0.98,0,0,0.98,0,0,3.93,0,0,93.24,0,0.98,3.93,0.98,0.98
 72-82,0,0,0,0,4.91,0.98,0,96.2,0.98,0.98,10.8,131.54,0,0,0,0.98,1.96,17.67,0.98,1.96,0.98,437.82,0.98,2.94,403.46,0,1.96,4.91,0,0,3.93,0,0,3.93,0,0,62.83,1.96,0,7.85,0,2.94
 84-94,0,0,0,0,6.37,4.25,1.06,76.47,0,0,8.5,103.02,0,0,1.06,1.06,1.06,32.92,0,0,2.12,363.22,1.06,1.06,257.01,0,2.12,8.5,0,1.06,4.25,0,0,1.06,0,0,37.17,0,0,11.68,1.06,0
 96-106,0,0,0,0,19.67,5.46,2.19,65.57,1.09,0,5.46,220.76,1.09,0,0,3.28,0,59.01,1.09,0,3.28,238.24,1.09,0,242.61,1.09,2.19,9.84,0,1.09,4.37,1.09,0,1.09,0,0,24.04,0,0,8.74,1.09,1.09
108-118,0,0,0.77,0,9.96,0,11.49,55.92,0,2.3,8.43,163.15,0,0,0,2.3,0,91.92,3.06,1.53,1.53,186.89,0.77,1.53,300.26,3.83,1.53,5.36,0,1.53,4.6,0,0,0,0,0,22.21,0.77,0,10.72,0,0
120,0,0,0,0,15.68,3.92,3.92,35.28,0,0,5.88,172.46,3.92,0,0,0,0,47.03,0,3.92,1.96,197.94,0,1.96,266.53,0,0,1.96,0,0,3.92,1.96,0,1.96,0,0,23.52,0,0,3.92,0,0
