stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.18,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,11,1,0,2,0,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,3,23,0,0,0,0,0,12,0,7,9,72,118,13,0,0,0,0,0
 24-34,0,0,19.7,0.82,0,9.85,61.56,0,0,2.46,0,0.82,0,0,54.18,0,1.64,0,0,5.75,4.1,0,15.6,64.85,0.82,5.75,2.46,0,0,43.51,0,0,6.57,51.71,69.77,41.04,0,0,0,0,0
 36-46,0,0,16.92,0,0,8.06,111.99,0.81,0.81,2.42,0,0,1.61,0.81,11.28,0.81,0,0.81,0,10.47,1.61,0,15.31,140.99,0,4.83,4.03,0.81,0,37.06,0,0,2.42,52.37,5.64,35.45,0,0,0,0,0
 48-58,0,0,12.05,0,0,39.59,192.22,2.3,0,11.48,1.72,0.57,0.57,1.15,9.75,0.57,1.15,0,0.57,12.62,4.02,0.57,10.33,157.8,0.57,5.16,0.57,0,0,21.23,0,0,5.16,55.66,0,39.59,0,0,2.3,0,3.44
 60-70,0.98,0,16.69,0,0,36.32,131.52,2.94,0,24.54,3.93,0,0,2.94,9.82,1.96,1.96,0.98,0,23.56,0,0.98,9.82,181.58,0.98,4.91,0.98,0,0,31.41,0,0,3.93,29.45,0,41.22,0.98,0.98,0.98,0.98,1.96
 72-82,0.98,0,9.82,2.94,0,69.7,132.52,0.98,1.96,49.08,8.83,0,1.96,1.96,29.45,0.98,7.85,0,0.98,36.32,7.85,2.94,7.85,240.51,0,13.74,6.87,0,1.96,20.61,0.98,0,2.94,26.5,0,35.34,2.94,0.98,2.94,0.98,0.98
 84-94,0,0,38.23,5.31,0,36.11,178.42,10.62,1.06,36.11,19.12,4.25,2.12,7.43,36.11,0,7.43,0,1.06,39.3,3.19,4.25,9.56,113.64,1.06,22.3,6.37,0,1.06,70.09,0,0,7.43,46.73,0,23.36,3.19,6.37,5.31,1.06,1.06
 96-106,0,0,39.34,6.56,1.09,50.27,277.58,6.56,0,51.36,29.51,0,4.37,4.37,37.16,1.09,12.02,4.37,0,46.99,5.46,3.28,15.3,150.81,1.09,19.67,16.39,0,1.09,69.94,0,0,5.46,44.81,0,16.39,5.46,1.09,3.28,15.3,3.28
108-118,3.83,0.77,31.4,4.6,2.3,40.6,169.28,8.43,2.3,32.17,26.81,0,0.77,12.26,33.7,5.36,6.13,3.83,0.77,31.4,5.36,3.83,18.38,139.41,0.77,13.02,19.15,0,0.77,65.87,0,0,10.72,42.89,0,8.43,13.79,2.3,2.3,4.6,3.06
120,0,0,52.91,5.88,0,27.44,90.15,9.8,0,23.52,19.6,0,0,1.96,23.52,1.96,5.88,0,1.96,39.2,3.92,3.92,13.72,131.31,3.92,13.72,11.76,0,0,54.87,0,1.96,7.84,9.8,0,9.8,0,1.96,3.92,15.68,1.96
