stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,1396.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.69,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,1213.67,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,24.52,0,349.39,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,5.26,0,13.14,0,0,47.32,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,420.59,26.29,0,0,136.69,0,36.8,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,0,22.03,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,292.67,15.73,0,0,66.09,0,9.44,0,0,6.29,3.15,0,0,0,0,0,0
 14-21,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,8,4,0,0,0,0,11,0,1,0,1,8,0,0,0,0,0
 24-34,0,0,0,0,0.82,0,3.28,0,0,0,1.64,0,0,1.64,0,2.46,0,0,0,0,2.46,0,0,0.82,38.58,0,0,0,0,0,18.88,0,0,0.82,0,9.85,0,0,3.28,0,0
 36-46,0,0,0.81,0,0.81,0,5.64,0.81,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,2.42,41.09,0.81,0,0.81,0,0,8.86,0,0,0,0,12.09,0,0,2.42,0,0
 48-58,0,0,0.57,0,0.57,0,4.02,0.57,1.15,0.57,3.44,0,0,1.15,1.72,0,0,0,0,0,8.61,0,0,1.15,43.04,0.57,0,0,0,0,7.46,0,0,0,0,9.18,0,0,2.87,0,1.15
 60-70,0,0,0,0,0.98,0,8.83,0.98,0.98,0.98,4.91,0,0,0,0.98,0,0,0,0,0.98,5.89,0,0.98,0,43.19,0,0,0.98,0,0,8.83,0,0,0,0,8.83,0,0,2.94,0,0
 72-82,0,0,0,0,3.93,0,19.63,0.98,0,0.98,5.89,0.98,0,0.98,1.96,0,0.98,0,0,0.98,19.63,1.96,0.98,1.96,71.66,0,0,0.98,0,0.98,18.65,0,0,0,0,8.83,0,0,3.93,0,0
 84-94,0,0,1.06,0,3.19,0,10.62,0,0,1.06,1.06,3.19,0,0,0,1.06,1.06,0,0,0,5.31,0,0,1.06,25.49,0,0,2.12,0,0,49.92,0,0,0,0,2.12,0,0,0,0,0
 96-106,0,0,0,0,5.46,1.09,14.21,0,0,0,1.09,0,0,0,5.46,1.09,0,0,0,0,6.56,0,0,0,22.95,0,1.09,0,0,0,33.88,0,0,0,0,0,1.09,1.09,3.28,1.09,1.09
108-118,0,0,0,0,6.13,0,6.89,0,0.77,0.77,2.3,1.53,0,0,0.77,5.36,1.53,0.77,1.53,0,1.53,0.77,0,0.77,19.15,0.77,0,0,0,0,16.85,0,0,0.77,0,0.77,0,0,0,0,0
120,0,0,0,0,3.92,0,1.96,0,1.96,0,9.8,1.96,0,0,5.88,1.96,0,0,0,0,3.92,0,0,0,15.68,0,0,0,0,0,13.72,0,0,0,0,5.88,0,0,0,0,0
