stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.6,3610.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,1035.91,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.94,12.26,0,0,49.04,0,67.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.43,52.57,0,47.32,0,0,18.4,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,799.13,152.47,0,0,1934.73,0,10.51,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,72.38,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,569.6,107,0,0,950.38,0,9.44,6.29,0,9.44,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,4,87,6,12,0,3,0,3,1,0,0,0,7,0,0,0,0,43,0,0,28,150,57,0,4,11,0,23,0,24,6,2,18,55,0,0,3,0,0
 24-34,0.82,0,1.64,0.82,50.89,1.64,22.98,0,13.13,5.75,10.67,0.82,0,7.39,0.82,7.39,1.64,0.82,0,0.82,82.09,0,0,46.79,356.25,19.7,4.1,5.75,0,0,33.66,0,0,0,1.64,4.1,109.99,0,0,24.63,0,0
 36-46,0,0,0,0,17.72,0,69.29,2.42,11.28,16.92,51.56,0.81,0,8.86,0.81,3.22,4.83,0,0,0,156.3,0.81,0.81,73.32,345.63,12.09,5.64,1.61,0,0,16.11,0,0.81,0,0,0,86.21,0,0,17.72,0,0
 48-58,0,0,0,0,24.67,0.57,108.45,0,16.64,19.51,152.06,0.57,0,1.72,1.15,0.57,5.74,2.3,0,1.15,214.03,0,2.3,51.07,169.27,9.18,2.3,4.02,0,0.57,13.77,0,0,0,0.57,0,70,0,0.57,16.64,0,0.57
 60-70,0,0,0,0,41.22,0,153.12,2.94,22.58,17.67,258.14,2.94,0,4.91,6.87,3.93,23.56,2.94,0,0,319.98,2.94,9.82,49.08,90.3,2.94,3.93,3.93,0,2.94,12.76,0,0,0.98,4.91,0,26.5,0.98,4.91,11.78,2.94,0.98
 72-82,0,0,1.96,1.96,48.1,0.98,189.46,0,17.67,29.45,318.06,5.89,0,2.94,10.8,6.87,13.74,7.85,1.96,0,389.72,0,9.82,42.21,75.59,2.94,4.91,6.87,0,4.91,11.78,0,0,0.98,0,0,13.74,3.93,5.89,24.54,10.8,0.98
 84-94,0,0,3.19,2.12,103.02,1.06,126.38,0,42.48,21.24,195.41,19.12,0,2.12,18.05,11.68,31.86,4.25,0,0,286.75,1.06,7.43,31.86,70.09,6.37,11.68,7.43,0,1.06,43.54,0,0,1.06,0,0,11.68,9.56,12.74,18.05,8.5,3.19
 96-106,0,0,0,1.09,101.63,1.09,123.49,2.19,27.32,16.39,242.61,13.11,0,10.93,18.58,9.84,25.14,3.28,2.19,1.09,246.98,2.19,5.46,34.97,63.39,2.19,10.93,8.74,0,6.56,33.88,0,0,1.09,0,0,14.21,20.76,12.02,26.23,5.46,2.19
108-118,0,0,0.77,4.6,84.26,0.77,82.72,0,46.72,15.32,186.89,13.79,0,2.3,16.09,10.72,52.09,6.89,1.53,2.3,204.51,1.53,3.06,22.21,70.47,2.3,8.43,9.19,0,3.83,22.21,0,0,1.53,3.06,0,5.36,14.55,6.89,17.62,6.89,0
120,0,0,0,1.96,64.67,0,80.35,1.96,39.2,9.8,166.58,9.8,0,1.96,7.84,13.72,25.48,3.92,1.96,0,107.79,1.96,0,15.68,56.83,5.88,5.88,5.88,0,0,19.6,0,0,0,3.92,0,5.88,9.8,5.88,7.84,3.92,0
