stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,2,39,3,0,0,22,0,0,0,0,24,0,0,0,0,0,0,2,0,10,0,0,1,39,1,0,0,0,0,1,1,6,1,8,15,0,0,0,0,0
 24-34,0,4.1,49.25,8.21,0,0,160.89,195.36,0,0.82,0.82,37.76,0,0,0.82,0.82,0,0.82,5.75,0,26.27,0,0,22.16,242.15,0,0.82,0.82,0.82,0,36.12,0,41.86,26.27,22.16,40.22,0,0,2.46,0,0.82
 36-46,0,5.64,5.64,9.67,0,0,53.17,452.79,0.81,1.61,8.06,23.36,0,0,0.81,0,0,0.81,2.42,1.61,43.51,0.81,0,18.53,232.03,1.61,1.61,1.61,0,0,17.72,0,12.89,92.65,0.81,50.76,0,0,4.03,0.81,4.83
 48-58,0,1.15,1.15,8.61,0.57,0,210.59,460.19,1.15,5.74,28.69,10.33,0.57,1.15,1.15,1.15,0.57,1.72,2.3,2.87,137.71,1.15,1.72,30.99,513.56,3.44,3.44,1.15,0,0,18.36,0,11.48,116.48,0,115.33,0,0.57,6.89,0,12.62
 60-70,0,1.96,0,16.69,1.96,0,180.6,313.11,3.93,1.96,21.59,10.8,1.96,0,4.91,0.98,0,7.85,0.98,1.96,86.37,1.96,1.96,20.61,292.49,1.96,1.96,6.87,1.96,0,17.67,0,7.85,84.41,0,50.06,0,0.98,5.89,0.98,6.87
 72-82,0,0,0,7.85,23.56,0,179.64,215.97,0.98,5.89,30.43,10.8,0,0.98,4.91,1.96,2.94,18.65,5.89,0.98,135.47,2.94,2.94,23.56,305.3,0.98,5.89,6.87,0.98,1.96,12.76,0,0.98,51.05,0,23.56,0.98,1.96,13.74,2.94,7.85
 84-94,0,0,0,27.61,30.8,1.06,177.36,351.53,5.31,6.37,38.23,24.43,0,3.19,10.62,2.12,5.31,26.55,9.56,2.12,138.06,4.25,4.25,37.17,253.83,1.06,5.31,18.05,0,0,89.21,0,4.25,109.39,0,33.99,1.06,5.31,15.93,7.43,9.56
 96-106,0,2.19,0,49.18,60.11,4.37,283.05,639.32,4.37,10.93,73.22,69.94,0,4.37,19.67,6.56,8.74,67.76,26.23,3.28,236.05,7.65,9.84,52.46,500.52,4.37,10.93,20.76,0,6.56,93.98,0,2.19,120.21,0,19.67,2.19,3.28,25.14,8.74,19.67
108-118,0,2.3,0,39.06,21.45,6.13,118.72,497.88,6.89,6.13,44.43,24.51,0,3.83,13.02,5.36,6.13,33.7,15.32,1.53,137.87,4.6,3.06,50.55,320.17,1.53,3.83,15.32,0,3.06,49.02,0,1.53,102.64,0,9.96,2.3,3.06,9.96,3.83,10.72
120,0,0,0,33.32,9.8,1.96,88.19,290.05,9.8,1.96,23.52,9.8,0,3.92,9.8,0,3.92,31.36,5.88,0,68.59,0,1.96,37.24,180.3,3.92,3.92,15.68,0,5.88,35.28,1.96,0,35.28,0,1.96,0,5.88,7.84,0,7.84
