stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,12.59,0,0,0,6.29,0,12.59,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,12,0,0,2,0,0,486,2,0,1,1,3,0,0,0,0,0
 24-34,0,0,0,3.28,0,0,9.85,0,0.82,0.82,1.64,0,0.82,0,0,0.82,0,0,0.82,0,7.39,13.13,0,3.28,60.74,0,0.82,0,0,0,966.97,0,0,0.82,0.82,10.67,0,0,3.28,0,0
 36-46,0,0,0,4.83,0,0,6.45,0.81,11.28,0.81,3.22,0.81,0,0,0,2.42,0,0,0,0,7.25,16.11,0,0.81,55.59,0.81,0.81,1.61,0,0,1022.39,0,0,0.81,0,8.06,0,0,0.81,0,1.61
 48-58,0,0,0.57,14.92,0,0,23.53,0.57,22.95,0,4.59,0.57,0,0,1.15,2.3,0,0,0,0.57,11.48,12.05,1.15,0.57,76.89,0,0,1.15,0,0,989.24,0,0,0,0,16.07,0,0,1.15,0,1.72
 60-70,0,0,0,35.33,0.98,0,51.04,0.98,28.46,0,5.89,0,0.98,0,0,5.89,0.98,1.96,0,0.98,19.63,10.8,1.96,0.98,53,0,0.98,0.98,0,0,903.98,0,0,1.96,0,11.78,0,0.98,0,0,0.98
 72-82,0,0.98,0,114.85,3.93,0.98,58.9,0.98,46.14,1.96,12.76,4.91,0,0,2.94,28.47,2.94,0.98,1.96,0.98,29.45,18.65,0.98,4.91,105.04,0.98,0,0.98,0,0,1436.17,0,0,0,0,10.8,5.89,3.93,3.93,0.98,2.94
 84-94,0,0,0,266.57,5.31,0,41.42,3.19,144.44,2.12,11.68,9.56,0,4.25,5.31,93.46,1.06,0,1.06,2.12,32.92,29.74,2.12,4.25,76.47,3.19,1.06,2.12,0,0,4049.55,0,1.06,1.06,0,3.19,12.74,0,2.12,1.06,4.25
 96-106,0,1.09,0,477.57,39.34,8.74,144.26,3.28,214.2,3.28,72.13,43.71,0,2.19,19.67,142.07,5.46,15.3,30.6,1.09,118.03,69.94,8.74,19.67,349.71,1.09,14.21,7.65,0,1.09,4690.5,0,1.09,3.28,0,12.02,40.44,4.37,22.95,10.93,13.11
108-118,0,1.53,0,447.32,14.55,5.36,90.38,2.3,340.85,4.6,31.4,24.51,0,1.53,6.89,173.11,1.53,4.6,13.02,2.3,93.45,78.89,3.83,12.26,255.07,1.53,4.6,3.83,0,1.53,4532.2,0,2.3,1.53,0,5.36,29.87,3.06,12.26,3.83,6.13
120,0,0,1.96,358.64,17.64,5.88,76.43,3.92,223.42,0,35.28,9.8,0,1.96,5.88,78.39,1.96,1.96,1.96,0,76.43,43.12,3.92,3.92,194.02,7.84,0,3.92,0,1.96,2633.95,0,1.96,0,0,9.8,11.76,1.96,3.92,3.92,3.92
