stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,197.67,2741.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,1998.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,28.92,0,65.72,0,0,78.86,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,1040.97,18.4,0,0,528.37,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.62,0,53.5,0,6.29,81.82,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,868.56,18.88,0,0,324.14,0,3.15,3.15,0,37.76,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,13,76,15,48,0,0,0,19,9,0,0,1,3,0,0,0,0,51,0,0,43,750,15,0,4,21,0,1,0,87,9,6,68,194,0,0,2,0,2
 24-34,0,0,0.82,0.82,27.91,4.93,182.23,0,0.82,1.64,15.6,0.82,0,1.64,4.1,2.46,0.82,2.46,0,1.64,107.53,1.64,0,38.58,1015.4,9.03,3.28,4.93,0,0,9.85,0.82,0,1.64,0,6.57,202.75,0,0,7.39,0,0
 36-46,0,0,0,0,10.47,0,190.14,0.81,0.81,0.81,29.81,0,0,0.81,0,0,0.81,2.42,1.61,0,66.87,0.81,0,25.78,495.49,1.61,4.03,3.22,0,0,7.25,0,0,2.42,0,0,124.07,0,0,4.83,0,1.61
 48-58,0,0,0,0.57,5.74,0.57,203.7,0,0,4.02,29.84,0.57,0,0,3.44,0,0.57,1.72,0,0.57,100.42,1.15,3.44,17.79,196.24,1.15,0.57,1.72,0,0.57,2.3,0,0,0,0,0,53.36,0,0,2.3,0.57,0.57
 60-70,0,0,0,0,9.82,0,115.82,0.98,1.96,2.94,26.5,0.98,0,0,0,0.98,0,0.98,0,1.96,82.45,0,0,10.8,94.23,1.96,0,2.94,0,0.98,1.96,0,0,0,0,0,8.83,0,0.98,1.96,0,0.98
 72-82,0,0,0.98,0,15.71,0.98,72.64,0,0.98,2.94,40.25,0,0,1.96,3.93,2.94,3.93,0.98,0,0.98,133.51,1.96,1.96,10.8,93.26,0,0,6.87,0,1.96,7.85,0,0,0.98,0,0,8.83,0,2.94,9.82,3.93,0.98
 84-94,0,0,2.12,0,12.74,1.06,63.72,0,3.19,1.06,31.86,3.19,0,2.12,10.62,0,1.06,1.06,0,0,103.02,0,4.25,14.87,89.21,3.19,6.37,5.31,0,0,11.68,0,0,1.06,0,0,1.06,0,2.12,18.05,2.12,0
 96-106,0,0,1.09,0,10.93,1.09,51.36,0,2.19,2.19,25.14,7.65,0,1.09,18.58,0,2.19,0,0,1.09,67.76,1.09,2.19,4.37,87.43,0,5.46,4.37,0,2.19,14.21,0,0,2.19,0,0,3.28,0,2.19,8.74,4.37,1.09
108-118,0,0,0,0,16.85,2.3,52.85,0.77,3.83,2.3,26.04,2.3,0,0,16.09,3.83,0.77,0.77,6.13,1.53,68.94,0.77,3.06,16.85,103.41,1.53,3.83,7.66,0,1.53,6.89,0,0,0.77,0,0,3.06,1.53,0,7.66,2.3,2.3
120,0,0,0,0,19.6,1.96,27.44,0,1.96,1.96,23.52,7.84,0,0,27.44,1.96,3.92,0,3.92,1.96,31.36,3.92,1.96,7.84,82.31,5.88,1.96,0,0,0,13.72,0,0,0,0,0,1.96,0,3.92,3.92,1.96,0
