stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,1265.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,1176.89,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,10.51,39.43,0,2.63,0,115.66,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,941.08,21.03,0,0,412.71,0,2.63,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,40.91,37.76,0,6.29,0,129.03,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,808.77,25.18,0,0,298.96,0,0,9.44,0,37.76,0,0,3.15,0,0,0,0,0
 14-21,0,0,9,60,24,0,42,0,0,0,21,4,0,0,0,0,0,0,0,0,51,0,0,31,618,25,1,6,19,0,7,6,74,2,2,41,216,0,0,2,0,0
 24-34,0,0,0.82,15.6,3.28,0,119.02,0,0,0,7.39,0.82,0.82,0,0.82,0,0,0.82,2.46,0,77.98,0,0,32.01,643.55,4.93,3.28,4.93,0.82,0,16.42,0.82,0,0,0,4.1,123.95,0,0,10.67,0,0.82
 36-46,0,0,0,8.86,0,0,121.66,0,0.81,0,7.25,0,0,0.81,2.42,0,1.61,0.81,0.81,0,46.73,0.81,4.03,15.31,290.04,0,1.61,3.22,0,0.81,7.25,0,0,0,0,0,53.17,0,0,5.64,0,0.81
 48-58,0,0,0,4.02,0,0,99.27,0,1.15,1.72,17.21,1.15,0,0.57,0.57,0,0.57,1.72,0.57,0,41.89,0,3.44,12.05,98.69,1.72,1.15,5.16,0,0,2.87,0.57,0,0,0,0,16.64,0,0,3.44,0,1.72
 60-70,0,0,0,7.85,0,0,60.85,0.98,0.98,2.94,15.7,0.98,0,0,1.96,0,0.98,0,0,0,37.3,0,2.94,7.85,75.58,0.98,2.94,0,0,0.98,3.93,0,0,0,0,0,7.85,0,0,4.91,0,3.93
 72-82,0,0,0,8.83,0,0,47.12,0,0.98,2.94,20.61,2.94,0,0,3.93,0.98,0.98,2.94,0.98,0,40.25,0.98,2.94,12.76,75.59,0,3.93,1.96,0,0,2.94,0,0,0.98,0,0,9.82,0.98,0,9.82,0.98,0.98
 84-94,0,0,0,11.68,2.12,0,36.11,0,1.06,0,20.18,4.25,0,0,5.31,2.12,3.19,2.12,1.06,3.19,44.61,0,0,10.62,53.1,1.06,2.12,2.12,0,0,22.3,0,0,1.06,0,0,6.37,0,0,11.68,1.06,0
 96-106,0,0,0,16.39,3.28,0,37.16,0,1.09,1.09,15.3,6.56,0,1.09,10.93,1.09,2.19,3.28,2.19,1.09,34.97,1.09,1.09,9.84,51.36,0,2.19,2.19,0,2.19,25.14,0,0,1.09,0,0,3.28,0,0,6.56,0,2.19
108-118,0,0,0,6.13,3.06,0.77,22.98,0,1.53,2.3,19.15,3.83,0,0,9.19,2.3,3.06,1.53,3.06,2.3,26.04,0,0,10.72,64.34,0.77,3.06,3.83,0,1.53,11.49,0.77,0,0.77,0,0,0,0,0.77,6.13,0.77,3.06
120,0,0,0,17.64,9.8,0,21.56,0,1.96,0,15.68,11.76,0,3.92,9.8,0,3.92,0,1.96,1.96,25.48,0,3.92,17.64,47.03,0,0,5.88,0,0,9.8,1.96,0,1.96,0,0,0,0,0,9.8,0,1.96
