stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,6.13,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,6.29,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,128,0,1,0,2,0,0,5,1,0,1,96,0,0,1,0,0
 24-34,0,0,0.82,0.82,2.46,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0.82,1.64,0,0,5.75,942.34,0,26.27,5.75,0,0,2.46,0.82,0,0,0,245.44,0,0,2.46,0,0
 36-46,0,0,2.42,0,1.61,1.61,0,35.45,0,0,0,3.22,0,0,0,0,0,0,0,0,0.81,11.28,0,0,7.25,2480.66,0,27.39,1.61,0,0,1.61,0.81,0,0.81,0.81,453.59,0,0.81,0.81,0,0
 48-58,0,0.57,0.57,0,5.16,0.57,0,316.17,0,1.15,0,28.69,0,0,0,0,0,0,0.57,0.57,0.57,28.12,0.57,0.57,5.74,3778.51,0.57,20.08,1.72,0,0,2.87,0,0,0,0,612.25,0,0,2.3,0,1.72
 60-70,0,0,0,0,6.87,0,0,1228.87,0.98,1.96,0.98,65.76,0.98,0.98,0.98,0.98,0,1.96,0.98,0.98,0.98,65.76,0,2.94,4.91,5296.29,0,18.65,5.89,0,0,2.94,0,0,0.98,0,712.58,0,2.94,0.98,0,3.93
 72-82,0,0,1.96,0,36.32,3.93,0,1887.74,0.98,1.96,5.89,129.58,5.89,0.98,0.98,0.98,0,3.93,0.98,0.98,0.98,148.23,0,10.8,5.89,4616.76,0,30.43,14.72,0,1.96,2.94,0.98,0,0.98,0,449.6,0.98,3.93,6.87,5.89,1.96
 84-94,0,0,7.43,0,61.6,5.31,0,1209.66,0,1.06,3.19,135.94,1.06,0,1.06,3.19,1.06,4.25,2.12,1.06,0,116.82,1.06,8.5,4.25,2425.69,0,27.61,24.43,0,1.06,6.37,0,0,1.06,0,301.62,1.06,12.74,5.31,1.06,4.25
 96-106,0,0,4.37,0,43.71,6.56,0,959.52,0,5.46,3.28,127.86,4.37,0,1.09,1.09,2.19,2.19,5.46,2.19,0,89.61,3.28,5.46,2.19,1877.51,1.09,27.32,24.04,0,2.19,9.84,0,0,0,0,108.19,0,4.37,4.37,4.37,2.19
108-118,0,0,3.83,0,29.87,3.06,0,661.79,0,6.13,3.06,87.32,6.13,0,0,3.06,0,1.53,2.3,2.3,0.77,81.96,0,5.36,4.6,2097.97,1.53,16.09,11.49,0,0,3.83,0.77,0,0.77,0,72.77,1.53,5.36,8.43,3.83,1.53
120,0,0,1.96,0,35.28,3.92,1.96,589.9,3.92,0,3.92,70.55,3.92,0,0,1.96,0,0,0,3.92,1.96,60.75,1.96,0,11.76,1998.98,0,9.8,13.72,0,3.92,9.8,0,0,0,0,78.39,0,0,5.88,3.92,1.96
