stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,1199.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,484.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,5.26,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.09,2.63,0,0,47.32,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,44.06,0,15.73,0,28.32,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,752.13,15.73,0,0,185.67,0,6.29,3.15,0,22.03,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,8,113,43,0,78,0,0,0,27,3,5,0,2,10,0,0,1,0,72,1,0,47,1187,34,6,10,28,0,31,1,167,7,0,96,327,0,0,2,0,0
 24-34,0,0,5.75,43.51,9.03,0,322.6,0,0.82,0,31.19,0.82,0,1.64,3.28,4.93,4.1,7.39,4.1,1.64,166.63,0.82,1.64,64.85,1727.08,7.39,10.67,17.24,0,0,63.21,0,1.64,4.1,0,14.78,338.19,0,0,24.63,0,3.28
 36-46,0,0,0,21.75,2.42,0,435.06,0,0.81,0,25.78,4.03,0.81,2.42,4.83,1.61,8.06,0.81,3.22,0,136.16,0.81,4.83,42.7,913.63,3.22,4.83,11.28,0,0,29,0,0,2.42,0.81,0,207.06,0,0,12.89,0,5.64
 48-58,0,0,0,19.51,2.3,0,417.73,1.15,2.3,4.59,41.31,2.87,0,1.72,4.02,0.57,0.57,4.02,1.72,0,139.43,0,4.02,34.43,423.47,2.3,2.87,4.59,0,0,11.48,0,0,0,0,0,90.66,0,0,9.75,0,1.72
 60-70,0.98,0,0,28.46,0.98,0,376.9,0.98,2.94,0,58.89,6.87,0,1.96,5.89,0.98,1.96,2.94,2.94,0,131.52,0.98,7.85,22.58,293.48,0.98,3.93,1.96,0,0,11.78,0,0,0,0,0,37.3,0,0.98,11.78,0.98,1.96
 72-82,0,0,0,18.65,1.96,0,198.3,0,0,5.89,71.66,4.91,0,5.89,7.85,5.89,1.96,3.93,0.98,0,191.42,1.96,3.93,30.43,251.31,1.96,8.83,3.93,0,0.98,9.82,0,0,0.98,0,0,16.69,1.96,0.98,21.6,0.98,2.94
 84-94,0,0,2.12,35.05,9.56,0,147.62,0,3.19,3.19,50.98,11.68,0,5.31,7.43,4.25,2.12,1.06,4.25,1.06,131.69,1.06,9.56,38.23,189.04,4.25,7.43,8.5,0,0,25.49,0,0,3.19,0,0,14.87,2.12,1.06,20.18,2.12,0
 96-106,1.09,0,0,32.79,5.46,1.09,138.79,0,1.09,0,56.83,13.11,0,3.28,17.49,1.09,3.28,2.19,6.56,0,100.54,0,3.28,25.14,158.46,3.28,8.74,9.84,0,1.09,13.11,1.09,0,1.09,0,0,2.19,2.19,0,18.58,3.28,0
108-118,0,0,0.77,34.47,12.26,1.53,110.3,0,0,3.83,57.45,11.49,0,0,13.02,2.3,3.83,0.77,3.83,0,77.36,0,3.06,21.45,196.85,3.83,4.6,11.49,0,0.77,13.79,0,0,1.53,0.77,0,2.3,1.53,0.77,16.09,1.53,0.77
120,0,0,0,23.52,23.52,0,70.55,3.92,0,3.92,47.03,1.96,0,0,33.32,1.96,3.92,1.96,3.92,0,86.23,0,1.96,23.52,141.1,0,5.88,3.92,0,1.96,15.68,0,0,1.96,0,0,1.96,0,0,23.52,1.96,0
