stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,36.8,2.63,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,3.15,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,11,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0
 24-34,0,0,0,0,61.56,0.82,0,10.67,0,107.53,25.45,0.82,0,0,0,0.82,0,0.82,0,0,0,10.67,0,0.82,7.39,122.31,4.1,0.82,2.46,0,0,6.57,0,0,0,5.75,28.73,0,0,3.28,0,1.64
 36-46,0,0,0,0,25.78,1.61,0,38.67,1.61,205.45,74.93,9.67,0,0,0.81,1.61,3.22,0,0.81,0,0.81,17.72,0.81,0.81,23.36,209.47,2.42,2.42,0,0,0,8.86,0,0.81,0.81,0,48.34,0,0,3.22,0,2.42
 48-58,0,0,0,0,14.35,2.3,0,92.38,1.15,264.52,108.45,26.97,0.57,0,0.57,0.57,0,1.72,0.57,0,1.15,54.51,1.72,0.57,29.26,270.84,1.15,2.3,2.87,0,0,13.2,0.57,0.57,2.3,0,60.25,0,0,4.02,0,5.16
 60-70,0.98,0,0,0,20.61,0.98,0,124.65,0.98,286.6,150.17,19.63,0,0,1.96,0.98,0.98,0.98,0,0.98,0.98,64.78,0,0.98,16.69,207.1,2.94,0.98,1.96,0,0,23.56,0,2.94,0,0,24.54,0.98,0,4.91,1.96,0.98
 72-82,0,0,0,0,20.61,13.74,0,114.85,1.96,245.42,217.93,27.49,1.96,0,0.98,0.98,0.98,1.96,0,2.94,0.98,91.29,0,0.98,28.47,208.11,0,4.91,0,0,0,23.56,0,0.98,1.96,0,15.71,0.98,0.98,5.89,2.94,1.96
 84-94,0,0,0,0,26.55,2.12,0,80.71,1.06,417.38,167.8,18.05,5.31,0,0,4.25,2.12,2.12,0,2.12,1.06,56.29,0,2.12,21.24,54.16,1.06,2.12,4.25,0,1.06,18.05,0,0,0,0,8.5,4.25,0,0,4.25,0
 96-106,0,0,1.09,1.09,32.79,8.74,3.28,67.76,0,454.62,144.26,13.11,3.28,0,1.09,2.19,0,1.09,1.09,3.28,1.09,74.31,3.28,1.09,12.02,102.73,2.19,1.09,3.28,0,0,31.69,0,0,0,0,4.37,0,1.09,8.74,5.46,1.09
108-118,0,0,2.3,0,25.28,11.49,0,52.09,0.77,599.75,137.11,9.19,5.36,0,0,3.83,0.77,0.77,0,3.06,0.77,71.23,0.77,1.53,13.79,92.68,1.53,1.53,3.06,0,3.06,16.09,0,1.53,0,0,3.06,1.53,2.3,4.6,0,0
120,0,0,1.96,0,43.12,15.68,0,47.03,1.96,460.55,180.3,1.96,3.92,0,0,7.84,0,0,0,5.88,0,66.63,0,0,11.76,101.91,1.96,0,1.96,0,0,27.44,0,3.92,0,0,5.88,0,0,3.92,0,0
