stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,0,0,0,0,0,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,66.09,6.29,0,0,15.73,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,24,87,0,12,0,0,0,0,0,0,1,1,1,0,1,0,0,15,0,0,5,40,1,0,1,0,0,3,2,0,3,7,21,0,0,1,0,0
 24-34,0,0,4.1,2.46,3.28,123.13,0,73.06,0,0,0.82,0.82,0,0,2.46,9.03,2.46,0,3.28,3.28,1.64,20.52,0,0,11.49,91.12,0,14.78,4.93,0,0,28.73,0,9.03,0,1.64,23.8,0,0,18.88,0,5.75
 36-46,0,0,0,0,0,12.09,0,33.03,0.81,0.81,1.61,1.61,0,0,3.22,8.06,0,0,1.61,1.61,0,15.31,0,0,9.67,61.23,0,8.86,1.61,0,0,16.11,0,6.45,0,0,17.72,0,0,10.47,0,16.11
 48-58,0,0,0.57,0,4.59,5.16,0,36.15,1.15,1.72,6.89,8.03,0.57,0,1.72,11.48,0.57,0.57,3.44,0.57,1.72,37.3,0.57,2.3,6.89,70,0,9.18,1.72,0,0.57,22.95,0,3.44,0.57,0,15.49,0,0.57,8.61,0,9.75
 60-70,0.98,0,0,0.98,6.87,3.93,0,34.35,1.96,0.98,7.85,13.74,5.89,0,1.96,20.61,0.98,2.94,6.87,2.94,1.96,67.73,0,1.96,2.94,96.19,0,9.82,2.94,0,3.93,5.89,0,3.93,0,0,12.76,0,0.98,6.87,2.94,1.96
 72-82,0,0,2.94,0.98,8.83,27.49,0,56.94,0,0.98,12.76,42.21,14.72,0,1.96,24.54,2.94,4.91,5.89,7.85,1.96,101.11,1.96,7.85,7.85,152.16,0,23.56,6.87,0,2.94,6.87,0,3.93,0,0,8.83,3.93,10.8,20.61,7.85,1.96
 84-94,0,0,4.25,0,20.18,22.3,1.06,62.66,2.12,1.06,7.43,19.12,38.23,1.06,1.06,40.36,5.31,4.25,7.43,7.43,2.12,96.65,1.06,8.5,4.25,77.53,0,21.24,7.43,0,1.06,26.55,0,9.56,1.06,0,6.37,10.62,4.25,28.68,15.93,2.12
 96-106,0,0,2.19,0,18.58,33.88,1.09,45.9,5.46,3.28,15.3,27.32,22.95,0,3.28,48.09,1.09,0,9.84,6.56,1.09,114.75,0,5.46,3.28,90.71,0,33.88,10.93,0,7.65,21.86,0,8.74,1.09,0,1.09,19.67,2.19,22.95,19.67,4.37
108-118,0,0,0,0.77,16.09,26.04,9.96,45.19,0,3.83,9.19,18.38,23.74,0,0,46.72,13.02,9.19,15.32,13.02,9.96,105.7,0.77,3.83,7.66,98.04,0,35.23,5.36,0,5.36,26.04,0,16.09,0,0,4.6,13.02,3.06,23.74,13.02,4.6
120,0,0,1.96,0,27.44,43.12,3.92,17.64,1.96,1.96,7.84,15.68,25.48,0,0,29.4,5.88,3.92,7.84,7.84,0,88.19,1.96,7.84,7.84,96.03,0,23.52,7.84,0,7.84,1.96,0,11.76,0,0,7.84,9.8,0,15.68,7.84,3.92
