stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,10.51,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.24,2.63,0,0,102.52,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,6.29,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,125.88,6.29,0,0,34.62,0,3.15,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,2,10,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,4,40,3,1,0,1,0,4,0,4,0,1,12,20,0,0,0,0,0
 24-34,0,0,0,6.57,0,0,13.95,0,1.64,0,0.82,0,0,0.82,0.82,5.75,0,0.82,0.82,0,20.52,7.39,0,7.39,192.9,0.82,6.57,1.64,0.82,0,9.03,0,0,2.46,0,3.28,42.68,0,0,1.64,0,0
 36-46,0,0,0,4.83,0,0,24.17,0,0.81,0,3.22,0,0,0,0,0,0.81,0.81,0,0,20.95,5.64,0,4.83,202.22,0.81,1.61,0.81,0,0,12.89,0,0,0.81,0,0.81,33.84,0,0,2.42,0,0
 48-58,0,0,0,4.59,0.57,0,31.56,1.15,0.57,0,10.9,0,0,0,0.57,1.15,1.15,0,0,0,20.08,13.77,1.15,4.59,103.86,1.72,1.15,0.57,0,0.57,8.03,0,0,0,0,0,23.53,0,0,1.15,0,0.57
 60-70,0,0,0,0.98,0,0,54.97,0,0,0.98,9.82,1.96,0,0.98,0,1.96,0,0.98,0,0,32.39,5.89,0.98,0.98,103.06,1.96,1.96,0,0,0.98,5.89,0,0,0,0,0,17.67,0.98,0,0.98,0,0
 72-82,0,0,0,13.74,3.93,0,31.41,0.98,0.98,1.96,8.83,1.96,0,0,0,2.94,0,3.93,0,0,31.41,15.71,1.96,0.98,91.29,0,3.93,0.98,0,0,6.87,0,0,0,0,0,6.87,8.83,0.98,5.89,1.96,0
 84-94,0,0,0,20.18,0,1.06,32.92,0,5.31,0,9.56,3.19,0,0,1.06,5.31,1.06,3.19,0,0,27.61,11.68,1.06,2.12,66.91,2.12,8.5,3.19,0,1.06,18.05,0,0,0,0,0,7.43,10.62,0,1.06,0,0
 96-106,0,0,0,39.34,2.19,1.09,33.88,0,1.09,2.19,6.56,7.65,0,1.09,3.28,7.65,1.09,3.28,0,1.09,24.04,16.39,3.28,2.19,66.66,1.09,14.21,3.28,0,2.19,18.58,0,0,0,0,0,5.46,17.49,1.09,4.37,1.09,0
108-118,0,0,0,32.17,1.53,1.53,22.98,0.77,0.77,0,6.13,3.06,0,0,1.53,9.19,1.53,3.06,0,0,15.32,4.6,2.3,3.06,47.49,0,9.19,1.53,0,0,26.81,0,0,0.77,0.77,0,1.53,19.92,0.77,0.77,0,0.77
120,0,0,0,29.4,0,0,15.68,0,0,1.96,3.92,5.88,0,0,3.92,7.84,3.92,1.96,0,0,7.84,1.96,0,3.92,33.32,0,11.76,0,0,0,19.6,0,0,1.96,0,0,1.96,15.68,0,3.92,0,0
