stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1304.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,147.11,2274.09,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,18.39,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,52.57,0,52.57,0,0,0,141.95,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,933.19,39.43,0,0,357.5,2.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,15.73,0,0,0,62.94,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,547.57,18.88,0,0,160.5,3.15,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,5,58,8,0,25,0,0,0,8,2,0,0,0,0,0,0,1,0,19,0,0,17,279,8,1,3,11,20,1,32,4,2,26,96,0,0,0,0,0
 24-34,0,0,0,0.82,28.73,0,0,46.79,0,0,0,9.03,2.46,0,1.64,1.64,1.64,0,0,0.82,0,21.34,0,0,10.67,399.76,1.64,2.46,0.82,0,75.52,0,0,3.28,0,3.28,92.76,0,0,11.49,0,0
 36-46,0,0,0,0,4.83,0.81,0,41.89,0,0.81,0.81,16.11,0,0.81,0.81,0,1.61,0,0,0,0,29,0,0,7.25,292.46,1.61,4.03,0.81,0,45.12,0,0,0,0,0,80.57,0,0,5.64,0,0.81
 48-58,0,0,0.57,0,10.33,0,0,78.04,1.72,3.44,1.15,29.84,1.72,0,1.15,0.57,0.57,0,0.57,1.15,0.57,38.44,0.57,0,5.74,251.33,1.15,0.57,1.72,0,25.25,0,0,0,0,0,72.3,0,0.57,2.3,0,2.87
 60-70,0,0,1.96,0,9.82,0.98,0,93.24,0.98,1.96,3.93,36.32,0.98,0,0,0.98,0,0.98,0,1.96,2.94,27.48,0,0,2.94,244.4,0,3.93,2.94,0,25.52,0,0,0,0.98,0,30.43,0.98,0,2.94,0,0.98
 72-82,0,0,0,0,11.78,1.96,0,106.02,0,0.98,3.93,66.75,1.96,0,0.98,1.96,2.94,0,0,0,0.98,41.23,0,0.98,3.93,214,0.98,4.91,2.94,0,18.65,0,0,0.98,1.96,0,24.54,0,0,2.94,1.96,0
 84-94,0,0,1.06,0,11.68,1.06,0,78.59,0,5.31,2.12,27.61,6.37,0,0,3.19,1.06,4.25,1.06,0,4.25,39.3,1.06,2.12,5.31,127.44,1.06,2.12,4.25,0,77.53,0,0,2.12,0,0,12.74,0,2.12,8.5,0,4.25
 96-106,0,0,1.09,0,20.76,0,0,74.31,1.09,4.37,1.09,29.51,4.37,0,3.28,6.56,0,2.19,0,1.09,1.09,44.81,2.19,1.09,4.37,93.98,3.28,6.56,2.19,0,56.83,0,0,3.28,0,0,14.21,0,3.28,5.46,1.09,1.09
108-118,0,0,0.77,0.77,22.98,0,3.06,56.68,1.53,5.36,3.06,31.4,6.13,0,0.77,7.66,0.77,1.53,0,1.53,1.53,30.64,0.77,0,3.06,114.89,1.53,1.53,4.6,0,45.19,0,0,0,1.53,0,5.36,0.77,1.53,6.89,2.3,1.53
120,0,0,0,0,31.36,3.92,0,62.71,3.92,1.96,0,33.32,3.92,0,0,11.76,3.92,0,1.96,1.96,0,23.52,0,0,11.76,131.31,3.92,1.96,1.96,0,47.03,0,0,5.88,0,0,3.92,0,0,0,1.96,0
