stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,237.2,3544.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,2562.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.07,6.13,0,0,30.65,0,67.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,76.23,0,102.52,0,0,0,165.61,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,2097.71,21.03,0,0,446.88,0,0,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.62,0,69.23,0,0,0,129.03,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,1076.26,25.18,0,0,160.5,0,0,6.29,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,40,10,0,6,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,11,89,4,1,1,1,0,8,2,9,0,2,7,28,0,0,3,0,2
 24-34,0,0,0.82,0,12.31,1.64,0,6.57,0.82,0,1.64,0.82,0,1.64,0.82,1.64,0,0.82,0,0.82,27.09,0,0,17.24,94.4,0,4.1,3.28,0,0.82,21.34,0,0,0,0.82,2.46,30.37,0,0,22.98,0,4.93
 36-46,0,0,0,0,2.42,1.61,0,16.92,0.81,1.61,4.03,0,0,2.42,0,0,0,0,0,0.81,36.26,0,0.81,5.64,85.4,0,5.64,0,0,0,8.06,0,0,0,0,0,19.34,0,0,13.7,0,3.22
 48-58,0,0,0,0,1.15,4.59,0,18.94,1.72,0,4.02,0,0,1.15,0,0,0,0,0,2.87,17.79,0,1.15,5.16,56.81,0,0.57,1.15,0,0,4.02,0,0,0,0.57,0,12.05,0,0,8.03,0,7.46
 60-70,0,0,0,0,5.89,2.94,0,45.15,0,0.98,5.89,0.98,0,0,0,0,0,0.98,0,1.96,26.5,0.98,1.96,0.98,49.08,0,0.98,0.98,0,0,7.85,0,0,0,0.98,0,8.83,0,0,7.85,0,12.76
 72-82,0,0,0,0,5.89,2.94,0,27.49,0,0.98,3.93,0,0,0,0.98,0,0,0,0.98,0,25.52,0,1.96,0.98,48.1,0,1.96,0,0,0,2.94,0,0,0,0,0,2.94,0,1.96,24.54,0,3.93
 84-94,0,0,0,0,8.5,5.31,0,11.68,0,1.06,5.31,2.12,0,1.06,0,1.06,3.19,0,0,4.25,18.05,0,3.19,3.19,30.8,0,1.06,0,0,0,8.5,0,0,0,0,0,3.19,0,1.06,15.93,1.06,8.5
 96-106,0,0,0,0,3.28,1.09,0,6.56,1.09,1.09,7.65,2.19,0,0,3.28,0,2.19,1.09,3.28,2.19,12.02,0,4.37,2.19,17.49,0,0,0,0,0,6.56,0,0,0,0,0,0,1.09,2.19,27.32,2.19,10.93
108-118,0,0,0,0,6.89,3.06,1.53,8.43,0.77,1.53,3.06,2.3,0,0,4.6,0,3.06,0,0,0.77,10.72,0.77,0,1.53,30.64,0,1.53,0.77,0,0,5.36,0,0,0,0.77,0,2.3,0,0,19.92,0,3.06
120,0,0,0,0,1.96,0,0,17.64,1.96,0,7.84,1.96,0,0,7.84,0,0,0,0,0,11.76,0,0,0,19.6,0,1.96,0,0,1.96,7.84,0,0,0,0,0,1.96,0,0,19.6,1.96,0
