stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,210.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,79.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,5.26,0,0,0,7.89,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,63.09,18.4,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,135.32,88.12,0,0,37.76,0,0,3.15,0,18.88,0,6.29,0,0,0,0,0,0
 14-21,0,0,2,30,8,0,7,0,0,0,1,1,0,0,0,0,0,0,0,1,12,0,0,5,72,9,1,1,1,0,4,0,16,0,2,13,25,0,0,3,0,0
 24-34,0,0,1.64,11.49,0.82,0,15.6,0,0.82,1.64,2.46,0,0,0,1.64,0.82,0,0,2.46,0.82,18.88,0.82,0,5.75,138.72,0.82,0,2.46,0,0,4.1,0,0,0.82,0.82,3.28,38.58,0,0,9.85,0,0
 36-46,0,0,0,1.61,0,0,17.72,0.81,1.61,0,4.03,0,0,0,0.81,0,0,1.61,0,0,22.56,0,0.81,5.64,72.51,0,2.42,0,0,0,3.22,0,0,0.81,0,0,19.34,0,0,4.83,0,2.42
 48-58,0,0,0,0,0,0,17.21,2.3,0,1.15,8.03,0,0,0.57,0,0,0,0.57,0,0,26.97,0,0.57,2.3,20.08,0.57,0,1.72,0,0,2.87,0,0,0,0.57,0,8.61,0,0,1.15,0,0
 60-70,0,0,0,4.91,0,0,3.93,1.96,0.98,0,8.83,0.98,0,0,0.98,0,0,2.94,0,0,26.5,0,0,0.98,16.69,0,0.98,0,0,0,0.98,0,0,1.96,0.98,0,1.96,0,0,3.93,0.98,0
 72-82,0,0,0,1.96,0.98,0,6.87,0.98,0.98,1.96,15.71,4.91,0,0,0.98,1.96,0,0,0,0,45.16,0,1.96,2.94,13.74,0,1.96,1.96,0,0.98,2.94,0,0,0,0,0,2.94,0,0.98,5.89,0,0.98
 84-94,0,0,0,12.74,1.06,0,8.5,1.06,3.19,2.12,7.43,3.19,0,1.06,2.12,1.06,0,1.06,0,0,31.86,0,1.06,6.37,15.93,0,1.06,2.12,0,0,10.62,0,0,0,0,0,0,1.06,2.12,2.12,0,1.06
 96-106,0,0,0,7.65,0,0,8.74,0,1.09,0,10.93,3.28,0,0,1.09,3.28,1.09,3.28,0,1.09,22.95,0,1.09,3.28,9.84,1.09,2.19,3.28,0,1.09,6.56,0,0,4.37,0,0,1.09,1.09,1.09,8.74,0,0
108-118,0,0,0,5.36,0.77,0,9.19,1.53,6.89,2.3,9.19,3.83,0,1.53,2.3,0.77,0,3.06,0,0,26.04,0,0.77,5.36,9.96,1.53,3.83,3.06,0,0.77,6.13,0,0,0,0,0,0.77,1.53,0,6.89,3.06,0
120,0,0,0,9.8,1.96,1.96,1.96,0,1.96,0,5.88,1.96,0,0,5.88,3.92,1.96,0,0,1.96,21.56,1.96,0,3.92,13.72,0,1.96,3.92,0,0,17.64,0,0,0,0,0,0,0,0,5.88,3.92,0
