stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,7.89,0,2.63,0,0,15.77,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,134.06,2.63,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,15.73,0,0,31.47,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,292.67,6.29,0,0,59.79,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,7,59,0,1,0,0,0,3,4,0,0,0,8,0,0,0,2,10,1,0,6,113,2,7,18,3,0,1,1,3,0,0,2,44,0,0,0,0,0
 24-34,0,0,1.64,2.46,31.19,1.64,15.6,0,1.64,0,3.28,0,0,0,7.39,4.1,0,2.46,0.82,0,24.63,1.64,0,7.39,310.28,4.1,19.7,13.95,0,0,18.88,0,0.82,0,0,0,59.92,0,0,11.49,0,0
 36-46,0,0,0,0,12.89,1.61,24.17,0.81,2.42,0,4.83,0.81,0,0,12.09,4.03,0,2.42,0,0,35.45,0,0,8.86,767,6.45,25.78,13.7,0,0,6.45,0,0,0,0,0,105.54,0,0.81,9.67,0,0
 48-58,0.57,0,1.15,0.57,14.92,0,82.63,0,0.57,0.57,14.35,0.57,0,1.15,9.75,1.15,0,2.3,1.15,1.15,42.46,1.15,1.15,6.89,1029.41,3.44,10.9,8.03,0,0,2.3,0,0,0.57,0,0,134.84,0,0,11.48,0,1.15
 60-70,0,0,1.96,0,13.74,1.96,166.86,0,2.94,0.98,20.61,0.98,0,1.96,25.52,0,0.98,5.89,0,0,61.84,0,0.98,2.94,1513.51,3.93,9.82,2.94,0,0,2.94,0,0,0.98,0.98,0,166.86,0,0,11.78,0.98,0
 72-82,0,0,1.96,0,23.56,4.91,183.57,0,0,2.94,29.45,5.89,0,1.96,29.45,0.98,0,10.8,0,0,94.24,1.96,2.94,5.89,1228.06,2.94,23.56,14.72,0,0,1.96,0,0,0,0,0,83.44,1.96,2.94,28.47,0.98,0.98
 84-94,0,0,4.25,0,30.8,2.12,143.38,0,6.37,1.06,27.61,7.43,0,1.06,46.73,3.19,1.06,7.43,4.25,0,73.28,0,8.5,6.37,593.68,5.31,18.05,22.3,0,0,7.43,0,0,2.12,0,0,62.66,3.19,2.12,23.36,3.19,0
 96-106,0,0,5.46,0,19.67,5.46,96.17,0,2.19,2.19,24.04,16.39,1.09,1.09,71.04,3.28,0,16.39,2.19,1.09,77.59,0,1.09,6.56,409.82,4.37,29.51,25.14,0,0,7.65,0,0,0,0,0,21.86,2.19,0,25.14,2.19,0
108-118,0,0,2.3,0.77,23.74,1.53,83.49,0,5.36,0,15.32,9.19,0,0,62.81,5.36,1.53,11.49,2.3,1.53,46.72,0.77,2.3,3.83,524.68,3.06,16.09,23.74,0,0.77,0.77,0,0,1.53,0,0,16.85,3.83,0,23.74,0.77,0.77
120,0,0,3.92,0,23.52,3.92,68.59,0,1.96,3.92,19.6,5.88,0,1.96,94.07,9.8,0,9.8,1.96,0,48.99,1.96,1.96,0,562.46,3.92,11.76,5.88,0,0,0,0,0,3.92,0,0,23.52,0,0,15.68,0,0
