stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,553.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,637.48,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,15.77,0,42.06,0,0,0,84.12,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,525.74,7.89,0,0,123.55,0,2.63,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,44.06,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,346.17,3.15,0,0,138.47,0,0,6.29,0,18.88,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,35,17,0,19,0,0,0,3,1,0,0,5,1,0,0,0,0,32,0,0,16,459,8,2,8,5,0,5,1,34,2,3,58,140,0,0,1,0,2
 24-34,0,0,0.82,1.64,9.85,2.46,0,112.46,0,0.82,0.82,5.75,1.64,0,0,15.6,7.39,0,2.46,0.82,3.28,47.61,0.82,0,22.16,1498.06,0.82,7.39,12.31,0,0,8.21,0,0,3.28,1.64,12.31,237.23,0,0,6.57,0,0.82
 36-46,0,0,0,0,5.64,0,0,159.52,0,0,3.22,89.43,0,0,1.61,20.14,4.83,0.81,0,0,1.61,50.76,0,0.81,12.09,2239.76,1.61,6.45,9.67,0,0,4.83,0,0,0.81,0,0.81,298.9,0,0,6.45,0,0
 48-58,0,0,0,0,8.61,0.57,0,343.71,3.44,0.57,1.15,227.23,0.57,0,1.15,16.07,2.3,1.72,1.15,0.57,2.3,84.35,0.57,1.72,20.08,2109.31,1.15,5.74,13.2,0,0,3.44,0.57,0,1.72,3.44,0,289.77,0,0,4.02,0,2.87
 60-70,0,0,0.98,0,9.82,0,0,585.97,1.96,1.96,1.96,345.5,1.96,0,0,23.56,2.94,0,0,0,0.98,81.47,0.98,2.94,11.78,2127.94,0.98,2.94,12.76,0,0.98,8.83,0,0,0,2.94,0,202.19,0,1.96,0.98,1.96,1.96
 72-82,0,0,0.98,0,20.61,1.96,0,807.91,4.91,1.96,5.89,492.79,5.89,0,3.93,31.41,3.93,1.96,2.94,4.91,0,134.49,1.96,2.94,13.74,1816.07,0.98,9.82,29.45,0,0,8.83,0,0,4.91,0.98,0,133.51,0.98,2.94,9.82,7.85,3.93
 84-94,0,0,2.12,0,27.61,6.37,0,543.76,2.12,3.19,4.25,263.39,7.43,0,2.12,50.98,11.68,4.25,3.19,5.31,1.06,82.84,3.19,6.37,16.99,819.89,2.12,4.25,27.61,0,0,18.05,0,0,1.06,0,0,70.09,2.12,3.19,5.31,8.5,2.12
 96-106,0,0,3.28,1.09,30.6,5.46,2.19,428.4,3.28,4.37,1.09,343.15,14.21,0,4.37,61.2,7.65,2.19,2.19,5.46,1.09,87.43,1.09,1.09,9.84,737.67,1.09,6.56,40.44,0,1.09,33.88,2.19,0,1.09,2.19,0,49.18,3.28,3.28,15.3,4.37,2.19
108-118,0,0,0,0.77,23.74,3.06,3.06,311.75,5.36,0.77,3.06,302.56,16.85,0,0,46.72,11.49,6.89,8.43,6.89,2.3,68.17,1.53,3.06,7.66,858.64,0.77,6.89,30.64,0,1.53,42.89,0,0,1.53,4.6,0,26.04,0,1.53,7.66,3.83,2.3
120,0,0,1.96,0,25.48,5.88,1.96,244.97,0,7.84,0,237.13,23.52,0,1.96,43.12,1.96,0,1.96,1.96,1.96,47.03,0,1.96,7.84,615.37,1.96,1.96,17.64,0,0,41.16,0,0,1.96,1.96,0,9.8,1.96,5.88,11.76,3.92,0
