stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,7.89,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.83,10.51,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,6.29,0,3.15,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,147.91,3.15,0,0,40.91,0,0,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,2,12,2,0,11,0,0,0,6,1,0,0,0,1,0,0,0,0,9,0,0,6,92,1,1,0,0,0,0,15,2,3,16,41,0,0,0,0,0
 24-34,0,0,0,9.03,3.28,0,19.7,0,0,1.64,10.67,1.64,0,0.82,0.82,0.82,0,1.64,1.64,0.82,27.09,0,0,12.31,247.9,1.64,3.28,4.1,0,0,7.39,0,0,0.82,8.21,72.24,0,0,6.57,0,0
 36-46,0,0,0,3.22,0.81,0,45.12,0.81,0,0,12.09,0,0,0.81,0,1.61,0,0,0,0.81,34.64,0,0.81,11.28,186.11,0.81,0.81,1.61,0,0,9.67,0,0.81,0,0,36.26,0,0.81,1.61,0,0
 48-58,0,0,0,5.74,0.57,0,103.28,0,0.57,1.72,28.69,0,0,0,0,0,0.57,0.57,0,1.15,60.82,0.57,1.72,9.18,205.42,0,1.72,1.15,0,0.57,5.74,0,0,0.57,0,43.04,0,0,1.15,0,0.57
 60-70,0,0.98,0,2.94,0,0,97.17,0.98,0,0.98,23.56,1.96,0,0,0,0.98,0,0.98,0,0,44.17,0,1.96,5.89,156.06,0,5.89,1.96,0,0,5.89,0,0,0.98,0,25.52,0,0,0.98,0.98,0
 72-82,0,2.94,0,3.93,2.94,0,161.97,0,0.98,5.89,51.05,1.96,0,0.98,1.96,0,0.98,2.94,0,0,97.18,0,3.93,9.82,243.45,0,3.93,2.94,0,0,5.89,0,2.94,0,0,19.63,0,3.93,5.89,2.94,0
 84-94,0,1.06,0,14.87,1.06,0,116.82,0,1.06,5.31,35.05,3.19,0,0,3.19,6.37,3.19,0,0,0,49.92,1.06,1.06,10.62,117.89,1.06,3.19,4.25,0,1.06,20.18,0,0,0,0,4.25,0,2.12,4.25,2.12,0
 96-106,0,2.19,0,5.46,4.37,1.09,67.76,0,1.09,6.56,30.6,2.19,0,2.19,7.65,0,1.09,2.19,2.19,1.09,52.46,1.09,2.19,10.93,92.89,1.09,4.37,8.74,0,0,7.65,0,0,0,0,4.37,0,3.28,4.37,0,1.09
108-118,0,0,0,9.19,1.53,0.77,42.13,0,0,1.53,32.94,2.3,0,0.77,0,3.06,3.83,0,0.77,0,46.72,0,0,6.89,116.43,2.3,6.13,6.13,0,0,3.06,0,1.53,0,0,2.3,2.3,0.77,6.13,1.53,0.77
120,0,1.96,0,9.8,3.92,0,54.87,0,0,1.96,25.48,0,0,0,5.88,1.96,0,0,0,0,29.4,0,1.96,7.84,111.71,0,5.88,1.96,0,0,9.8,0,0,0,0,5.88,1.96,0,9.8,1.96,0
