stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,395.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,232.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,7.89,0,0,0,49.95,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,383.79,15.77,0,0,107.78,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,40.91,0,3.15,0,81.82,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,462.6,12.59,0,0,75.53,0,3.15,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,18,4,0,15,0,0,3,0,0,2,0,2,0,0,0,0,14,0,0,2,256,1,3,4,0,0,4,1,1,5,0,4,98,0,0,0,0,0
 24-34,0,0,0.82,2.46,8.21,1.64,0,70.59,0,3.28,12.31,0,0,0.82,0,2.46,0,0.82,0,0,9.03,0,0,2.46,810.18,0.82,14.78,1.64,0,0,9.85,0,0,0,0,0.82,181.41,0,0,1.64,0,0
 36-46,0,0,0,0,2.42,1.61,0,173.22,0.81,1.61,33.84,0.81,0,0,0,0,0,0,0,0,15.31,0.81,0.81,2.42,933.77,0,9.67,1.61,0,0,8.86,0,0,0,0,0,197.39,0,0,3.22,0,0.81
 48-58,0,0,0,0,4.02,0.57,0,255.34,0,1.15,43.61,0,0,0.57,1.72,0.57,0,0.57,0.57,0.57,21.8,0.57,0,3.44,716.11,0.57,8.03,1.72,0,0.57,3.44,0,0,0,0,0,157.8,0,0,2.3,0,1.72
 60-70,0,0,0,0,1.96,0.98,0,372.98,0,0,42.21,4.91,0,0,4.91,0,0,1.96,0.98,0,29.45,0,0.98,1.96,634.06,0,4.91,1.96,0,0,6.87,0,0,0,0,0,73.61,0,0,1.96,0,0
 72-82,0,0,0.98,0,2.94,1.96,0,255.23,0,1.96,45.16,1.96,0,0,3.93,0,0.98,0.98,0,0,29.45,0,0.98,4.91,508.5,0,7.85,3.93,0,0,3.93,0,0,0,0,0,46.14,0,1.96,7.85,0.98,1.96
 84-94,0,0,0,0,6.37,2.12,0,185.86,0,2.12,38.23,5.31,0,0,6.37,0,0,0,2.12,0,30.8,1.06,3.19,0,261.26,0,8.5,3.19,0,0,11.68,0,0,0,0,0,35.05,4.25,1.06,5.31,1.06,0
 96-106,0,0,2.19,0,7.65,2.19,0,122.4,1.09,2.19,44.81,9.84,0,3.28,6.56,1.09,0,2.19,2.19,0,15.3,0,0,2.19,224.03,1.09,8.74,3.28,0,0,7.65,0,0,1.09,0,0,8.74,0,0,7.65,0,2.19
108-118,0,0,2.3,0,6.89,1.53,2.3,107.23,1.53,1.53,26.81,5.36,0,0,6.13,2.3,0,3.83,1.53,0,13.79,1.53,0.77,2.3,291.07,1.53,3.83,2.3,0,0,6.13,0,0,1.53,0.77,0,6.13,0,0.77,3.06,0.77,0
120,0,0,0,0,7.84,0,0,90.15,1.96,0,23.52,7.84,0,1.96,11.76,1.96,0,5.88,0,0,23.52,0,0,0,207.74,0,3.92,7.84,0,0,7.84,0,0,3.92,0,0,5.88,0,0,3.92,0,1.96
