stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,1792.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,435.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.18,0,0,0,0,0,0,3.15,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,5,104,34,0,11,0,0,0,6,2,0,3,1,0,0,0,9,10,0,0,3,153,3,4,0,0,0,0,0,4,1,5,16,78,0,0,4,0,4
 24-34,0,0,1.64,3.28,97.68,10.67,0,31.19,0,4.93,2.46,18.88,1.64,1.64,7.39,3.28,1.64,1.64,0.82,1.64,59.1,0.82,0,25.45,544.23,1.64,8.21,2.46,0,0,13.13,0,0,4.93,0.82,4.1,172.38,0,0,13.13,0,17.24
 36-46,0,0,0,0.81,41.09,3.22,0,122.46,1.61,4.03,3.22,43.51,0,1.61,12.09,0.81,2.42,7.25,0.81,1.61,103.13,1.61,4.03,17.72,1001.45,2.42,8.86,4.03,0,0,9.67,0,0,0,0,0,201.42,0,0.81,20.14,0,5.64
 48-58,0,0,0,0.57,25.82,3.44,0,258.21,4.02,2.87,6.89,74.02,0,1.15,16.64,0.57,3.44,3.44,0,2.3,149.76,3.44,2.87,27.54,898.58,2.3,4.59,6.31,0,0,8.61,0,0,1.15,1.15,0,189.36,0,1.15,7.46,0,14.35
 60-70,0,0,0.98,0.98,34.35,5.89,0,397.52,0.98,8.83,8.83,86.37,3.93,2.94,19.63,3.93,2.94,3.93,0,1.96,200.23,3.93,5.89,19.63,1025.69,0.98,3.93,1.96,0.98,4.91,11.78,0,0,1.96,2.94,0,144.28,0,7.85,12.76,0.98,5.89
 72-82,0,0,2.94,0,39.27,20.61,0,289.59,0,3.93,14.72,66.75,5.89,2.94,34.36,4.91,4.91,3.93,0,0.98,206.15,4.91,8.83,14.72,752.93,2.94,16.69,8.83,0,1.96,9.82,0,0,1.96,0,0,62.83,0,10.8,21.6,5.89,5.89
 84-94,0,0,6.37,0,69.03,24.43,0,263.39,2.12,13.81,10.62,74.34,14.87,0,44.61,6.37,15.93,3.19,1.06,2.12,158.24,2.12,8.5,13.81,381.27,3.19,6.37,8.5,0,1.06,33.99,0,0,3.19,0,0,39.3,4.25,3.19,30.8,5.31,8.5
 96-106,0,0,4.37,0,41.53,30.6,0,153,0,6.56,8.74,64.48,8.74,1.09,71.04,1.09,18.58,5.46,2.19,7.65,88.52,0,6.56,7.65,285.23,2.19,8.74,9.84,0,6.56,15.3,0,0,3.28,2.19,0,9.84,1.09,2.19,30.6,6.56,3.28
108-118,0,0,5.36,0,52.09,32.94,1.53,132.51,2.3,14.55,6.13,39.83,14.55,0.77,49.79,8.43,29.11,0.77,0,7.66,69.7,1.53,6.89,9.19,339.32,1.53,5.36,3.83,0,3.06,8.43,0,0,3.06,1.53,0,5.36,2.3,3.83,20.68,3.83,9.96
120,0,0,0,0,52.91,74.47,1.96,141.1,0,3.92,5.88,31.36,17.64,5.88,72.51,1.96,11.76,0,1.96,0,70.55,0,9.8,7.84,350.8,1.96,11.76,3.92,0,0,25.48,0,1.96,5.88,5.88,0,3.92,1.96,3.92,43.12,5.88,7.84
