stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.23,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,563.93,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.57,2.63,0,0,15.77,0,99.89,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,0,0,0,6.29,0,47.2,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,22,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,7,0,2,40,0,0,0,1,0,927,7,0,0,5,9,0,0,0,0,0
 24-34,0,0,0.82,18.06,0.82,0,12.31,0,3.28,0,3.28,0,0,4.1,0,4.93,0,0.82,4.93,0.82,9.03,23.8,0,7.39,111.64,3.28,1.64,1.64,0,0,1537.46,0,0.82,0,0.82,22.98,0,0,2.46,0,0
 36-46,0,0,0,11.28,0,0,15.31,0.81,17.72,0,4.83,0,0,4.83,0,4.03,0,0.81,3.22,1.61,6.45,20.14,0,1.61,83.79,0.81,0,0.81,0,0,1737.02,0,0,0,0,21.75,0,0,1.61,0,0.81
 48-58,0,0,0,20.66,1.15,0,28.69,0,26.4,1.15,5.74,0.57,1.15,1.15,0,2.87,0,0,0.57,0.57,13.2,14.35,0,2.3,86.07,0,1.15,0,0,1.15,1486.73,0,0,0,0,15.49,0,0.57,0,0,1.15
 60-70,0,0,0,53,0.98,0,35.33,0,19.63,0.98,1.96,0.98,0,0,0.98,8.83,0.98,0,3.93,0,16.69,14.72,0.98,0,54.97,0,1.96,0.98,0,0,1259.29,0,0,0,0,12.76,0,1.96,0.98,0,1.96
 72-82,0,0,0,123.69,2.94,0,21.6,0,38.28,0,5.89,11.78,0,0,0,13.74,1.96,0.98,2.94,0,7.85,11.78,2.94,2.94,45.16,0,1.96,4.91,0,0.98,1337.02,0,0,0,0,1.96,5.89,0,1.96,0,2.94
 84-94,0,1.06,0,289.94,2.12,0,15.93,1.06,145.5,1.06,3.19,25.49,0,1.06,0,74.34,1.06,0,0,0,7.43,33.99,1.06,1.06,33.99,0,2.12,0,0,1.06,3991.14,0,0,0,0,2.12,41.42,0,0,0,2.12
 96-106,0,0,0,418.56,12.02,1.09,40.44,0,159.56,2.19,14.21,41.53,0,1.09,5.46,100.54,5.46,5.46,1.09,0,20.76,55.74,2.19,4.37,103.82,1.09,1.09,2.19,0,0,4027.14,0,1.09,0,0,4.37,26.23,2.19,4.37,0,4.37
108-118,0,0,0,402.13,4.6,1.53,24.51,0,273.45,1.53,8.43,40.6,0,3.06,0.77,130.21,4.6,3.06,3.83,1.53,19.15,75.06,0,1.53,72.77,0,0,1.53,0,0.77,4186.75,0,0,0.77,0,2.3,23.74,0,1.53,2.3,1.53
120,0,0,0,188.14,0,3.92,13.72,0,125.43,3.92,5.88,11.76,0,0,1.96,47.03,0,0,3.92,0,13.72,31.36,1.96,1.96,52.91,0,0,1.96,0,1.96,1865.72,0,0,0,0,1.96,9.8,0,1.96,0,3.92
