stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,5.26,28.92,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,40.91,0,0,0,9.44,34.62,0,0,0,0,0,0,0,0,0,0,0
 14-21,1,0,5,4,64,2,0,0,0,2,0,3,12,24,0,5,40,0,3,0,0,7,12,0,8,35,0,13,13,3,349,2,1,17,0,4,23,0,0,0,0,0
 24-34,0,0,3.28,7.39,45.97,0.82,0,2.46,0,9.03,0,0.82,13.13,6.57,0.82,28.73,85.37,0,27.09,0,0,4.93,45.15,0,4.93,100.14,0,73.06,33.66,0,489.23,0,0,54.18,0,0.82,14.78,0,0,4.93,0,0.82
 36-46,0,0,0.81,1.61,19.34,0.81,0,5.64,0,3.22,1.61,1.61,7.25,4.83,0,51.56,28.2,0,18.53,1.61,0,14.5,35.45,0,5.64,157.91,0,79.76,14.5,0,489.85,0.81,0.81,41.09,0,0,27.39,0,0,0.81,0,0
 48-58,0,0,1.15,1.15,28.69,0,0,14.92,0,12.62,0.57,3.44,8.03,20.66,0,57.95,23.53,0,19.51,0,0.57,13.2,37.3,0,6.89,90.09,0.57,56.81,24.1,0,574.38,0,0,33.85,0,0,15.49,0,0,0,0,1.15
 60-70,0,0,5.89,0.98,67.73,1.96,0,24.54,0.98,16.69,1.96,4.91,33.37,13.74,0.98,78.52,15.7,0,22.58,5.89,0,26.5,27.48,0.98,1.96,64.78,0,65.76,27.48,0,513.34,0,0,41.22,0.98,0,4.91,9.82,0.98,0.98,0,1.96
 72-82,0,0,42.21,0,134.49,1.96,0,29.45,0,25.52,2.94,17.67,148.23,8.83,1.96,107,66.75,0,48.1,1.96,0.98,33.38,71.66,1.96,0,96.2,0,130.56,53.01,0,671.46,0.98,0,72.64,0,0,4.91,43.19,0.98,6.87,1.96,0.98
 84-94,0,0,33.99,4.25,288.87,1.06,4.25,26.55,0,67.97,1.06,6.37,299.49,10.62,0,147.62,117.89,0,84.96,16.99,1.06,22.3,74.34,1.06,1.06,74.34,0,148.69,66.91,0,1994.51,0,0,167.8,0,0,4.25,158.24,1.06,2.12,0,0
 96-106,0,0,41.53,8.74,472.11,7.65,3.28,48.09,2.19,118.03,1.09,9.84,474.3,0,1.09,185.78,166.11,0,132.23,15.3,0,27.32,102.73,4.37,2.19,153,0,251.35,120.21,0,1808.66,2.19,0,178.13,1.09,0,6.56,246.98,0,12.02,0,1.09
108-118,0.77,0,20.68,13.79,377.62,3.06,5.36,28.34,0.77,134.81,1.53,12.26,435.07,0,0.77,157.02,150.89,1.53,87.32,16.09,0,33.7,77.36,3.83,7.66,104.17,1.53,152.43,89.62,0,1802.31,0,0,157.79,0,0,3.06,238.98,0.77,8.43,2.3,2.3
120,0,0,5.88,0,194.02,0,1.96,7.84,1.96,97.99,0,3.92,231.25,0,0,141.1,52.91,0,47.03,15.68,0,17.64,29.4,0,0,74.47,0,80.35,64.67,0,825.07,1.96,0,96.03,0,0,0,84.27,1.96,9.8,1.96,0
