stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,368.98,6668.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.45,0,0,0,0,0,0,0,0,0,0,0
  5-6,177.76,2770.6,0,6.13,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,104.2,24.52,0,0,12.26,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,70.98,39.43,0,70.98,0,0,0,205.04,0,0,0,0,76.23,0,0,0,0,0,0,0,0,0,0,0,1406.36,57.83,0,0,633.52,0,0,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,62.94,0,88.12,0,15.73,0,157.35,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,1283.96,44.06,0,0,361.9,0,3.15,12.59,0,66.09,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,7,143,11,0,50,1,0,20,7,0,2,0,1,0,0,0,1,57,0,0,36,560,5,2,9,11,0,4,6,40,3,0,24,206,0,0,0,0,0
 24-34,0,0,0,3.28,42.68,0.82,0,81.26,2.46,1.64,31.19,4.1,0,0,0,0.82,1.64,1.64,0.82,0,114.92,0,0.82,32.83,765.86,7.39,3.28,11.49,0,0,13.95,0,0,0.82,0,2.46,211.78,0,0,12.31,0,1.64
 36-46,0,0,0,0.81,16.11,0,0,78.96,0.81,1.61,28.2,0,0,2.42,0,1.61,0,2.42,0,0.81,104.74,1.61,5.64,38.67,609.89,1.61,2.42,8.86,0,0,8.06,0.81,0,1.61,0,0,178.05,0,0,4.83,0,2.42
 48-58,0,0,0,0,10.9,0.57,0,71.73,1.72,4.59,48.2,1.72,0,3.44,0.57,0,0.57,4.02,0,1.15,160.09,0,2.87,24.67,315.02,0.57,1.72,6.31,0,0,2.87,0,0,0,0,0,96.4,0,1.15,5.16,0,1.72
 60-70,0,0,0,0,8.83,0,0,76.56,3.93,1.96,65.76,0.98,0,2.94,0.98,0.98,0.98,0.98,0.98,0.98,152.14,0.98,7.85,15.7,265.99,1.96,1.96,5.89,0,1.96,0,0,0,0.98,0,0,58.89,0,2.94,0.98,3.93,0.98
 72-82,0,0,0,0,21.6,1.96,0,67.73,0,15.71,72.64,2.94,0.98,6.87,0,6.87,1.96,4.91,0.98,0.98,176.7,0,6.87,19.63,225.78,1.96,4.91,6.87,0,2.94,1.96,0,0,1.96,0,0,24.54,0.98,6.87,8.83,3.93,1.96
 84-94,0,0,0,0,24.43,1.06,0,54.16,2.12,2.12,39.3,3.19,0,1.06,0,9.56,3.19,2.12,1.06,2.12,116.82,2.12,5.31,14.87,109.39,2.12,4.25,8.5,0,2.12,11.68,0,0,0,0,0,7.43,3.19,2.12,5.31,1.06,1.06
 96-106,0,0,0,0,19.67,1.09,0,48.09,2.19,7.65,33.88,1.09,0,1.09,1.09,14.21,1.09,2.19,0,0,99.45,1.09,8.74,13.11,112.56,3.28,4.37,10.93,0,3.28,8.74,0,0,0,0,0,9.84,0,1.09,3.28,1.09,1.09
108-118,0,0,0.77,0,21.45,2.3,0.77,30.64,7.66,3.83,25.28,3.83,0,0.77,3.83,8.43,3.06,0.77,1.53,3.06,79.66,0,3.83,7.66,109.53,3.06,0.77,9.19,0,2.3,6.89,0,0,0.77,1.53,0,3.83,5.36,1.53,5.36,2.3,2.3
120,0,0,0,0,33.32,0,0,21.56,1.96,7.84,21.56,7.84,0,0,3.92,5.88,0,1.96,5.88,1.96,66.63,0,3.92,7.84,84.27,0,0,5.88,0,1.96,17.64,0,0,1.96,1.96,0,1.96,0,1.96,0,3.92,0
