stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,158.14,2530.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,2629.61,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,0,0,0,12.26,0,42.91,0,0,0,0,0,0,0,0,0,0
  7-9,28.92,44.69,0,78.86,0,0,0,149.84,0,0,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,1093.54,44.69,0,0,407.45,0,0,7.89,0,2.63,0,0,0,0,0,0,0
 10-12,3.15,25.18,0,72.38,0,12.59,0,78.67,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,667.16,144.76,0,0,383.93,0,0,3.15,3.15,37.76,0,15.73,9.44,0,0,0,0
 14-21,0,0,1,1,97,15,0,17,0,2,0,21,3,3,3,0,0,0,0,0,0,38,0,0,48,240,174,0,6,14,0,7,2,66,14,11,72,220,0,0,0,0
 24-34,0,0,0,2.46,22.16,0.82,0,32.83,0,6.57,5.75,24.63,1.64,0,0.82,0,0,0,1.64,0.82,0,73.88,1.64,0,46.79,362.82,44.33,2.46,4.1,0,0,7.39,0,0,2.46,0,18.88,132.16,0,4.1,0,0
 36-46,0,0,0,0.81,20.14,0,0,67.68,0.81,2.42,16.11,36.26,0,0,2.42,0.81,0,0,0,0.81,0.81,113.6,0,2.42,52.37,471.32,22.56,3.22,4.03,0,0,4.83,0,0,0.81,0.81,0,132.13,0,2.42,0,0.81
 48-58,0,0,0,0,9.18,0,0,142.3,0,2.87,11.48,57.95,0,0,2.3,0.57,0,0.57,1.15,0,1.15,193.37,0,5.16,36.15,409.7,16.64,2.3,9.75,0,0.57,6.31,0,0,1.15,0,0,97.55,1.15,9.75,0,1.15
 60-70,0,0,0,0,12.76,0,0,202.19,0.98,6.87,8.83,84.41,2.94,0,0,0.98,0,1.96,0.98,0.98,0,301.33,0.98,12.76,20.61,464.26,9.82,1.96,5.89,0,0.98,2.94,0,0,1.96,0,0,61.84,6.87,3.93,0.98,2.94
 72-82,0,0,1.96,0,5.89,1.96,0,86.39,0,2.94,13.74,50.06,0.98,0,1.96,0.98,1.96,0,0.98,0,0,213.02,0.98,7.85,20.61,249.34,7.85,4.91,9.82,0,0,3.93,0,0,0.98,0,0,21.6,4.91,10.8,9.82,0
 84-94,0,0,0,0,12.74,1.06,1.06,80.71,0,2.12,4.25,31.86,2.12,0,0,3.19,1.06,2.12,0,0,1.06,166.74,0,6.37,14.87,120.01,5.31,2.12,5.31,0,0,6.37,0,0,1.06,0,0,16.99,6.37,7.43,3.19,1.06
 96-106,0,0,0,0,12.02,1.09,2.19,46.99,0,4.37,9.84,40.44,2.19,0,2.19,0,1.09,0,1.09,1.09,0,111.47,2.19,3.28,9.84,104.91,10.93,3.28,7.65,0,3.28,5.46,0,0,0,0,0,9.84,3.28,8.74,12.02,2.19
108-118,0,0,0.77,0,8.43,0,4.6,24.51,0.77,5.36,3.83,16.85,0.77,0,0.77,1.53,0.77,1.53,0,2.3,0,65.87,0.77,2.3,5.36,90.38,1.53,0.77,6.13,0,2.3,1.53,0,0,0.77,0,0,3.83,1.53,5.36,3.83,2.3
120,0,0,1.96,0,19.6,0,0,35.28,1.96,1.96,1.96,11.76,1.96,0,3.92,5.88,0,0,1.96,1.96,0,48.99,0,1.96,9.8,80.35,1.96,1.96,0,0,0,3.92,0,0,0,0,0,3.92,1.96,5.88,3.92,1.96
