stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,0,162,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,4,37,3,0,0,0,0,242,0,8,0,3,3,11,0,0,0,0,0
 24-34,0,1.64,1.64,806.08,16.42,0,148.57,2.46,26.27,5.75,19.7,1.64,1.64,13.13,4.1,26.27,0.82,15.6,11.49,5.75,132.16,52.53,0,63.21,1360.16,17.24,16.42,16.42,0,0.82,1636.79,0,0.82,4.93,7.39,18.06,184.69,0,0,37.76,0,6.57
 36-46,0,0.81,0.81,936.19,6.45,0,308.57,6.45,71.7,4.83,74.93,0.81,0.81,16.92,6.45,25.78,3.22,33.03,7.25,8.86,195.78,53.98,5.64,60.43,1784.56,31.42,20.14,13.7,0,0.81,2176.11,0.81,0,4.83,4.03,1.61,403.64,0,0,36.26,0,18.53
 48-58,0.57,0.57,0.57,923.25,55.66,0,1401.81,8.03,155.5,36.72,273.7,6.89,7.46,22.38,17.79,21.23,9.75,36.72,10.33,26.97,644.38,47.63,24.67,130.25,3465.21,61.4,24.1,26.97,0.57,4.59,1856.26,0,0,5.74,13.2,0,797.01,0,5.16,63.69,0,78.61
 60-70,0,2.94,0,1004.1,66.74,0,1893.36,16.69,182.56,35.33,326.85,11.78,8.83,10.8,26.5,33.37,16.69,39.26,10.8,12.76,739.09,48.09,25.52,95.21,3239.02,71.65,28.46,18.65,0.98,5.89,1814.83,0,0.98,9.82,6.87,0,499.59,1.96,11.78,53.98,4.91,88.34
 72-82,0,11.78,0,1090.63,195.35,3.93,1801.35,22.58,188.48,66.75,431.93,49.08,0.98,19.63,62.83,69.7,21.6,53.01,26.5,16.69,1034.67,57.92,45.16,114.85,3022.54,66.75,38.28,43.19,0,11.78,1675.7,0.98,0,13.74,13.74,0,247.38,15.71,25.52,121.73,34.36,89.33
 84-94,0,14.87,2.12,2048.67,201.79,9.56,1238.34,24.43,354.72,38.23,269.76,69.03,8.5,16.99,82.84,160.37,37.17,61.6,36.11,24.43,780.6,82.84,42.48,98.77,1805.46,112.58,37.17,55.23,0,11.68,4848.2,0,0,26.55,20.18,0,149.75,41.42,25.49,113.64,37.17,55.23
 96-106,0,18.58,1.09,2658.9,401.07,71.04,1728.88,80.87,389.05,67.76,548.61,199.99,1.09,30.6,191.25,210.92,62.29,102.73,158.46,16.39,1167.16,147.53,49.18,154.09,2567.1,68.85,124.58,107.1,0,26.23,4781.2,3.28,0,42.62,41.53,0,114.75,67.76,38.25,217.48,55.74,100.54
108-118,1.53,15.32,0.77,2638.74,168.51,92.68,997.28,25.28,493.28,61.28,352.34,106.47,0,12.26,98.81,225.19,40.6,66.64,87.32,13.02,958.22,133.28,40.6,141.7,2258.06,55.15,45.96,62.81,0,21.45,4784.97,0.77,0,18.38,12.26,0,71.23,40.6,28.34,106.47,27.57,55.92
120,1.96,5.88,0,2098.93,184.22,35.28,715.32,27.44,313.57,37.24,270.45,90.15,1.96,15.68,88.19,115.63,27.44,48.99,72.51,5.88,580.1,80.35,23.52,115.63,1775.57,76.43,41.16,58.79,0,15.68,2561.44,0,0,13.72,3.92,0,43.12,13.72,13.72,84.27,35.28,29.4
