stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,2.63,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,21.03,26.29,0,0,231.33,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,12.59,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,50.35,31.47,0,0,396.52,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,506,2,0,4,0,0,0,1,0,1,0,0,2,0,0,0,0,1,3,0,3,30,31,1,0,31,0,2,310,0,0,112,6,0,0,0,0,0
 24-34,0,0,0,65.67,0.82,0,20.52,1.64,0,0,0,0,0,0.82,0,0.82,0,1.64,0,0,4.1,0,0,5.75,76.34,2.46,1.64,0.82,0,0,4.1,0,0,0,62.39,9.85,0,0,3.28,0,3.28
 36-46,0,0.81,0,37.87,0,0,13.7,0.81,0.81,0,4.03,0,0,0.81,0,0,0.81,8.86,0,0,2.42,0,0,0.81,133.74,0,0.81,0,0,0,6.45,0,0,0,0.81,33.03,0,0,9.67,0,1.61
 48-58,0,0,0,20.66,0,0,25.82,0,0,0.57,1.15,0.57,0,0,0,0,0.57,6.31,0,0,6.89,0,0,2.3,186.49,0,0,0.57,0,0,2.87,0,0,0,0,32.13,0,0,13.2,0,1.72
 60-70,0,0,0,41.22,0,0,56.93,0.98,0.98,0,5.89,1.96,0,0,0,1.96,0,8.83,0,0,21.59,0,0,1.96,272.86,0,0,0,0,0,11.78,0,0,0.98,0,21.59,0,0.98,16.69,0,0
 72-82,0,0,0,30.43,2.94,0,82.46,0.98,0,0.98,6.87,0.98,0,0,3.93,1.96,0,11.78,0,0,13.74,0,0,6.87,321.99,0,0,1.96,0,0,17.67,0,0,0,0,25.52,0.98,2.94,27.49,0,0
 84-94,0,0,0,73.28,1.06,0,40.36,0,6.37,0,5.31,5.31,0,1.06,2.12,5.31,0,10.62,1.06,0,11.68,3.19,2.12,6.37,120.01,0,1.06,0,0,1.06,95.58,0,0,0,0,8.5,0,3.19,13.81,1.06,0
 96-106,0,0,0,131.14,2.19,0,30.6,2.19,3.28,1.09,5.46,5.46,0,4.37,15.3,8.74,0,9.84,2.19,1.09,20.76,4.37,2.19,1.09,111.47,1.09,0,0,0,0,67.76,0,0,0,0,5.46,0,0,28.41,3.28,1.09
108-118,0,0.77,0,62.04,1.53,0,21.45,1.53,0.77,1.53,6.13,8.43,0,0.77,26.04,4.6,0,8.43,3.83,1.53,15.32,0.77,0,7.66,141.7,0,0,0,0,1.53,32.94,0,0,0,0,0.77,0,0,18.38,1.53,0.77
120,0,0,0,31.36,0,1.96,23.52,0,3.92,1.96,3.92,1.96,0,0,37.24,0,0,3.92,0,0,19.6,1.96,0,7.84,97.99,0,1.96,0,0,3.92,13.72,0,0,0,0,1.96,0,0,21.56,0,0
