stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,5.26,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,7.89,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.61,22.03,0,0,40.91,0,0,9.44,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,27,3,0,6,0,0,0,2,2,1,0,1,0,0,0,0,19,0,0,9,43,19,0,0,4,0,0,0,4,0,1,13,24,0,0,3,0,1
 24-34,0,0,0,0,8.21,0.82,0,10.67,1.64,0.82,0,2.46,0,2.46,0,0,0,0,0,3.28,38.58,0,0,20.52,59.92,28.73,0,0,0,0,1.64,0,0,0.82,0.82,4.1,22.16,0,0,32.01,0,1.64
 36-46,0,0,0,0,0,0,0,7.25,1.61,0.81,4.03,0,0,0.81,0,0.81,0,0,0,3.22,49.15,0,0,10.47,30.62,33.03,0.81,0,0,0,0,0,0,0,1.61,0.81,17.72,0,0,21.75,0,4.83
 48-58,0,0,0,0,1.72,0.57,0,10.9,3.44,0.57,5.16,7.46,0,1.15,0,0.57,0,0,0,6.31,66.56,0,1.15,10.33,25.82,25.25,1.15,0.57,0,0,0,0,0,1.15,0,0,12.62,0,0,16.07,0,11.48
 60-70,0,0,0,0,0,0,0,13.74,5.89,0,3.93,3.93,2.94,1.96,0,0,3.93,0,0,2.94,64.78,0,0,9.82,26.5,15.7,0,0.98,0,2.94,0.98,0,0,0,0,0,13.74,0,1.96,18.65,0,14.72
 72-82,0,0,0,0,2.94,0.98,0,12.76,4.91,0,4.91,8.83,11.78,2.94,0.98,0.98,2.94,0.98,0,4.91,159.03,0,5.89,5.89,35.34,20.61,0,0,0,1.96,0,0,0,0,0,0,8.83,0.98,1.96,43.19,3.93,19.63
 84-94,0,0,0,0,9.56,1.06,0,16.99,10.62,0,5.31,9.56,30.8,1.06,0,8.5,6.37,1.06,0,9.56,130.63,0,2.12,9.56,44.61,29.74,0,0,0,2.12,1.06,0,0,0,0,0,3.19,6.37,3.19,25.49,3.19,9.56
 96-106,0,0,1.09,0,8.74,3.28,0,15.3,15.3,1.09,1.09,8.74,78.68,5.46,2.19,2.19,4.37,0,1.09,3.28,89.61,0,2.19,7.65,56.83,20.76,1.09,1.09,0,0,1.09,0,0,0,3.28,0,2.19,15.3,3.28,50.27,8.74,18.58
108-118,0,0,0,0,3.83,1.53,1.53,19.92,8.43,0.77,5.36,10.72,157.79,3.06,1.53,3.06,13.02,0,1.53,8.43,80.43,0.77,4.6,4.6,52.09,14.55,0.77,0.77,0,3.06,0,0,0,0.77,2.3,0,3.83,26.81,2.3,36,2.3,18.38
120,0,0,0,0,5.88,1.96,0,5.88,3.92,0,3.92,11.76,107.79,1.96,9.8,3.92,5.88,0,1.96,1.96,66.63,0,1.96,1.96,52.91,29.4,0,1.96,0,0,0,0,0,0,1.96,0,5.88,7.84,1.96,25.48,5.88,7.84
