stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.09,6.29,0,0,25.18,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,8,10,0,9,1,0,2,3,0,2,0,0,0,0,0,0,8,0,0,11,54,0,1,1,1,0,17,1,5,0,0,9,41,0,0,4,0,0
 24-34,0,0,0.82,0.82,7.39,0,0,4.93,0.82,0,4.1,0,0.82,0,0,1.64,0,0,0.82,0,21.34,0,0,10.67,120.67,0,0.82,1.64,0,0.82,45.97,0,0,0,0,3.28,41.86,0,0,4.1,0,0.82
 36-46,0,0,0,0,1.61,0,0,4.03,0,0.81,6.45,0.81,0,0.81,0,0.81,0,0,0.81,0.81,16.92,0.81,1.61,1.61,124.88,0.81,1.61,0,0,0,34.64,0,0,0.81,0.81,0,49.15,0,0,3.22,0,0
 48-58,0,0,0.57,0,2.3,0,0,10.33,0.57,0.57,12.62,0.57,1.15,0.57,0,0,0,0,0,0,25.25,1.15,0.57,0.57,124.52,0,0.57,1.15,0,0,24.1,0,0,0,1.15,0,29.84,0,0,0.57,0,0
 60-70,0,0,0,0,6.87,0,0,28.46,2.94,1.96,20.61,0.98,0,0,0.98,0,0,0.98,0,0,23.56,0.98,0.98,1.96,184.53,0,0.98,0,0,0,15.7,0,0,0,0,0,18.65,0,0,0.98,0.98,0.98
 72-82,0,0,0.98,0,10.8,1.96,0,64.79,0.98,2.94,17.67,0,0.98,0,0.98,0,0.98,0.98,0,0.98,47.12,3.93,1.96,1.96,231.67,0,0.98,2.94,0,0,23.56,0,0,0,0,0,17.67,0.98,0,1.96,0,2.94
 84-94,0,0,1.06,0,21.24,1.06,0,76.47,6.37,1.06,13.81,3.19,1.06,0,0,4.25,1.06,1.06,0,2.12,21.24,3.19,1.06,1.06,124.26,0,0,1.06,0,0,60.54,0,0,0,0,0,12.74,1.06,2.12,6.37,2.12,1.06
 96-106,0,0,2.19,0,13.11,2.19,1.09,87.43,1.09,2.19,12.02,5.46,0,1.09,1.09,4.37,1.09,1.09,1.09,1.09,24.04,7.65,1.09,0,122.4,0,3.28,1.09,0,1.09,52.46,0,0,1.09,0,0,3.28,0,0,3.28,1.09,2.19
108-118,0,0,4.6,0,24.51,2.3,7.66,99.58,9.19,4.6,19.15,7.66,0,0,0,0,1.53,0,0.77,1.53,28.34,1.53,0.77,2.3,130.21,0.77,3.06,1.53,0,2.3,25.28,0,0,0.77,0,0,3.83,3.83,0.77,3.06,0,0.77
120,1.96,0,3.92,0,19.6,0,3.92,68.59,3.92,1.96,19.6,3.92,0,0,3.92,0,1.96,0,0,1.96,29.4,0,3.92,1.96,143.06,0,3.92,0,0,0,35.28,0,0,0,0,0,0,0,0,0,0,0
