stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.6,3057.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0
  5-6,165.5,1440.46,0,6.13,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,98.07,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,144.58,26.29,0,165.61,0,2.63,39.43,0,0,0,0,0,162.98,0,0,0,0,0,0,0,0,0,0,0,504.71,60.46,0,0,139.32,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,144.76,0,3.15,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,1126.61,69.23,0,0,66.09,0,3.15,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,12,496,18,17,0,2,0,4,7,1,1,0,2,0,1,1,0,31,0,0,17,131,217,1,4,7,0,1,13,2,9,10,39,0,0,0,0,1
 24-34,0,0,0,28.73,687.06,0.82,12.31,0,22.98,0,9.85,6.57,0,0,0,0.82,0,21.34,2.46,0,92.76,12.31,0,32.01,75.52,19.7,11.49,9.03,0,0,26.27,0,0.82,10.67,10.67,24.63,0,0,0.82,0,0.82
 36-46,0,0,0.81,0,259.43,0,9.67,0,26.59,2.42,12.89,1.61,0,0,0,0.81,0.81,24.98,4.03,0,135.35,4.03,0,20.95,66.87,2.42,16.11,8.86,0,0,37.87,0,0,5.64,0,29.81,0,0,1.61,0,0
 48-58,0,0,0,0,215.18,0,16.07,1.15,54.51,3.44,11.48,0,4.59,1.15,0,0,0.57,9.18,1.15,0,168.7,1.72,1.15,12.62,44.18,1.72,14.92,5.74,0.57,0.57,45.9,0,0.57,4.02,0,20.66,0,0,2.87,0,0
 60-70,0,0,0,0,132.51,0,15.7,0,26.5,5.89,5.89,1.96,1.96,0.98,0.98,0,0.98,14.72,7.85,0.98,241.45,0.98,1.96,17.67,37.3,0,9.82,4.91,0,0.98,12.76,0,0,0,0,4.91,0.98,0.98,3.93,0.98,0.98
 72-82,0,0,0,0.98,189.46,0.98,28.47,0,34.36,7.85,17.67,2.94,0,0,0,4.91,0.98,18.65,49.08,0,465.31,1.96,1.96,23.56,57.92,0.98,33.38,1.96,0,0.98,7.85,0,0,0.98,0,9.82,2.94,2.94,11.78,0.98,0.98
 84-94,0,0,1.06,0,337.73,2.12,31.86,0,45.67,3.19,8.5,1.06,2.12,0,1.06,4.25,1.06,14.87,217.72,0,315.43,1.06,3.19,13.81,28.68,1.06,35.05,5.31,0,1.06,9.56,0,0,0,0,2.12,11.68,1.06,10.62,2.12,1.06
 96-106,0,0,0,0,276.49,2.19,33.88,2.19,59.01,6.56,12.02,7.65,0,0,1.09,2.19,2.19,31.69,332.23,0,417.47,1.09,3.28,17.49,90.71,1.09,74.31,7.65,0,6.56,7.65,0,2.19,0,0,3.28,19.67,1.09,10.93,1.09,1.09
108-118,0,0,0,0,200.68,0,19.92,0,39.83,9.19,9.19,3.06,0,0.77,0,3.06,1.53,17.62,577.54,0,394.47,0,3.06,15.32,66.64,1.53,32.94,3.06,0,3.06,3.06,0,1.53,0,0,2.3,33.7,1.53,13.79,0.77,0
120,1.96,0,0,0,152.86,0,15.68,0,27.44,5.88,0,5.88,0,0,1.96,0,0,5.88,199.9,0,264.57,3.92,0,9.8,41.16,0,35.28,1.96,0,3.92,0,0,0,0,0,0,15.68,1.96,5.88,1.96,0
