stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,856.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,410.69,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.32,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,100.7,9.44,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,34,7,0,1,0,0,0,1,1,0,5,0,1,0,0,1,0,25,0,0,17,38,1,0,1,0,0,9,3,0,0,7,5,0,0,8,0,0
 24-34,0,0,0,0,25.45,4.93,0,1.64,0,2.46,1.64,0,0,1.64,3.28,0,0,0,5.75,0,0,47.61,0,0,19.7,31.19,0.82,0,0,0,0,91.94,0,0,0.82,0.82,5.75,0,0,50.07,0,0
 36-46,0,0,0,0,4.03,0,0,3.22,0,3.22,2.42,1.61,0,0,5.64,1.61,0,0,2.42,0.81,0,52.37,0,0.81,12.09,27.39,3.22,1.61,0,0,0,88.62,0,0,0.81,0,7.25,0,0.81,24.98,0,0.81
 48-58,0,0,0,0,8.61,0.57,0,9.75,0,1.15,6.89,5.16,1.15,0,4.59,3.44,0,0,0.57,0.57,0,100.99,0,5.16,9.18,29.84,0,2.3,1.72,0,1.15,48.2,0,0.57,0.57,0,8.61,0,0.57,16.07,0,1.72
 60-70,0,0,0,0,10.8,0,0,5.89,0,2.94,3.93,9.82,2.94,0,4.91,1.96,0.98,0,4.91,0,0,111.89,1.96,4.91,12.76,55.95,2.94,1.96,2.94,0.98,0.98,65.76,0,1.96,0,0,1.96,0,8.83,24.54,0,0
 72-82,0,0,0,0,6.87,0,0,18.65,1.96,2.94,6.87,20.61,1.96,0,2.94,2.94,1.96,0,0,0,0,164.92,1.96,6.87,12.76,73.62,0,8.83,2.94,0,0.98,90.31,0,0,0,0,8.83,0.98,9.82,40.25,6.87,1.96
 84-94,0,0,1.06,0,28.68,2.12,0,30.8,3.19,5.31,4.25,12.74,9.56,0,2.12,13.81,5.31,3.19,3.19,0,2.12,117.89,1.06,7.43,7.43,41.42,1.06,4.25,3.19,0,0,257.01,0,1.06,1.06,0,3.19,4.25,15.93,40.36,13.81,0
 96-106,0,0,1.09,0,30.6,2.19,0,15.3,2.19,5.46,3.28,15.3,17.49,0,2.19,8.74,6.56,3.28,5.46,0,0,73.22,1.09,9.84,8.74,48.09,0,6.56,6.56,0,4.37,277.58,0,2.19,0,0,5.46,5.46,14.21,37.16,21.86,4.37
108-118,0,0,0,0,40.6,0,2.3,13.02,0.77,9.96,4.6,11.49,9.19,0,3.06,11.49,6.89,2.3,4.6,0,0.77,72.77,4.6,3.83,7.66,50.55,0.77,5.36,3.06,0,3.06,185.36,0,2.3,0,0,0,5.36,8.43,24.51,9.96,0
120,0,0,0,0,58.79,1.96,0,13.72,1.96,7.84,0,15.68,29.4,0,0,11.76,5.88,0,3.92,1.96,0,56.83,9.8,0,1.96,80.35,0,3.92,7.84,0,9.8,197.94,0,11.76,0,0,1.96,1.96,5.88,37.24,5.88,0
