stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,31.54,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,3,6,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,1.64,0,4.1,0,0,0,11.49,0,0.82,0.82,0,0,0,0,0.82,0,2.46,3.28,0,0,0,0,0
 36-46,0,0,0,0,2.42,1.61,0,16.11,0,0.81,0,0,0,0,0,0,0,0,0,0.81,0,4.03,0,0,0,18.53,0.81,0,0,0,0,1.61,0,1.61,0,0,3.22,0,0,0.81,0,0.81
 48-58,0,0,0,0,1.15,0.57,0,157.22,0,0.57,0.57,0.57,0,0,0,0,0,0,0,0,0,2.3,0,0,0.57,18.94,0,0,0,0,0,1.15,0,0,0,0,4.59,0,0,0,0,1.72
 60-70,0,0,0.98,0,15.7,7.85,0,1096.36,2.94,1.96,9.82,39.26,5.89,0,1.96,8.83,0.98,2.94,0,0.98,0.98,80.48,0.98,6.87,6.87,256.18,1.96,0,1.96,0,0,23.56,0,0.98,0,0,27.48,0.98,0.98,5.89,0.98,9.82
 72-82,0,0,7.85,0.98,173.75,192.41,4.91,2625.95,19.63,20.61,60.86,391.68,48.1,0,19.63,59.88,24.54,24.54,17.67,33.38,17.67,1037.62,18.65,39.27,118.78,2397.22,10.8,35.34,52.03,0.98,11.78,199.28,0.98,17.67,5.89,0,251.31,15.71,27.49,112.89,35.34,65.77
 84-94,0,0,6.37,0,170.99,134.88,3.19,2307.81,9.56,30.8,27.61,212.41,29.74,3.19,12.74,43.54,14.87,15.93,16.99,21.24,18.05,613.86,13.81,35.05,77.53,1176.74,25.49,22.3,27.61,0,7.43,275.07,0,11.68,2.12,0,120.01,14.87,16.99,62.66,30.8,18.05
 96-106,0,0,13.11,0,288.51,261.19,19.67,2171.49,33.88,44.81,44.81,379.22,73.22,1.09,24.04,97.26,42.62,36.06,33.88,91.8,9.84,811.99,26.23,34.97,100.54,1642.55,10.93,62.29,55.74,0,28.41,434.95,1.09,9.84,6.56,0,83.06,21.86,18.58,132.23,39.34,52.46
108-118,1.53,0,9.96,0.77,223.66,175.41,21.45,1626.91,14.55,48.26,52.85,333.96,51.32,0,10.72,68.94,25.28,24.51,17.62,67.4,11.49,893.88,16.09,32.17,108,1994.57,22.21,32.94,38.3,0.77,19.15,295.66,0,8.43,4.6,0,67.4,16.09,19.92,92.68,23.74,42.89
120,0,0,5.88,0,280.25,162.66,5.88,1724.61,13.72,76.43,45.08,260.65,47.03,0,17.64,94.07,17.64,21.56,15.68,48.99,3.92,672.21,7.84,37.24,123.47,1897.07,41.16,29.4,41.16,0,3.92,237.13,0,15.68,3.92,0,62.71,9.8,17.64,86.23,25.48,23.52
