stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,7.89,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,47.32,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,3.15,0,0,40.91,0,3.15,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,7,36,12,0,32,0,0,0,4,2,0,0,0,0,0,0,0,1,22,0,0,23,205,2,1,0,5,0,15,34,2,0,68,90,0,0,1,0,0
 24-34,0,0.82,5.75,6.57,3.28,0,50.89,0,0,0,6.57,0.82,0,0.82,0.82,2.46,0.82,1.64,0.82,0.82,32.01,0,0.82,12.31,349.68,4.93,4.93,0,0,0,16.42,0,1.64,0,10.67,91.94,0,0,13.95,0,0.82
 36-46,0,0,0,3.22,0,0,61.23,1.61,0.81,3.22,6.45,0.81,0,4.03,0,0.81,0.81,0.81,0,0,33.84,0.81,0,5.64,269.09,0.81,2.42,0,0,0,12.09,0,0,0.81,0,57.2,0,0,3.22,0,1.61
 48-58,0,1.15,0,2.87,0,0,115.91,0.57,0,1.15,31.56,0.57,0.57,1.15,1.72,0,0,0.57,0.57,0,32.13,0.57,1.15,8.03,171.57,0.57,2.87,0,0,0,8.03,0,0,0,0,42.46,0,0,3.44,0,1.15
 60-70,0,0,0,6.87,0,0,165.88,0.98,0,0,23.56,0,0.98,0.98,0.98,0,0,0.98,0,0,34.35,0,2.94,0.98,117.78,0,1.96,0,0,0,11.78,0,0,0,0,13.74,0,0,5.89,0,0
 72-82,0,1.96,0,0.98,1.96,0,118.78,0,0,0.98,30.43,0.98,0,1.96,4.91,0,0.98,0,0,0.98,45.16,0,1.96,5.89,117.8,0,7.85,1.96,0,0.98,12.76,0,0,0,0,13.74,0.98,0.98,8.83,0,0.98
 84-94,0,0,0,7.43,3.19,0,83.9,0,1.06,2.12,21.24,2.12,0,0,5.31,3.19,3.19,0,0,0,33.99,2.12,2.12,4.25,66.91,0,6.37,0,0,0,36.11,0,0,0,0,4.25,0,0,5.31,1.06,0
 96-106,0,3.28,0,4.37,0,1.09,41.53,0,0,0,25.14,3.28,0,2.19,6.56,3.28,1.09,1.09,1.09,0,21.86,2.19,0,4.37,43.71,0,4.37,3.28,0,1.09,33.88,0,0,0,0,5.46,0,1.09,5.46,0,1.09
108-118,0,1.53,0,14.55,3.06,2.3,34.47,0.77,3.83,0.77,19.15,2.3,0,0.77,3.83,0.77,1.53,1.53,1.53,0,22.21,0,1.53,3.06,33.7,0,3.83,0.77,0,0,20.68,0,0,0.77,0,2.3,0,0,4.6,0,1.53
120,0,0,0,23.52,5.88,0,21.56,0,3.92,1.96,25.48,0,0,0,15.68,0,0,0,1.96,0,19.6,0,0,3.92,72.51,0,5.88,0,0,0,48.99,0,0,0,0,3.92,0,0,7.84,0,0
