stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,3531.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0
  5-6,122.59,1881.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,13.14,0,13.14,0,0,0,23.66,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,236.58,21.03,0,0,73.6,0,0,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,22.03,0,3.15,0,31.47,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.15,179.38,6.29,0,0,91.26,0,0,12.59,3.15,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,1,19,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,11,100,2,0,1,6,0,6,0,16,1,12,30,0,0,1,0,0
 24-34,0,0,0.82,3.28,9.03,0.82,0,32.01,0,0,2.46,7.39,0.82,0,1.64,0.82,0.82,0,0,0,0,36.94,0,0,17.24,265.14,4.93,0.82,1.64,0,0,14.78,0,0,0.82,0.82,75.52,0,0,11.49,0,0
 36-46,0,0,0,0,14.5,0.81,0,42.7,0,4.03,1.61,13.7,1.61,0,1.61,0,0,2.42,1.61,0.81,0,52.37,0,0,24.17,185.3,3.22,0.81,3.22,0,0,9.67,0.81,0.81,0,0,58.81,0,0,16.92,0,0
 48-58,0,0,0,0,5.74,0,0,41.31,0,2.3,2.3,17.21,0.57,0,0,0,0.57,0.57,2.3,1.15,0,69.43,0,1.72,12.05,89.51,1.15,0,1.72,0,0,10.9,0,0,0,0,22.95,0,0,8.03,0,1.15
 60-70,0,0,0,0,12.76,0,0,59.87,0,3.93,1.96,22.58,0.98,0,2.94,0.98,0,0,0,0.98,0,104.04,0.98,0.98,8.83,94.23,2.94,0.98,1.96,0,0.98,6.87,0,0,1.96,0,23.56,0,1.96,10.8,0,1.96
 72-82,0,0,0,0,8.83,1.96,0,45.16,0,1.96,4.91,18.65,2.94,0,0.98,0.98,0,0,2.94,0,0,97.18,0.98,0,9.82,117.8,0,1.96,2.94,0,0,8.83,0,0,0,0,28.47,0,0.98,19.63,2.94,2.94
 84-94,0,0,0,0,14.87,1.06,0,42.48,0,7.43,4.25,12.74,1.06,1.06,2.12,0,4.25,3.19,1.06,0,1.06,64.78,0,3.19,16.99,57.35,1.06,0,5.31,0,0,19.12,0,0,5.31,0,7.43,1.06,2.12,7.43,3.19,0
 96-106,0,0,1.09,0,16.39,3.28,2.19,30.6,1.09,3.28,2.19,18.58,5.46,0,0,4.37,4.37,3.28,2.19,0,0,59.01,0,2.19,9.84,63.39,3.28,0,3.28,0,0,20.76,0,0,0,0,7.65,1.09,0,18.58,1.09,2.19
108-118,0,0,0,0,16.09,0,5.36,29.11,0,7.66,3.83,19.92,8.43,0,0,0,2.3,1.53,0,3.06,0,52.09,0.77,1.53,7.66,60.51,3.83,1.53,3.06,0,0,20.68,0,0,0.77,0,4.6,0,1.53,9.19,0.77,2.3
120,0,0,0,0,25.48,0,3.92,25.48,0,7.84,1.96,15.68,1.96,0,1.96,9.8,5.88,1.96,0,0,0,58.79,0,0,5.88,70.55,0,3.92,3.92,0,0,37.24,0,0,0,0,1.96,0,0,19.6,0,0
