stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,1489.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,1017.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,2.63,0,21.03,0,0,28.92,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,349.62,15.77,0,0,115.66,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,3.15,28.32,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,242.32,3.15,0,0,132.17,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,10,3,4,0,0,0,1,1,0,0,0,1,0,0,0,1,9,0,0,9,71,3,0,0,3,0,2,0,11,0,0,11,31,0,0,0,0,0
 24-34,0,0,0.82,2.46,9.03,0.82,18.06,0,2.46,0.82,3.28,0,0,0.82,0.82,0,0.82,0.82,0,0.82,22.98,0,0,5.75,240.51,3.28,3.28,5.75,0,0,9.03,0,0,0.82,0.82,0.82,61.56,0,0,11.49,0,0.82
 36-46,0,0,0,0,5.64,0,48.34,1.61,0,1.61,7.25,0,0,0.81,0.81,0,0.81,0.81,0,0,28.2,0.81,0,4.03,323.88,0,4.83,1.61,0,0,9.67,0,0,0.81,0,0,73.32,0,0,6.45,0,0.81
 48-58,0,0,0,0,6.31,1.15,74.59,1.15,0.57,1.15,13.77,0.57,0,1.72,0.57,0.57,0,0.57,0,0.57,22.95,0.57,2.3,9.18,258.79,1.72,1.72,1.15,0,0,4.59,0,0,0,0.57,0,51.07,0,0,4.59,0,0.57
 60-70,0,0,1.96,0,4.91,0.98,127.6,1.96,0.98,3.93,18.65,0,1.96,0,0,0,0.98,0.98,0.98,0,62.82,0.98,0,6.87,438.74,1.96,0.98,2.94,0,0.98,10.8,0,0,0.98,0.98,0,47.11,0,0.98,7.85,0,3.93
 72-82,0,0,0.98,0,6.87,0,86.39,0,1.96,1.96,17.67,3.93,0,0.98,2.94,0.98,0,0.98,0.98,0,61.84,0,4.91,3.93,314.13,0,2.94,1.96,0,0.98,7.85,0,0,0,0.98,0,17.67,0.98,3.93,14.72,0.98,2.94
 84-94,0,0,4.25,0,12.74,4.25,77.53,0,3.19,1.06,20.18,4.25,0,1.06,3.19,2.12,1.06,0,0,2.12,40.36,0,2.12,2.12,144.44,2.12,1.06,2.12,0,1.06,11.68,0,0,2.12,0,0,8.5,1.06,1.06,10.62,2.12,2.12
 96-106,0,0,1.09,0,5.46,3.28,51.36,0,0,1.09,14.21,3.28,0,1.09,5.46,2.19,2.19,1.09,0,1.09,37.16,0,1.09,2.19,88.52,0,2.19,4.37,0,0,6.56,0,0,0,0,0,6.56,1.09,0,8.74,2.19,1.09
108-118,0,0,0.77,0,8.43,2.3,44.43,0.77,2.3,0,18.38,3.06,0,1.53,3.83,0.77,2.3,2.3,0.77,1.53,29.87,0,3.83,1.53,112.6,0.77,0.77,3.83,0,1.53,10.72,0,0,1.53,0,0,6.13,0.77,1.53,13.02,0.77,2.3
120,0,0,0,0,17.64,3.92,45.08,0,5.88,0,17.64,7.84,0,0,3.92,1.96,1.96,1.96,0,1.96,17.64,0,1.96,11.76,145.02,0,3.92,1.96,0,3.92,5.88,0,0,0,0,0,13.72,0,0,5.88,0,0
