stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,3.15,0,0,3.15,0,6.29,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,11,17,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,2,3,0,0,0,0,0,12,0,0,0,23,6,1,0,0,2,0,0
 24-34,0,0,0,0.82,35.3,25.45,0,3.28,42.68,0.82,0.82,0.82,0,0,1.64,9.03,3.28,0.82,6.57,0.82,11.49,0.82,0,23.8,43.51,0,3.28,0,0,0,27.91,0,0,2.46,70.59,20.52,11.49,0,0,13.13,0,0.82
 36-46,0,0,0,0,15.31,15.31,0,5.64,50.76,2.42,0,0.81,1.61,0,4.03,6.45,2.42,3.22,5.64,0,2.42,0,0,13.7,36.26,0.81,4.03,1.61,0,0,29.81,0,0,0.81,58.81,4.03,5.64,0,0,11.28,0,0
 48-58,0,0,0,0,9.75,10.9,0,9.75,32.13,2.3,0.57,3.44,1.15,0.57,0,5.74,1.15,10.33,2.3,0.57,5.16,0,1.15,5.74,39.59,0,1.72,2.3,0.57,0,21.23,0,0,0,35.58,0,8.03,0,0,10.33,0,1.15
 60-70,0,0,0,0,11.78,18.65,0,13.74,41.22,4.91,0.98,4.91,0,0,0.98,11.78,0,29.45,7.85,0,12.76,1.96,0.98,14.72,28.46,0,0,1.96,0,0,36.32,0,0,0,23.56,0,3.93,0,0,12.76,0,0.98
 72-82,0,0,0.98,0,16.69,66.75,0,12.76,34.36,3.93,0.98,15.71,4.91,0.98,0.98,15.71,1.96,16.69,9.82,0.98,31.41,2.94,4.91,17.67,29.45,0,1.96,3.93,0,0,42.21,0,0,3.93,17.67,0,0.98,0.98,1.96,22.58,1.96,1.96
 84-94,0,0,0,0,54.16,56.29,0,14.87,50.98,4.25,0,18.05,2.12,0,1.06,24.43,4.25,29.74,4.25,0,22.3,1.06,5.31,13.81,27.61,0,2.12,6.37,0,1.06,120.01,0,0,2.12,35.05,0,2.12,2.12,2.12,19.12,0,1.06
 96-106,0,0,3.28,0,31.69,33.88,0,14.21,85.24,9.84,1.09,22.95,8.74,0,1.09,20.76,4.37,29.51,14.21,1.09,40.44,2.19,4.37,10.93,20.76,0,9.84,7.65,0,1.09,103.82,0,0,0,32.79,0,1.09,4.37,6.56,20.76,2.19,1.09
108-118,0,0,0.77,0,60.51,32.94,0.77,13.02,81.19,8.43,0.77,22.98,8.43,0,0,18.38,7.66,36,10.72,0,23.74,0.77,1.53,20.68,29.87,0,4.6,6.13,0,0.77,62.81,0,0,0.77,44.43,0,1.53,6.13,3.83,13.02,0,1.53
120,0,0,0,1.96,58.79,19.6,0,0,78.39,5.88,1.96,25.48,0,0,0,41.16,5.88,15.68,13.72,0,25.48,1.96,1.96,31.36,23.52,0,0,3.92,0,1.96,82.31,0,1.96,1.96,13.72,0,1.96,1.96,7.84,9.8,0,0
