stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,224.02,2859.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,122.59,1385.3,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,7.89,0,5.26,0,0,0,44.69,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,226.07,7.89,0,0,70.98,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,31.47,0,3.15,0,47.2,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,336.73,22.03,0,0,47.2,0,0,6.29,0,9.44,0,0,3.15,0,0,0,0,0
 14-21,0,0,2,6,136,15,0,28,0,6,0,4,12,11,4,1,10,0,0,0,1,32,1,0,22,205,14,3,4,2,0,41,4,21,9,0,11,69,0,0,2,0,0
 24-34,0,0,2.46,2.46,51.71,4.1,0,53.36,0,19.7,1.64,11.49,3.28,0,2.46,2.46,18.06,0,2.46,0.82,1.64,65.67,7.39,0,24.63,273.35,6.57,13.95,9.03,0,0,229.02,0.82,0,14.78,0,8.21,77.16,0,0,27.91,0,2.46
 36-46,0,0,0,0.81,30.62,5.64,0,93.46,0,4.03,4.83,19.34,0.81,0,5.64,4.03,14.5,0.81,2.42,1.61,2.42,78.15,5.64,1.61,19.34,274.73,6.45,29.81,8.86,0,0,208.67,1.61,0,11.28,0,0,65.26,0,0,18.53,0,1.61
 48-58,0,0,2.3,1.72,28.69,5.74,0,110.74,0.57,20.08,4.02,35.58,1.72,1.72,4.02,6.31,7.46,0,6.31,1.15,11.48,105.58,9.75,2.87,12.05,185.91,8.03,11.48,14.35,0,0.57,306.41,0,0,8.03,0,0,47.63,0,1.72,17.79,0,1.72
 60-70,0,0,0.98,0,51.04,13.74,0,182.56,0,18.65,8.83,60.85,7.85,1.96,1.96,4.91,9.82,0.98,10.8,5.89,0.98,148.21,9.82,6.87,10.8,198.27,5.89,22.58,8.83,0,1.96,242.44,0,0,18.65,0,0,52.02,0.98,0.98,24.54,0,1.96
 72-82,0,0,13.74,0,71.66,65.77,0,302.35,0,16.69,11.78,195.35,87.37,0.98,4.91,15.71,27.49,2.94,18.65,34.36,1.96,263.09,14.72,10.8,16.69,235.6,14.72,25.52,30.43,0,3.93,226.76,0,0,32.39,0,0,40.25,6.87,5.89,41.23,9.82,1.96
 84-94,0,0,10.62,1.06,167.8,69.03,1.06,280.38,0,64.78,8.5,185.86,210.28,2.12,1.06,33.99,44.61,4.25,21.24,121.07,3.19,206.04,11.68,13.81,11.68,184.79,12.74,28.68,41.42,0,3.19,741.3,0,0,70.09,1.06,0,24.43,30.8,8.5,38.23,4.25,8.5
 96-106,0,0,16.39,2.19,140.98,45.9,2.19,216.38,1.09,27.32,7.65,149.72,191.25,0,6.56,18.58,31.69,9.84,19.67,91.8,1.09,151.91,13.11,9.84,6.56,187.97,8.74,27.32,33.88,0,2.19,349.71,0,0,28.41,1.09,0,27.32,13.11,2.19,33.88,3.28,5.46
108-118,0,0,2.3,3.83,137.87,52.09,3.06,171.58,0.77,39.06,6.89,195.32,217.53,0,1.53,18.38,30.64,10.72,13.02,551.49,1.53,170.81,7.66,9.19,7.66,238.21,13.02,24.51,32.17,0,3.83,205.28,0,0,25.28,0,0,9.19,15.32,0,31.4,5.36,6.13
120,0,0,1.96,1.96,78.39,58.79,0,101.91,0,19.6,7.84,109.75,60.75,0,1.96,13.72,11.76,0,3.92,35.28,0,117.59,7.84,3.92,1.96,109.75,5.88,19.6,13.72,0,0,131.31,0,0,11.76,0,0,13.72,15.68,1.96,15.68,0,3.92
