stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,553.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,416.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,21.03,0,18.4,0,0,0,47.32,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,346.99,13.14,0,0,131.44,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,22.03,0,0,0,59.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.26,3.15,0,0,125.88,3.15,3.15,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,18,5,0,8,0,1,0,4,2,0,0,0,0,0,0,0,0,13,0,0,9,102,1,1,1,2,2,0,19,2,1,17,47,0,0,0,0,0
 24-34,0,0,0.82,0.82,3.28,0,0,17.24,0,0,0,8.21,0,0,0,0,0,0,0,2.46,0,8.21,0,0,7.39,193.72,2.46,1.64,2.46,0,5.75,0,0,0,0,9.03,64.03,0,0,3.28,0,1.64
 36-46,0,0,0,0,2.42,0,0,41.09,0,0.81,2.42,8.86,0,0,2.42,0,0.81,0,0,0,0,16.92,0,0.81,5.64,290.04,0,1.61,1.61,0,4.83,0,0.81,0,0,0,52.37,0,0,4.03,0,0.81
 48-58,0,0,0,0,2.3,0,0,80.91,0.57,0.57,0.57,13.77,0.57,0,1.15,0.57,0.57,1.15,1.72,1.15,0.57,30.99,1.15,1.72,5.16,195.09,0.57,0,0.57,0,1.15,0,0,0,0,0,43.04,0,0.57,2.87,0,1.15
 60-70,0,0,0.98,0,5.89,0,0,127.6,0.98,0,0.98,12.76,0,0,0.98,0,0,0,0,0,0,39.26,0.98,1.96,4.91,210.05,0,0.98,2.94,0,3.93,0,0,0.98,0,0,24.54,0,1.96,1.96,0,1.96
 72-82,0,0,0.98,0,7.85,1.96,0,60.86,0,0.98,1.96,18.65,0.98,0.98,0.98,2.94,0.98,0,0.98,0,0,39.27,0,0,3.93,134.49,0,0.98,4.91,0,2.94,0,0,0.98,0,0,5.89,1.96,0,7.85,0,2.94
 84-94,0,0,2.12,0,4.25,2.12,0,44.61,0,3.19,2.12,13.81,0,0,2.12,2.12,3.19,2.12,1.06,0,1.06,24.43,1.06,3.19,3.19,71.16,0,2.12,3.19,0,19.12,0,0,1.06,0,0,7.43,0,0,1.06,0,3.19
 96-106,0,0,2.19,0,7.65,2.19,1.09,44.81,1.09,3.28,1.09,12.02,2.19,0,1.09,4.37,2.19,0,3.28,0,1.09,26.23,0,0,2.19,49.18,2.19,1.09,2.19,0,7.65,0,0,0,0,0,4.37,0,0,6.56,0,1.09
108-118,0,0,0.77,0,8.43,0,0,35.23,0,2.3,0.77,11.49,1.53,0,0.77,3.83,1.53,0.77,0.77,1.53,0,21.45,1.53,0.77,1.53,55.15,1.53,0.77,1.53,0,6.13,0,0,0,0,0,4.6,0,0,6.13,3.06,1.53
120,0,0,0,0,11.76,5.88,1.96,35.28,0,1.96,1.96,11.76,1.96,0,1.96,3.92,3.92,0,0,1.96,0,21.56,1.96,0,3.92,60.75,0,3.92,5.88,0,1.96,0,0,1.96,0,0,0,3.92,0,3.92,1.96,1.96
