stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,19,0,0,269,0,1,0,0,0,4,0,0,3,0,0,1,0,12,1,0,4,853,1,2,0,0,0,0,1,0,0,2,44,0,0,0,0,0
 24-34,0,0.82,0,0,34.48,3.28,0,1044.13,0,1.64,3.28,3.28,1.64,1.64,1.64,1.64,18.88,0.82,0.82,0.82,11.49,231.48,0.82,0.82,43.51,2864.79,0.82,32.01,0.82,0.82,0.82,7.39,0,2.46,0,1.64,210.14,0,0,6.57,0,0.82
 36-46,0,0,0,0,9.67,0.81,0,1603.28,0.81,0,9.67,43.51,0.81,0,2.42,2.42,10.47,0.81,0.81,0.81,6.45,369,1.61,12.89,33.03,4286.16,2.42,33.84,0.81,0,0.81,12.89,0,0,0,0.81,371.41,0,0,3.22,0.81,2.42
 48-58,1.15,0,0,0,33.85,1.72,0,2330.8,1.72,4.02,21.8,121.07,0.57,0,2.3,4.59,2.3,2.87,0,1.72,5.74,584.13,1.72,29.26,40.17,5242.28,2.87,14.92,6.89,0,0.57,16.64,0.57,1.15,2.3,0,467.65,0,0.57,12.62,0.57,10.9
 60-70,0.98,0,0.98,0,33.37,8.83,0,2824.82,0,4.91,21.59,142.32,0.98,0,2.94,6.87,0.98,1.96,1.96,0.98,7.85,584.99,0.98,44.17,13.74,5075.45,3.93,11.78,2.94,0,0,12.76,0,2.94,2.94,0,395.55,1.96,6.87,2.94,1.96,6.87
 72-82,0,0,0.98,0,67.73,21.6,0,2533.67,3.93,3.93,36.32,216.95,5.89,1.96,4.91,8.83,1.96,3.93,4.91,1.96,1.96,988.53,4.91,58.9,38.28,4125.92,0.98,13.74,9.82,0,5.89,27.49,0,0.98,1.96,0,215.97,3.93,23.56,10.8,28.47,15.71
 84-94,0,0,1.06,0,122.13,12.74,0,1896.8,4.25,10.62,19.12,190.1,3.19,0,2.12,7.43,1.06,11.68,0,9.56,2.12,697.76,1.06,60.54,19.12,2394.89,1.06,16.99,3.19,0,2.12,47.79,0,3.19,3.19,0,155.06,8.5,28.68,4.25,23.36,2.12
 96-106,1.09,0,1.09,0,130.05,19.67,1.09,1437.09,2.19,6.56,24.04,204.36,4.37,0,5.46,9.84,3.28,1.09,6.56,7.65,0,669.92,4.37,66.66,21.86,1983.52,3.28,28.41,16.39,0,5.46,63.39,0,2.19,2.19,0,68.85,19.67,14.21,3.28,30.6,9.84
108-118,0,0,0,0.77,68.94,7.66,2.3,1183.41,1.53,5.36,22.21,140.94,2.3,0,1.53,7.66,1.53,2.3,0.77,3.06,0,509.37,2.3,44.43,15.32,2465.63,1.53,21.45,6.89,0,6.13,38.3,0,0,0,0,35.23,14.55,3.83,6.13,15.32,2.3
120,1.96,0,0,0,50.95,7.84,0,1017.13,5.88,9.8,15.68,111.71,0,0,0,9.8,0,3.92,0,5.88,0,370.4,0,39.2,21.56,2189.08,1.96,15.68,9.8,0,1.96,33.32,0,3.92,0,0,33.32,5.88,11.76,3.92,17.64,1.96
