stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,276.74,4190.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,2016.65,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,12.26,0,0,24.52,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,5.26,0,0,39.43,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,312.82,5.26,0,0,160.35,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,44.06,0,84.97,0,25.18,160.5,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,1608.1,31.47,0,0,330.43,0,0,3.15,3.15,56.65,0,6.29,9.44,0,0,0,0,0
 14-21,0,0,1,25,1451,112,403,0,5,0,79,28,2,4,0,15,0,1,1,4,314,2,0,258,3536,143,2,51,33,0,8,1,154,41,273,678,1272,0,0,39,0,0
 24-34,0,0.82,0.82,7.39,219.99,9.85,219.17,2.46,13.13,4.93,111.64,13.13,0.82,10.67,1.64,3.28,4.1,15.6,4.93,0.82,285.66,0,1.64,183.87,3560.05,61.56,9.03,41.04,0,0,8.21,0,5.75,15.6,104.25,119.02,992.42,0,0,123.13,0,1.64
 36-46,0,0,0,0.81,49.95,0,128.1,2.42,15.31,8.86,212.7,0.81,0,9.67,0.81,0,3.22,20.14,1.61,1.61,167.58,0.81,1.61,82.18,3152.58,15.31,1.61,19.34,0,0.81,8.06,0,0.81,5.64,33.84,0,870.93,0,0,70.09,0,2.42
 48-58,0,0,0,0,48.2,1.15,226.08,6.89,13.2,8.03,327.07,1.72,0,10.33,4.02,1.15,3.44,21.23,1.15,1.15,195.09,1.72,4.02,60.82,2067.99,6.31,0,28.69,0,2.3,4.59,0.57,0,2.87,13.77,0.57,630.04,0,1.72,39.59,0.57,4.59
 60-70,0,0,0,0.98,44.17,0.98,312.12,5.89,7.85,5.89,295.44,0.98,0,2.94,0.98,1.96,6.87,15.7,0.98,0.98,229.68,0.98,0.98,29.45,1547.86,4.91,0.98,20.61,0,2.94,2.94,0,0,8.83,10.8,0,313.11,0,3.93,40.24,4.91,3.93
 72-82,0,0,6.87,2.94,59.88,1.96,577.22,5.89,7.85,9.82,377.94,9.82,0,13.74,2.94,1.96,14.72,18.65,4.91,0,376.96,0,13.74,40.25,1257.51,0.98,3.93,42.21,0,1.96,7.85,0.98,0,1.96,1.96,0,140.38,1.96,24.54,82.46,12.76,4.91
 84-94,0,0,2.12,3.19,115.76,0,428,6.37,21.24,5.31,225.15,26.55,1.06,8.5,4.25,8.5,16.99,13.81,3.19,1.06,267.63,4.25,15.93,33.99,711.57,3.19,2.12,44.61,0,2.12,10.62,0,0,19.12,8.5,0,109.39,9.56,25.49,73.28,23.36,3.19
 96-106,0,0,5.46,5.46,91.8,5.46,373.75,7.65,6.56,4.37,245.89,22.95,0,21.86,5.46,4.37,15.3,20.76,3.28,0,230.59,0,8.74,34.97,562.82,1.09,5.46,77.59,0,6.56,8.74,1.09,0,14.21,4.37,0,45.9,8.74,18.58,78.68,20.76,2.19
108-118,0,0,4.6,6.13,78.13,2.3,270.38,3.83,17.62,2.3,220.6,26.04,0,7.66,5.36,4.6,26.04,9.96,7.66,0,190.72,0.77,4.6,21.45,736.09,2.3,0.77,45.96,0,2.3,5.36,0,0,8.43,6.89,0,24.51,11.49,13.79,73.53,12.26,2.3
120,0,0,0,1.96,97.99,0,164.62,7.84,11.76,1.96,158.74,15.68,0,3.92,1.96,3.92,15.68,7.84,0,1.96,150.9,1.96,3.92,27.44,576.18,3.92,3.92,29.4,0,3.92,5.88,0,0,7.84,1.96,0,37.24,5.88,15.68,62.71,17.64,0
