stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
 24-34,0,0.82,0.82,9.85,0.82,0,272.52,0,0.82,0.82,5.75,1.64,0.82,0,0,2.46,0.82,0.82,4.1,0,22.16,0.82,0,16.42,274.17,0,3.28,2.46,0,0.82,23.8,0.82,0.82,0.82,2.46,37.76,0,0,13.13,0,1.64
 36-46,0,0,0,8.06,0,0,258.62,0,0,0,8.06,0.81,0,2.42,2.42,0,1.61,0,3.22,2.42,32.23,0.81,0,13.7,322.27,1.61,2.42,2.42,0,0,15.31,0,2.42,0.81,0,81.37,0,0,4.03,0,4.83
 48-58,0,0,0,4.02,0.57,0,212.31,2.3,0.57,0.57,17.21,0.57,0,1.15,1.15,0,1.15,0.57,2.87,0.57,25.82,0.57,0,5.74,204.27,2.87,0.57,0,0,0.57,5.74,0,2.87,0.57,0,48.2,0,0,3.44,0,1.72
 60-70,0,0,0,2.94,0.98,0,242.44,0.98,0.98,0.98,14.72,0,0,0,0.98,1.96,0.98,0,1.96,0,23.56,0.98,0,1.96,178.64,1.96,0,0.98,0,0,8.83,0,0.98,0,0,19.63,0.98,0.98,1.96,0,7.85
 72-82,0,0,0,2.94,1.96,0,185.53,1.96,0.98,3.93,13.74,0,0,0.98,1.96,0,0.98,1.96,0.98,1.96,27.49,0,0.98,2.94,104.06,1.96,1.96,0.98,0,0,7.85,0,2.94,0,0,7.85,1.96,0.98,2.94,0,1.96
 84-94,0,0,0,8.5,2.12,0,173.11,0,1.06,1.06,7.43,2.12,0,0,1.06,0,0,0,18.05,0,16.99,1.06,1.06,5.31,49.92,0,2.12,0,0,0,9.56,0,8.5,1.06,0,9.56,0,2.12,0,2.12,2.12
 96-106,0,0,0,5.46,8.74,1.09,139.88,0,2.19,1.09,14.21,1.09,0,2.19,1.09,1.09,0,2.19,9.84,0,22.95,1.09,0,2.19,45.9,1.09,1.09,0,0,0,7.65,0,13.11,0,0,0,2.19,0,2.19,1.09,0
108-118,0,0.77,0,6.13,3.83,0.77,157.02,0,2.3,1.53,13.02,3.06,0,1.53,3.06,0,3.06,0,19.15,0,37.53,0.77,1.53,3.83,88.09,0,3.83,1.53,0,1.53,5.36,0,10.72,0,0,3.06,1.53,0.77,6.89,3.06,2.3
120,0,0,0,9.8,5.88,0,131.31,0,0,1.96,9.8,3.92,0,0,3.92,0,0,1.96,11.76,0,37.24,0,0,0,86.23,0,0,0,0,0,9.8,0,5.88,0,0,1.96,1.96,1.96,1.96,0,1.96
