stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,566.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,159.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,42.06,2.63,0,0,26.29,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,0,0,12.59,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,135.32,12.59,0,0,44.06,0,0,12.59,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,1,0,3,5,57,17,0,8,0,1,0,3,2,3,2,0,6,0,1,3,2,20,1,0,12,187,16,4,6,7,0,31,9,36,5,24,75,105,0,0,6,0,0
 24-34,0,0,2.46,1.64,11.49,3.28,0,21.34,0,3.28,0.82,9.85,0.82,0.82,3.28,1.64,24.63,0.82,2.46,0.82,13.95,16.42,0,0.82,14.78,430.13,7.39,37.76,6.57,0,0,77.98,0,0,9.85,3.28,11.49,158.43,0,0,30.37,0,9.03
 36-46,0,0,1.61,0,4.83,1.61,0,64.45,0.81,1.61,0,20.14,0.81,0,1.61,0,5.64,0.81,2.42,0,23.36,19.34,3.22,0,13.7,711.41,0.81,49.95,1.61,0,0,79.76,3.22,0,4.03,2.42,0.81,188.53,0,1.61,11.28,0,12.09
 48-58,0,0,0.57,0,5.16,1.15,0,114.19,2.3,2.87,3.44,56.23,1.72,2.3,1.15,1.72,3.44,6.31,2.3,0.57,15.49,39.59,1.15,2.3,13.2,687.99,2.3,20.66,5.16,0,1.15,46.48,1.15,0,0.57,2.87,0,169.85,0,0.57,7.46,0,18.36
 60-70,0,0,0,0,5.89,0,0,215.93,7.85,3.93,3.93,78.52,2.94,0,1.96,5.89,2.94,10.8,0.98,0,6.87,57.91,4.91,4.91,6.87,903.98,3.93,21.59,7.85,0,0,59.87,0,0,3.93,4.91,0,151.15,0.98,0.98,6.87,0.98,21.59
 72-82,0,0,4.91,0,14.72,5.89,0,265.05,0.98,2.94,9.82,154.12,9.82,0.98,2.94,5.89,8.83,16.69,2.94,0.98,5.89,90.31,3.93,1.96,11.78,969.88,1.96,56.94,13.74,0,0.98,52.03,0,0,1.96,2.94,0,86.39,4.91,0.98,28.47,4.91,22.58
 84-94,0,0,5.31,0,23.36,3.19,1.06,217.72,3.19,7.43,5.31,111.51,18.05,1.06,2.12,7.43,21.24,22.3,6.37,4.25,15.93,75.4,5.31,4.25,4.25,525.71,6.37,37.17,16.99,0,1.06,191.17,0,0,11.68,3.19,0,47.79,6.37,1.06,20.18,8.5,22.3
 96-106,0,0,4.37,0,42.62,5.46,2.19,180.32,1.09,12.02,5.46,122.4,29.51,0,1.09,8.74,26.23,20.76,12.02,4.37,9.84,69.94,2.19,5.46,8.74,502.71,4.37,96.17,25.14,0,1.09,158.46,0,0,4.37,4.37,0,26.23,3.28,4.37,26.23,8.74,20.76
108-118,0,0,3.06,0,39.83,4.6,7.66,163.92,3.06,13.79,3.83,108,19.15,0,1.53,8.43,13.02,40.6,6.13,1.53,13.79,57.45,1.53,3.83,4.6,650.3,8.43,44.43,17.62,0,0.77,144,0.77,0,5.36,3.83,0,22.21,13.02,3.83,16.09,3.83,22.21
120,0,0,1.96,0,43.12,5.88,1.96,115.63,5.88,11.76,0,88.19,19.6,0,0,7.84,5.88,11.76,1.96,3.92,3.92,33.32,3.92,0,15.68,509.54,9.8,31.36,5.88,0,1.96,90.15,0,0,1.96,0,0,17.64,3.92,0,3.92,3.92,9.8
