stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,2121.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,1121.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,18.39,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,21.03,0,10.51,0,0,0,39.43,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,320.7,7.89,0,0,105.15,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,3.15,0,6.29,0,53.5,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,295.82,22.03,0,0,191.97,0,0,0,9.44,25.18,0,12.59,0,0,0,0,0,0
 14-21,1,0,0,14,23,10,0,11,0,0,4,15,2,1,0,1,0,0,6,0,13,0,0,23,172,4,2,2,13,0,0,1,175,7,6,314,81,0,0,2,0,8
 24-34,0,0,0.82,3.28,6.57,0,0,36.12,0.82,1.64,5.75,4.1,0,0,0.82,0.82,0,1.64,8.21,0,41.86,0,0,22.98,302.9,0,3.28,3.28,0,0,4.93,0,0,0,0.82,8.21,78.8,0,0,13.95,0,55
 36-46,0,0,0,0.81,3.22,0,0,40.28,2.42,0,10.47,0,0,1.61,1.61,0,0.81,1.61,3.22,0.81,33.84,1.61,1.61,12.09,165.16,1.61,1.61,1.61,0,0,5.64,0,0,0,0,0,32.23,0,0,4.03,0,49.15
 48-58,0,0,0,0,1.72,0.57,0,60.82,0.57,0.57,25.25,0.57,0.57,1.72,1.15,0.57,0.57,0.57,0,1.15,51.64,0,0.57,12.62,105.01,0.57,0.57,1.15,0,0,3.44,0,0,0.57,0,0,23.53,0,0,4.59,0,43.61
 60-70,0,0,0,0,0.98,2.94,0,61.84,0,0.98,41.22,0,0,0.98,2.94,0,0,0.98,0.98,0,70.67,0.98,0.98,6.87,96.19,0.98,2.94,0,0,1.96,4.91,0,0,0.98,0.98,0,22.58,0,0.98,0.98,0.98,37.3
 72-82,0,0,3.93,0,6.87,11.78,0.98,75.59,0,1.96,52.03,6.87,0.98,0.98,1.96,0.98,1.96,0.98,1.96,0,131.54,0,3.93,19.63,125.65,1.96,6.87,2.94,0,0.98,1.96,0,0,0,0.98,0,17.67,0,4.91,6.87,1.96,33.38
 84-94,0,0,0,0,5.31,14.87,0,65.85,3.19,1.06,26.55,21.24,0,1.06,13.81,3.19,4.25,1.06,2.12,0,79.65,1.06,4.25,9.56,58.41,2.12,3.19,8.5,0,0,8.5,0,0,1.06,0,0,8.5,0,3.19,7.43,1.06,47.79
 96-106,0,0,3.28,0,14.21,18.58,1.09,64.48,4.37,3.28,38.25,25.14,0,3.28,8.74,3.28,1.09,5.46,3.28,0,73.22,0,2.19,3.28,72.13,2.19,8.74,5.46,0,1.09,9.84,0,0,2.19,0,0,1.09,2.19,3.28,10.93,1.09,62.29
108-118,0,0,0.77,0,14.55,9.19,0.77,38.3,3.83,0,26.04,26.81,0,0.77,12.26,1.53,5.36,0.77,3.83,2.3,71.23,1.53,1.53,6.89,87.32,3.83,2.3,8.43,0,1.53,6.13,0,0,1.53,1.53,0,3.06,1.53,0.77,11.49,3.06,79.66
120,0,0,0,0,11.76,5.88,0,37.24,5.88,0,23.52,27.44,0,0,11.76,0,1.96,1.96,5.88,0,50.95,0,0,7.84,54.87,7.84,1.96,0,0,0,21.56,0,0,1.96,0,0,3.92,1.96,0,7.84,0,27.44
