stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.2,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,281.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,208.41,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,2.63,0,26.29,0,0,0,13.14,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,141.95,13.14,0,0,63.09,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,25.18,0,3.15,0,9.44,0,0,0,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,125.88,28.32,0,0,91.26,0,6.29,3.15,0,12.59,0,0,0,0,0,0,0
 14-21,0,0,1,5,77,9,0,3,0,0,0,7,5,0,0,0,7,0,0,1,0,18,0,0,11,59,27,2,1,8,0,17,0,40,23,20,68,0,0,2,0,0
 24-34,0,0,0.82,0,22.16,0,0,10.67,0,1.64,2.46,0.82,0.82,0,0.82,0,6.57,0,0,3.28,0,17.24,1.64,0,10.67,87.83,12.31,8.21,1.64,0,0,73.06,0,0,22.98,4.93,40.22,0,0,10.67,0,0
 36-46,0,0,0,0,7.25,0,0,28.2,0,0,2.42,4.83,1.61,0,0,0,0,0,0.81,0,0,20.14,3.22,0,10.47,107.96,8.06,7.25,0.81,0,0,42.7,0,0,6.45,0,27.39,0,0,3.22,0,0
 48-58,0,0,0,0.57,2.87,0,0,32.13,0,1.72,2.87,14.35,0,0.57,1.15,0,0.57,0,2.3,0,1.15,35,1.72,0,5.74,79.76,5.16,5.74,4.02,0,0,40.74,0.57,0,1.15,0,24.1,0,0,4.02,0,0.57
 60-70,0,0,0.98,0,3.93,0.98,0,55.95,0,3.93,1.96,39.26,3.93,0,0,1.96,3.93,0,4.91,1.96,0,92.26,2.94,0,1.96,84.41,1.96,16.69,7.85,0,0,67.73,0,0,2.94,0,17.67,0.98,0.98,2.94,0,0.98
 72-82,0,0,0.98,0,11.78,1.96,0,43.19,0,0,5.89,44.17,44.17,0,0,0,3.93,0,1.96,2.94,0,75.59,2.94,1.96,5.89,65.77,1.96,15.71,3.93,0,0.98,53.99,0,0,3.93,0,5.89,7.85,0,7.85,7.85,0
 84-94,0,0,1.06,1.06,11.68,2.12,0,41.42,1.06,1.06,3.19,26.55,74.34,1.06,0,2.12,11.68,0,2.12,9.56,0,50.98,4.25,4.25,6.37,41.42,3.19,8.5,7.43,0,0,159.31,0,0,4.25,0,4.25,8.5,1.06,9.56,4.25,0
 96-106,0,0,4.37,0,20.76,2.19,2.19,56.83,0,2.19,1.09,28.41,118.03,0,1.09,8.74,4.37,0,8.74,21.86,0,24.04,0,1.09,5.46,60.11,1.09,17.49,6.56,0,0,139.88,0,0,1.09,0,4.37,19.67,0,9.84,2.19,0
108-118,0,0,2.3,0,16.09,2.3,3.83,52.09,0,1.53,1.53,22.21,65.11,0,0,6.89,3.06,0.77,5.36,13.02,0,13.79,2.3,0,3.06,48.26,0.77,12.26,6.89,0,1.53,56.68,0,0,0.77,0,2.3,16.09,0,0.77,0.77,0
120,0,0,0,0,19.6,5.88,0,41.16,0,5.88,1.96,27.44,103.87,0,0,0,3.92,1.96,3.92,13.72,0,5.88,3.92,1.96,0,31.36,1.96,13.72,9.8,0,0,94.07,0,0,1.96,0,1.96,9.8,0,5.88,0,0
