stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,395.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,392.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,5.26,0,0,18.4,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
 24-34,0,0,0,0.82,6.57,0.82,0,7.39,192.08,0,0,0.82,0,0,0,0,0,0,0,0,4.93,0,0,18.06,74.7,0.82,0,0.82,0,0.82,4.1,0,0,0,1.64,35.3,14.78,0,0,0.82,0,1.64
 36-46,0,0,0,0,0.81,0.81,0,18.53,430.23,1.61,0.81,1.61,0,0.81,0.81,0,0,0.81,0,0.81,10.47,0,0.81,17.72,90.23,2.42,0.81,0,0,0,5.64,0,0,0,0.81,0.81,20.14,0,0,0.81,0,3.22
 48-58,0,0,0,0,5.16,0.57,0,65.99,440.68,1.15,1.72,17.79,0,1.15,1.15,0.57,0,0,1.15,2.3,28.69,0.57,1.15,20.08,176.73,1.72,1.15,0,0,0,6.31,0,0,0,1.72,0,37.87,0,0.57,4.02,0,3.44
 60-70,0,0,0,0,8.83,2.94,0,79.5,319.98,0.98,2.94,11.78,0,0,1.96,0.98,0.98,0,1.96,1.96,20.61,0.98,0.98,21.59,125.63,0,1.96,0.98,0,0,8.83,0,0,0.98,2.94,0,8.83,0,0,2.94,0,2.94
 72-82,0,0,0.98,0,3.93,4.91,0,65.77,218.91,0.98,1.96,14.72,3.93,0.98,8.83,0,1.96,1.96,0.98,0,44.17,0,0,14.72,140.38,0.98,0,2.94,0,0,5.89,0,0,0,2.94,0,5.89,0,1.96,2.94,0,6.87
 84-94,0,0,0,0,5.31,12.74,0,55.23,351.53,3.19,4.25,13.81,5.31,0,10.62,1.06,0,0,2.12,3.19,32.92,0,1.06,18.05,90.27,1.06,2.12,0,0,1.06,23.36,0,0,0,5.31,0,6.37,1.06,0,2.12,1.06,2.12
 96-106,0,0,0,0,17.49,22.95,0,84.15,614.18,0,4.37,29.51,7.65,2.19,9.84,1.09,1.09,3.28,5.46,0,54.64,2.19,3.28,30.6,151.91,3.28,5.46,6.56,1.09,0,32.79,1.09,0,0,14.21,0,5.46,0,5.46,14.21,5.46,8.74
108-118,0,0,0,0,13.02,8.43,0.77,62.04,481.02,3.83,0,16.85,0.77,0,9.19,3.06,3.06,0,6.13,0.77,42.13,0.77,1.53,38.3,134.04,0,1.53,2.3,0,1.53,16.85,0,0,0,11.49,0,6.13,0.77,0,4.6,0,2.3
120,0,0,0,0,7.84,5.88,0,25.48,274.37,0,1.96,5.88,3.92,0,13.72,1.96,1.96,0,3.92,0,27.44,1.96,3.92,29.4,99.95,1.96,1.96,0,0,0,7.84,0,0,0,1.96,0,3.92,0,1.96,3.92,0,1.96
