stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,1014.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,465.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,2.63,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,57.83,2.63,0,0,15.77,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,3.15,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,6,5,1,0,0,0,1,0,0,1,1,1,0,1,3,0,6,0,0,4,28,1,1,2,3,0,6,1,5,1,0,3,12,0,0,0,0,0
 24-34,0,0,0,0,13.95,0,12.31,0.82,0.82,0.82,0.82,0.82,0,2.46,0.82,1.64,0,0.82,0.82,0.82,23.8,0.82,0,10.67,77.98,0,0,4.1,0,0,87.01,0,0,8.21,0.82,4.93,20.52,0,0,7.39,0,1.64
 36-46,0,0,0,0,3.22,0.81,8.06,0,0.81,1.61,4.03,1.61,0.81,0,1.61,0,0.81,0,0.81,0,27.39,4.03,0,9.67,49.15,0.81,0,2.42,0,0,54.79,0.81,0,5.64,0,0,21.75,0,0,4.83,0,4.03
 48-58,0,0,0,0,2.87,0,8.03,0,1.15,2.3,4.02,0,1.72,0.57,2.3,0.57,1.15,2.87,1.72,1.15,36.72,4.59,0,8.03,29.84,0.57,0.57,1.15,0,0.57,43.61,0,0,2.3,0.57,0,8.61,0,0,3.44,0,5.16
 60-70,0,0,0,0,7.85,0,8.83,0,1.96,1.96,4.91,1.96,1.96,0,3.93,0.98,1.96,0,0.98,0,32.39,3.93,0.98,0.98,9.82,0.98,0,0.98,0,0.98,48.09,0,0,6.87,0,0,3.93,0,0,0.98,0.98,3.93
 72-82,0,0,0.98,0,8.83,0.98,13.74,0,0.98,3.93,17.67,0.98,0.98,2.94,8.83,0,0.98,0.98,0,1.96,70.68,8.83,4.91,3.93,25.52,1.96,0,5.89,0,0.98,29.45,0,0,1.96,0,0,1.96,0,0.98,8.83,5.89,0.98
 84-94,0,0,0,0,13.81,0,15.93,1.06,5.31,2.12,6.37,6.37,3.19,0,15.93,1.06,2.12,2.12,1.06,1.06,40.36,6.37,4.25,4.25,15.93,3.19,0,5.31,0,0,98.77,0,0,9.56,0,0,2.12,1.06,4.25,11.68,1.06,7.43
 96-106,0,0,0,0,20.76,0,18.58,0,3.28,4.37,8.74,6.56,0,2.19,14.21,1.09,5.46,2.19,2.19,1.09,40.44,7.65,4.37,4.37,29.51,3.28,2.19,3.28,0,0,65.57,0,0,5.46,0,0,0,0,1.09,12.02,4.37,7.65
108-118,0,0,0,0,22.98,0,29.11,1.53,6.89,0,4.6,6.89,0,0,12.26,6.13,11.49,0.77,1.53,0,30.64,3.83,2.3,3.83,17.62,2.3,0,0.77,0,1.53,52.85,0.77,0,1.53,0.77,0,2.3,2.3,0,9.19,3.06,11.49
120,0,0,0,0,29.4,0,13.72,0,5.88,1.96,17.64,3.92,0,1.96,21.56,0,5.88,5.88,0,0,35.28,3.92,5.88,3.92,15.68,5.88,0,0,0,1.96,43.12,0,0,1.96,0,0,0,3.92,1.96,1.96,5.88,3.92
