stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,113.29,9.44,0,0,9.44,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,2,2,80,3,0,210,0,0,0,0,1,1,1,0,0,0,0,1,0,40,0,0,11,248,6,0,146,1,0,0,2,0,0,2,7,0,0,1,0,0
 24-34,0,3.28,1.64,48.43,0,0,408.79,0,2.46,0.82,0,3.28,0,3.28,0,0,2.46,0,2.46,0,110.82,0,1.64,20.52,367.74,2.46,0,144.47,0,0.82,0.82,0,8.21,0,0,27.09,0,0,1.64,0,0
 36-46,0,0.81,0,13.7,0.81,0,599.42,0,0,0,2.42,4.03,0,1.61,0,0,7.25,0.81,1.61,0,170.8,0,4.83,24.98,216.73,0.81,0,82.18,0,2.42,0.81,0.81,6.45,0.81,0,87.01,0,0,0.81,0,2.42
 48-58,0,1.15,0,14.35,0.57,0,534.21,0.57,1.72,4.02,6.31,0,0,2.3,0,0,12.05,0,9.18,0,181.32,0,5.16,39.02,181.9,0.57,0,77.46,0,2.3,1.15,0,3.44,0,0,77.46,0,1.15,4.59,1.72,5.16
 60-70,0,0.98,0,12.76,0,0,408.31,4.91,0,4.91,21.59,0.98,0,0,0,0,22.58,0,15.7,0,243.42,0.98,6.87,38.28,123.67,0,0,54.97,0,5.89,0,0,6.87,1.96,0,33.37,1.96,5.89,3.93,3.93,1.96
 72-82,0,0.98,0,17.67,0.98,0,263.09,2.94,0.98,13.74,41.23,0.98,0,1.96,0.98,0.98,21.6,1.96,23.56,0,427.02,0,15.71,26.5,134.49,0,0.98,75.59,0,12.76,0,0,1.96,0.98,0,23.56,8.83,14.72,15.71,19.63,4.91
 84-94,0,2.12,1.06,19.12,0,0,225.15,4.25,3.19,7.43,28.68,6.37,0,2.12,1.06,0,39.3,0,59.47,1.06,283.56,0,24.43,19.12,112.58,1.06,0,100.89,0,8.5,1.06,0,24.43,1.06,0,11.68,26.55,13.81,11.68,21.24,2.12
 96-106,0,2.19,0,22.95,1.09,1.09,158.46,5.46,2.19,8.74,46.99,8.74,0,1.09,2.19,0,30.6,2.19,55.74,0,357.36,2.19,9.84,17.49,125.68,0,1.09,127.86,0,19.67,3.28,0,13.11,0,0,6.56,36.06,14.21,17.49,19.67,3.28
108-118,0,2.3,1.53,10.72,3.06,0,150.13,2.3,7.66,9.19,21.45,4.6,0,0,0.77,1.53,54.38,2.3,78.13,5.36,304.85,0.77,9.96,20.68,125.62,0.77,1.53,86.55,0,17.62,1.53,0,16.09,0,0,7.66,23.74,7.66,18.38,18.38,5.36
120,0,1.96,0,15.68,1.96,1.96,123.47,1.96,5.88,1.96,33.32,3.92,0,0,0,0,43.12,0,52.91,0,266.53,0,13.72,19.6,117.59,0,0,60.75,0,13.72,1.96,0,0,0,0,5.88,7.84,1.96,17.64,5.88,0
