stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.47,0,0,0,0,0,0,0,0,0,0
  5-6,0,190.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,606.83,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,13.14,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,7.89,0,0,31.54,0,94.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,3.15,0,18.88,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,160.5,3.15,0,0,53.5,0,50.35,0,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,2,25,2,0,6,0,0,0,4,5,15,0,0,18,0,0,0,0,7,3,0,2,40,21,1,0,1,0,625,0,3,1,4,15,0,0,1,0,0
 24-34,0,0,2.46,0.82,18.88,0.82,0,9.85,0,1.64,0,1.64,0.82,11.49,0,0,30.37,0,2.46,0.82,0,11.49,33.66,0.82,4.93,122.31,1.64,13.13,0.82,0,0,1013.76,0,0,0.82,0.82,29.55,0,0,4.1,0,0
 36-46,0,0,0,0,8.86,0,0,15.31,1.61,5.64,0.81,5.64,1.61,0.81,1.61,0,22.56,0,6.45,0,1.61,10.47,43.51,0,1.61,128.1,0.81,10.47,0,0,0,1077.18,0,0,0.81,0,23.36,0,0.81,1.61,0,0
 48-58,0,0,0,0,16.64,0,0,41.31,0,13.77,0.57,8.61,3.44,2.3,0,0,9.75,0.57,9.18,0,0.57,13.2,40.74,0.57,2.3,113.61,2.3,8.03,1.72,0,0.57,1114.33,0,0,0,0,20.66,0,0,4.02,0,0.57
 60-70,0,0,0,0,31.41,0,0,37.3,0.98,9.82,0,13.74,4.91,1.96,0,1.96,7.85,0,10.8,1.96,0.98,9.82,25.52,0,1.96,80.48,1.96,8.83,2.94,0,0,810.74,0,0,1.96,0,10.8,2.94,0,0,0,0
 72-82,0,0,0,0,82.46,3.93,0,50.06,0.98,17.67,2.94,19.63,29.45,4.91,0,1.96,21.6,0,18.65,0.98,0,26.5,53.99,3.93,4.91,79.51,0,9.82,0,0,0.98,782.38,0,0,0,0,4.91,4.91,0,1.96,0,0
 84-94,0,0,0,0,184.79,1.06,0,16.99,0,35.05,0,7.43,63.72,4.25,0,2.12,52.04,2.12,42.48,1.06,0,22.3,47.79,2.12,4.25,25.49,0,31.86,1.06,0,1.06,1742.8,0,0,3.19,0,5.31,39.3,0,0,4.25,1.06
 96-106,0,0,1.09,0,291.79,7.65,1.09,43.71,0,52.46,1.09,13.11,120.21,0,0,6.56,71.04,2.19,48.09,1.09,0,28.41,59.01,0,3.28,44.81,1.09,40.44,2.19,0,0,1822.87,1.09,0,0,0,5.46,57.92,1.09,2.19,4.37,2.19
108-118,0,0,0,0,253.53,4.6,2.3,25.28,0.77,58.21,1.53,10.72,108,0,0,2.3,56.68,0,32.94,0.77,0.77,14.55,40.6,1.53,1.53,57.45,0.77,22.98,3.83,0,0,1381.8,0,0,1.53,0,3.06,47.49,0,0.77,3.06,1.53
120,0,0,0,0,148.94,11.76,0,37.24,0,54.87,0,17.64,47.03,0,0,5.88,29.4,0,15.68,0,0,13.72,37.24,0,9.8,72.51,1.96,15.68,0,0,0,901.5,0,0,3.92,0,3.92,13.72,1.96,3.92,1.96,0
