stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,5.26,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.06,12.59,0,0,22.03,0,0,0,3.15,31.47,0,0,0,0,0,0,0
 14-21,0,0,1,1,12,67,0,1,0,0,0,1,1,0,1,0,0,0,0,2,0,38,0,0,39,84,1,0,2,1,0,1,1,11,25,15,29,0,0,16,0,0
 24-34,0,0,0.82,1.64,4.1,3.28,0,11.49,0,0,9.85,2.46,0,0,3.28,0,0,0,0.82,2.46,0,169.1,0.82,0,73.88,489.23,0,4.1,4.1,0,0,0,0,0.82,3.28,10.67,71.41,0,0,55,0,0.82
 36-46,0,0,0,0,1.61,0.81,0,46.73,0,0,22.56,12.09,0.81,0,4.03,0,0,0,0.81,0.81,0.81,184.5,0,1.61,50.76,1483.24,0.81,5.64,1.61,0,0,2.42,0,0,1.61,0,162.75,0,0,36.26,0,0
 48-58,0,0,0.57,0,5.74,0,0,242.15,0.57,0,25.82,54.51,0,0,1.15,0.57,0.57,1.15,0.57,2.3,0.57,312.15,0.57,1.72,40.74,1800.03,0,4.02,2.3,0,0,0,0,0,0,0,242.15,0,0.57,28.69,0,1.15
 60-70,0,0,0.98,0,4.91,0.98,0,318.99,0,0.98,20.61,85.39,2.94,0,1.96,0,0,0.98,0.98,2.94,0,325.87,0,0.98,20.61,1815.82,0,2.94,1.96,0,0,4.91,0,0,1.96,0,209.06,0,1.96,19.63,0,0.98
 72-82,0,0,3.93,0,8.83,2.94,0,270.94,0,0,27.49,138.41,1.96,0,1.96,0,0,0.98,0.98,0.98,0.98,426.04,0,2.94,23.56,1258.49,0,1.96,4.91,0,0,2.94,0,0,0.98,0,75.59,0.98,3.93,35.34,2.94,2.94
 84-94,0,0,0,0,14.87,2.12,1.06,178.42,1.06,2.12,20.18,75.4,7.43,0,3.19,2.12,0,1.06,2.12,7.43,0,212.41,0,4.25,16.99,586.24,0,2.12,5.31,0,2.12,3.19,0,0,7.43,0,42.48,0,2.12,37.17,2.12,0
 96-106,0,0,2.19,0,5.46,9.84,0,102.73,2.19,2.19,15.3,73.22,5.46,0,3.28,1.09,1.09,0,0,8.74,0,206.55,0,0,7.65,491.78,0,4.37,1.09,0,5.46,7.65,0,0,5.46,0,16.39,0,2.19,16.39,2.19,1.09
108-118,0,0,1.53,0,9.19,0.77,1.53,70.47,0.77,0,12.26,51.32,4.6,0,0.77,0,1.53,1.53,0.77,20.68,0,151.66,0,3.83,10.72,480.26,0,1.53,3.83,0,1.53,1.53,0,0,6.13,0,11.49,0.77,0,16.85,0.77,0
120,0,0,0,0,13.72,1.96,3.92,103.87,1.96,0,11.76,80.35,1.96,1.96,1.96,0,0,1.96,1.96,19.6,0,119.55,0,1.96,7.84,578.14,1.96,1.96,0,0,1.96,1.96,0,0,7.84,0,7.84,0,1.96,19.6,1.96,0
