stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,250.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,263.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,5.26,0,2.63,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.21,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,12.59,0,0,0,0,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,147.91,3.15,0,0,53.5,0,0,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,3,22,4,0,14,0,1,0,2,0,0,2,0,0,0,0,6,0,19,0,0,14,104,4,0,2,2,0,5,15,7,15,37,35,0,0,3,0,1
 24-34,0,0,0,0,10.67,0.82,0,18.88,0.82,0,1.64,9.03,1.64,0,2.46,0,1.64,0,1.64,11.49,4.93,33.66,0,0,13.13,146.11,6.57,2.46,1.64,0,0,11.49,0,8.21,10.67,5.75,29.55,0,0,11.49,0,4.1
 36-46,0,0,0,0,0.81,0,0,10.47,3.22,0.81,1.61,20.14,0.81,0,0.81,0,0,0,0.81,0.81,4.83,47.53,0,0.81,12.09,89.43,5.64,3.22,1.61,0,0,8.86,0,1.61,14.5,0.81,21.75,0,0,8.86,0,3.22
 48-58,0,0,0,0,3.44,0,0,23.53,3.44,0,6.31,44.18,1.72,0,2.3,0.57,0,1.15,1.72,1.15,8.03,80.91,0,0.57,18.36,53.94,0.57,0,2.87,0,0,7.46,0,4.02,17.21,0,35.58,0,0.57,6.31,0,3.44
 60-70,0,0,0,0.98,2.94,0,0,37.3,4.91,1.96,5.89,93.24,5.89,0,0.98,0.98,0,2.94,1.96,0,2.94,102.08,0,1.96,23.56,32.39,0.98,0,2.94,0,0,5.89,0,2.94,17.67,0,30.43,0,1.96,1.96,0,4.91
 72-82,0,0,1.96,0,3.93,1.96,0,58.9,2.94,0,7.85,170.81,3.93,0,3.93,1.96,0,2.94,3.93,3.93,1.96,204.19,0,5.89,14.72,47.12,1.96,1.96,5.89,0,0,12.76,0,5.89,15.71,0,25.52,0,2.94,21.6,1.96,2.94
 84-94,0,0,0,0,13.81,0,1.06,90.27,7.43,3.19,6.37,88.15,7.43,0,1.06,3.19,1.06,9.56,1.06,0,3.19,112.58,1.06,1.06,13.81,36.11,4.25,0,5.31,0,1.06,16.99,0,6.37,15.93,0,16.99,3.19,0,13.81,2.12,7.43
 96-106,0,0,2.19,0,13.11,3.28,2.19,90.71,8.74,2.19,9.84,115.84,12.02,0,1.09,1.09,1.09,9.84,3.28,14.21,6.56,136.61,1.09,2.19,16.39,61.2,6.56,2.19,16.39,0,1.09,26.23,0,13.11,31.69,0,25.14,0,2.19,16.39,0,7.65
108-118,0,0,0.77,0,18.38,0,0.77,81.19,9.96,6.89,6.13,111.83,18.38,0,0.77,1.53,1.53,10.72,2.3,25.28,4.6,141.7,0,3.06,13.79,53.62,4.6,2.3,15.32,0,2.3,13.79,0,5.36,28.34,0,14.55,4.6,1.53,11.49,1.53,7.66
120,0,0,0,0,25.48,0,1.96,47.03,13.72,3.92,3.92,103.87,13.72,0,1.96,0,1.96,9.8,0,23.52,5.88,80.35,0,3.92,11.76,35.28,1.96,9.8,11.76,0,3.92,19.6,0,9.8,3.92,0,5.88,0,1.96,9.8,3.92,5.88
