stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,10.51,0,0,21.03,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,99.89,2.63,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,0,12.59,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,267.49,12.59,0,0,88.12,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,31,11,33,0,0,0,15,1,0,1,0,0,0,1,1,0,26,0,0,21,404,2,0,58,14,0,0,40,1,1,41,142,0,0,3,0,0
 24-34,0,0,0,0.82,7.39,0,33.66,0,0,0,4.93,1.64,0,0,0,0.82,0,2.46,0.82,1.64,46.79,0,0,22.98,429.31,1.64,0.82,168.28,0,0.82,0.82,0,1.64,0,6.57,109.99,0,0,7.39,0,1.64
 36-46,0,0,0,0,1.61,0.81,20.14,0,0,0,26.59,2.42,0,0.81,0,0,0.81,0,0.81,0,73.32,0,1.61,32.23,295.68,0.81,0.81,123.27,0,0,0.81,0,0.81,1.61,0,83.79,0,0,3.22,0,0.81
 48-58,0,0,0,0,1.72,0,17.79,0,0,0.57,38.44,0.57,0,1.72,0.57,0,0,2.3,1.15,0,100.99,0,2.3,44.18,115.33,0.57,0,113.61,0,0,0.57,0,0.57,0,0,54.51,0,0.57,1.72,0,0
 60-70,0,0,0,0,1.96,0,31.41,0.98,0,0,74.6,0.98,0,0,0,0,0.98,0,0,0,124.65,0,1.96,25.52,99.13,0,1.96,90.3,0,0,0.98,0,0.98,0.98,0,27.48,0,2.94,0,0,0.98
 72-82,0,0,0.98,0,6.87,0,29.45,0,0,0.98,55.95,0,0,1.96,0.98,0,0,4.91,0,0,124.67,0,1.96,22.58,66.75,0,0.98,137.43,0,0.98,0.98,0,0,0,0,14.72,0,4.91,2.94,5.89,0
 84-94,0,0,0,0,6.37,1.06,24.43,0,0,2.12,48.85,3.19,0,1.06,2.12,0,1.06,4.25,0,0,97.71,0,4.25,26.55,46.73,0,0,143.38,0,0,1.06,0,0,0,0,9.56,1.06,4.25,6.37,7.43,0
 96-106,0,0,1.09,0,18.58,2.19,25.14,1.09,3.28,0,53.55,1.09,0,4.37,0,0,0,3.28,0,0,119.12,2.19,4.37,32.79,76.5,3.28,0,209.83,0,1.09,0,0,0,0,0,15.3,1.09,5.46,4.37,5.46,0
108-118,0,0,0,0,9.19,2.3,16.09,0.77,0,4.6,45.19,0,0,0.77,2.3,0,6.13,3.06,0,0,69.7,0.77,3.06,23.74,68.17,0.77,1.53,174.64,0,1.53,2.3,0,0,0,0,9.96,0.77,0,1.53,3.83,0.77
120,0,0,0,0,3.92,0,15.68,0,1.96,3.92,29.4,5.88,0,0,1.96,0,1.96,0,0,0,52.91,0,3.92,15.68,43.12,0,0,117.59,0,1.96,0,0,0,0,0,5.88,0,0,0,1.96,0
