stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,208.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,0,0,0,31.54,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,157.72,15.77,0,0,92,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,37.76,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,147.91,31.47,0,0,53.5,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,61,146,27,0,73,0,1,0,6,2,3,9,0,1,0,0,1,1,286,1,0,214,384,364,0,2,11,0,9,1,59,7,3,61,116,0,0,20,0,0
 24-34,0.82,0.82,23.8,48.43,1.64,0,45.97,0.82,4.93,1.64,0.82,3.28,0,17.24,0,0.82,0,0,5.75,0,252,0,3.28,129.7,212.6,27.91,0.82,4.1,0,1.64,9.85,0,0,5.75,0,11.49,41.86,0,0,82.09,0,0.82
 36-46,0,0,1.61,12.09,1.61,0,33.03,0.81,12.09,8.06,5.64,5.64,0,11.28,0,0,1.61,0,4.83,0,313.41,0,17.72,80.57,175.64,8.06,0.81,2.42,0,1.61,6.45,1.61,0,2.42,0,0,40.28,0,0,62.04,0,0
 48-58,0,0,0,2.87,0.57,0,19.51,1.72,9.75,16.07,2.87,0.57,0,4.59,0.57,0,0,0,0.57,0,359.78,0,17.79,56.81,76.89,1.15,0,0.57,0,3.44,3.44,0.57,0,1.72,0,0,14.35,0,0,33.85,0,0.57
 60-70,0,0,0,3.93,0.98,0,32.39,2.94,8.83,16.69,5.89,0,0,0.98,0,0,0,0,0.98,0,349.42,0,12.76,61.84,128.58,1.96,0,0,0,1.96,4.91,0,0,0,0,0,18.65,0,2.94,41.22,0.98,0
 72-82,0,0,0,0,0,0.98,27.49,4.91,1.96,10.8,5.89,0,0,6.87,0,0,0,0,0,0,321.99,0,19.63,52.03,81.48,4.91,0,0,0,3.93,2.94,0,0,0,0,0,10.8,0,0.98,42.21,0.98,0
 84-94,0,0,0,3.19,0,0,21.24,3.19,5.31,7.43,1.06,1.06,0,1.06,0,0,2.12,0,0,0,227.28,0,11.68,44.61,30.8,3.19,0,4.25,0,2.12,1.06,0,0,0,0,0,4.25,0,2.12,39.3,1.06,0
 96-106,1.09,0,0,2.19,0,0,16.39,6.56,6.56,5.46,8.74,1.09,0,2.19,1.09,0,0,1.09,2.19,0,120.21,0,10.93,38.25,27.32,3.28,0,1.09,0,1.09,0,0,0,1.09,0,0,2.19,0,1.09,39.34,0,0
108-118,0,0,0.77,0.77,0,0,6.89,6.89,7.66,9.96,2.3,0,0,0.77,0,0,0,1.53,1.53,0,117.96,0,9.19,35.23,22.98,4.6,0,2.3,0,1.53,0,0,0,0.77,0,0,0.77,0.77,0,46.72,0,0
120,0,0,0,0,1.96,0,1.96,0,7.84,7.84,5.88,0,0,0,0,0,0,1.96,0,0,66.63,0,9.8,31.36,25.48,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,31.36,0,0
