stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.44,0,0,0,6.29,0,0,0,0,18.88,3.15,0,0,0,0,0,0
 14-21,0,0,0,20,682,59,0,42,0,0,0,2,0,0,6,6,6,0,0,0,0,41,4,0,28,941,1,1,12,0,0,119,0,4,10,6,32,0,0,0,0,0
 24-34,0,0,0,22.98,543.41,4.1,0,26.27,0,13.13,1.64,13.95,9.85,0,3.28,41.86,45.97,0,31.19,4.1,0.82,84.55,22.16,0.82,25.45,936.6,4.1,14.78,13.95,0,0.82,106.71,0,0,19.7,2.46,77.98,0,0,11.49,0,0
 36-46,0,0,0,4.83,314.21,0.81,0,20.14,0,35.45,1.61,20.95,21.75,0,5.64,53.98,28.2,0,27.39,7.25,0,57.2,15.31,9.67,8.86,767,7.25,20.14,12.09,0,0.81,157.91,0,0,16.11,0,89.43,0,0.81,2.42,0,0
 48-58,0,0,0,2.3,195.67,0.57,0,26.4,0,43.61,1.15,25.82,14.92,1.15,0.57,46.48,12.05,0,21.23,6.89,1.15,48.77,14.35,8.61,11.48,415.43,2.3,7.46,5.74,0,1.72,86.07,0,0,5.16,0,29.84,0,1.72,3.44,0,1.15
 60-70,0,0,0,0.98,283.66,0,0,32.39,1.96,65.76,2.94,35.33,23.56,1.96,5.89,63.8,25.52,0,36.32,13.74,0.98,90.3,22.58,15.7,10.8,185.51,5.89,10.8,6.87,0,4.91,161.95,0,0,15.7,0,21.59,6.87,2.94,4.91,5.89,0
 72-82,0,0,4.91,0.98,233.64,4.91,0,25.52,0.98,51.05,0.98,17.67,43.19,0,0.98,66.75,57.92,0,46.14,16.69,0,76.57,21.6,4.91,8.83,121.73,6.87,16.69,10.8,0,4.91,218.91,0.98,0,3.93,0,4.91,32.39,6.87,5.89,4.91,0
 84-94,1.06,0,2.12,7.43,429.06,3.19,0,30.8,0,90.27,2.12,16.99,99.83,2.12,1.06,113.64,89.21,0,96.65,41.42,0,78.59,35.05,14.87,9.56,54.16,1.06,65.85,7.43,0,4.25,619.17,0,0,23.36,0,5.31,126.38,4.25,6.37,14.87,1.06
 96-106,0,0,5.46,6.56,531.12,7.65,1.09,59.01,2.19,97.26,2.19,21.86,184.69,0,0,104.91,136.61,1.09,121.31,57.92,0,84.15,51.36,7.65,14.21,104.91,6.56,65.57,20.76,0,6.56,1026.18,1.09,0,27.32,0,6.56,206.55,5.46,15.3,14.21,3.28
108-118,0.77,0,3.06,9.96,575.24,4.6,3.83,56.68,3.06,159.32,4.6,32.17,227.49,0,1.53,82.72,134.81,0.77,90.38,199.92,1.53,83.49,52.09,9.96,19.15,121.79,16.09,45.96,20.68,0,12.26,1567.93,0,0,29.11,0,2.3,245.87,2.3,13.02,12.26,0.77
120,1.96,0,3.92,3.92,364.52,3.92,0,19.6,0,64.67,0,11.76,125.43,0,0,121.51,74.47,0,50.95,74.47,0,50.95,29.4,13.72,7.84,86.23,19.6,35.28,15.68,0,1.96,568.34,0,0,23.52,0,1.96,88.19,1.96,11.76,7.84,1.96
