stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1172.84,8091.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,1440.46,6197.06,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,0,0,0,0,0,0,0,263.57,67.43,0,0,116.46,0,79.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,496.83,181.38,0,228.7,0,7.89,0,715.01,0,0,0,0,0,436.37,0,0,0,0,0,0,0,0,0,0,3985.13,454.77,0,0,3651.28,0,10.51,36.8,0,2.63,0,0,0,0,0,0,0,0
 10-12,9.44,223.43,0,393.37,0,37.76,0,928.36,0,0,0,0,0,66.09,0,0,0,0,0,0,0,0,0,0,4157.15,374.49,0,0,3206.76,0,6.29,15.73,15.73,468.9,0,18.88,22.03,0,0,0,0,0
 14-21,1,2,1,56,457,302,0,36,0,0,0,15,74,2,4,0,6,0,0,0,146,1,0,111,447,98,3,2,61,0,14,2,629,67,0,186,529,0,0,57,0,0
 24-34,0,0,0.82,14.78,45.97,21.34,0,48.43,0,0,0.82,31.19,27.91,0,3.28,0,0.82,0,0,1.64,55,0.82,0,9.85,183.87,5.75,7.39,3.28,0,0,2.46,0,0.82,18.88,1.64,37.76,137.9,0,0,100.97,0,0.82
 36-46,0,0,0,2.42,17.72,2.42,0,29,0,0,0,13.7,12.09,0,4.83,0,0,0,0,2.42,78.96,0,1.61,14.5,125.68,0.81,4.83,4.03,0,0.81,0.81,0,0,5.64,0,0,134.55,0,0,22.56,0,0
 48-58,0,0,0,0.57,18.36,0.57,0,38.44,0,0.57,2.87,12.62,12.05,0.57,8.03,0,0,0.57,0.57,1.15,117.63,0,1.15,12.62,89.51,0,2.87,2.87,0,0,0.57,0,0,2.3,1.15,0,71.15,0,1.15,14.92,0.57,0
 60-70,0,0,0.98,0,30.43,0,0,24.54,0,0,4.91,2.94,7.85,0,4.91,0,4.91,0,0,0,118.76,0,0.98,11.78,83.43,0,0.98,0.98,0,0,0,0,0,1.96,0,0,26.5,1.96,0.98,15.7,3.93,0
 72-82,0,0,0.98,0,35.34,0.98,0,25.52,0,0.98,0.98,2.94,19.63,0,4.91,0.98,6.87,0,0,0,171.79,0.98,1.96,15.71,59.88,0,2.94,0.98,0,0.98,0.98,0,0,2.94,0,0,14.72,2.94,2.94,7.85,0.98,0
 84-94,0,0,1.06,0,61.6,0,2.12,26.55,0,0,4.25,9.56,41.42,0,4.25,2.12,9.56,0,0,1.06,92.4,0,0,10.62,53.1,0,3.19,3.19,0,1.06,4.25,1.06,0,5.31,0,0,10.62,21.24,1.06,16.99,2.12,0
 96-106,0,0,0,0,46.99,1.09,0,20.76,1.09,1.09,1.09,5.46,62.29,0,1.09,0,13.11,0,1.09,1.09,84.15,2.19,1.09,8.74,36.06,0,2.19,0,0,1.09,1.09,0,0,3.28,0,0,2.19,27.32,4.37,16.39,1.09,0
108-118,0,0,1.53,0,74.3,1.53,0.77,13.79,1.53,2.3,3.83,7.66,75.06,0,0.77,0,9.19,0.77,0,0.77,68.94,3.06,0,3.83,34.47,0,0.77,3.06,0,0.77,0.77,0,0,0.77,0,0,3.83,49.79,0,12.26,0.77,0
120,0,0,1.96,0,60.75,0,0,5.88,0,1.96,3.92,5.88,52.91,0,0,0,11.76,0,0,0,72.51,1.96,1.96,0,50.95,0,3.92,0,0,0,0,0,0,3.92,0,0,1.96,15.68,3.92,7.84,0,0
