stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1,17,158,33,0,62,0,0,0,25,7,0,4,0,6,0,0,0,0,97,0,0,69,1084,11,14,16,28,0,20,1,92,8,3,107,416,0,0,12,0,1
 24-34,0,1.64,6.57,96.86,4.93,0,155.96,1.64,7.39,1.64,39.4,3.28,0.82,9.85,2.46,4.93,0,5.75,0.82,4.1,187.98,2.46,0.82,73.88,2591.44,8.21,35.3,27.09,0,1.64,51.71,0,0.82,3.28,4.1,33.66,624.67,0,0,55.82,0,5.75
 36-46,0,0,0.81,33.03,2.42,0,497.9,3.22,5.64,4.83,100.71,1.61,0.81,2.42,1.61,3.22,1.61,4.83,4.03,2.42,235.26,0,6.45,66.06,3788.26,6.45,27.39,15.31,0,0.81,43.51,0,0,4.03,0,1.61,767,0,0.81,28.2,0,6.45
 48-58,0.57,0,0,37.3,2.87,0,861.85,6.31,12.62,12.05,185.91,2.3,0,6.31,2.87,1.72,1.72,8.03,1.72,2.87,308.13,1.15,9.18,52.22,3193.22,5.74,15.49,12.05,0,0,25.82,0,0,1.72,1.15,0,609.95,0,0.57,24.67,0,7.46
 60-70,0,0,0,51.04,1.96,0,1199.42,4.91,8.83,6.87,179.62,2.94,0.98,5.89,3.93,0,3.93,13.74,0.98,1.96,338.63,1.96,10.8,38.28,2952.42,2.94,21.59,16.69,0,2.94,38.28,0,0,3.93,2.94,0,378.87,0,5.89,25.52,3.93,3.93
 72-82,0,4.91,1.96,61.84,29.45,0,952.21,2.94,11.78,20.61,192.41,13.74,0.98,13.74,11.78,1.96,5.89,8.83,1.96,2.94,510.46,0.98,16.69,56.94,2167.51,2.94,14.72,19.63,0,3.93,38.28,0,0,0.98,0,0,191.42,8.83,15.71,58.9,11.78,11.78
 84-94,0,3.19,0,98.77,24.43,0,591.55,1.06,23.36,10.62,122.13,15.93,3.19,4.25,18.05,14.87,13.81,3.19,0,1.06,329.23,7.43,14.87,38.23,1013.18,5.31,16.99,19.12,0,1.06,98.77,1.06,0,8.5,1.06,0,125.32,8.5,7.43,46.73,10.62,5.31
 96-106,0,1.09,1.09,100.54,29.51,1.09,457.9,4.37,15.3,10.93,133.33,14.21,0,6.56,17.49,8.74,2.19,10.93,5.46,2.19,290.7,3.28,8.74,33.88,802.15,2.19,19.67,36.06,0,2.19,62.29,2.19,0,3.28,2.19,0,46.99,9.84,6.56,38.25,16.39,5.46
108-118,0,0.77,1.53,82.72,16.09,2.3,346.22,3.06,15.32,7.66,98.04,13.02,0,0.77,16.09,8.43,16.85,5.36,6.13,7.66,229.02,4.6,7.66,29.11,891.58,8.43,16.09,19.15,0,4.6,66.64,0,0,5.36,2.3,0,30.64,11.49,10.72,40.6,6.89,14.55
120,0,0,0,101.91,9.8,1.96,262.61,3.92,19.6,3.92,80.35,7.84,0,3.92,17.64,13.72,3.92,7.84,1.96,3.92,143.06,1.96,1.96,23.52,883.86,9.8,21.56,19.6,0,0,43.12,0,0,1.96,1.96,0,27.44,3.92,1.96,35.28,11.76,7.84
