stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,764.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,140.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,15.77,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,23.66,2.63,0,0,28.92,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.09,9.44,0,0,22.03,0,6.29,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,22,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,2,49,3,0,1,1,0,4,0,6,4,2,16,18,0,0,0,0,0
 24-34,0,0,0.82,9.85,0,0,16.42,0,2.46,0.82,4.93,0,0.82,1.64,0,1.64,0,0.82,0.82,0,18.88,0,0.82,12.31,100.97,0.82,0,3.28,0,0,3.28,0,0,1.64,0,3.28,27.09,0,0,8.21,0,0
 36-46,0,0,0,5.64,0,0,16.11,0.81,2.42,1.61,2.42,0,0,1.61,0,0.81,0,0,0.81,0.81,26.59,0,0.81,7.25,58.81,1.61,0.81,0.81,0,0,4.83,0,0,0,0,0,19.34,0,0,3.22,0,0.81
 48-58,0,0,0,7.46,0,0,25.25,0.57,1.15,1.72,9.18,1.15,0,1.15,0,1.15,0,0,1.15,0.57,36.15,0,0,8.61,28.69,1.72,1.72,1.15,0,0,0,0,0,0.57,0,0,10.33,0,0,5.74,0,0
 60-70,0,0,0,10.8,0,0,16.69,0,2.94,1.96,8.83,1.96,0,0,0,0.98,0,0.98,0,0.98,60.85,0,1.96,5.89,23.56,0,0.98,0.98,0,0,3.93,0,0,0,2.94,0,1.96,0,0,2.94,0,0.98
 72-82,0,0,0,15.71,0,0,23.56,0,1.96,1.96,8.83,1.96,0,0.98,0,6.87,0,0,0,0.98,59.88,0,0.98,5.89,21.6,0,0.98,0,0,0,3.93,0,0,0.98,0,0,3.93,0,2.94,5.89,3.93,0
 84-94,0,0,0,11.68,3.19,0,22.3,1.06,6.37,6.37,4.25,5.31,0,2.12,0,5.31,2.12,0,0,0,44.61,0,4.25,3.19,18.05,1.06,1.06,2.12,0,0,14.87,0,0,1.06,0,0,3.19,0,2.12,10.62,0,0
 96-106,0,0,0,19.67,0,0,32.79,1.09,2.19,3.28,6.56,3.28,0,1.09,1.09,8.74,1.09,1.09,0,2.19,28.41,2.19,0,4.37,17.49,0,0,1.09,0,0,22.95,0,0,1.09,1.09,0,1.09,1.09,0,9.84,1.09,0
108-118,0,0,0.77,19.15,0,0.77,22.98,0.77,6.13,1.53,7.66,2.3,0,0,0.77,7.66,1.53,0,1.53,0.77,18.38,0.77,2.3,3.06,14.55,1.53,0.77,1.53,0,1.53,6.89,0,0,1.53,0.77,0,0,0,0.77,8.43,0,0.77
120,0,0,0,27.44,0,0,37.24,0,7.84,1.96,3.92,1.96,0,0,0,3.92,0,0,0,0,23.52,0,3.92,3.92,15.68,0,0,0,0,0,7.84,0,0,1.96,0,0,0,0,0,1.96,0,0
